9000267,20220930,1,2355,ST-420,영등포동_027_1,ST-2902,영등포본동_014_1,1,15,1940.0
9000268,20220930,1,2355,ST-2933,휘경1동_022_1,ST-1302,휘경2동_027_1,1,5,780.0
9000269,20220930,1,2355,ST-347,북가좌2동_046_1,ST-347,북가좌2동_046_1,1,49,1770.0
9000270,20220930,1,2355,ST-570,묵2동_019_1,ST-2896,공릉1동_068_1,1,8,1635.95
9000271,20220930,1,2355,ST-2411,공항동_001_1,ST-2026,가양1동_003_1,1,17,2589.54
9000272,20220930,1,2355,ST-904,문정2동_033_1,ST-2598,장지동_054_2,1,12,1480.0
9000273,20220930,1,2355,ST-2270,휘경2동_009_1,ST-1671,휘경1동_018_1,1,6,920.0
9000274,20220930,1,2355,ST-1724,송중동_032_1,ST-376,마장동_032_1,1,64,28750.0
9000275,20220930,1,2355,ST-2501,답십리2동_031_1,ST-2501,답십리2동_031_1,1,52,9949.13
9000276,20220930,1,2355,ST-1723,월곡1동_019_1,ST-2094,방학1동_015_1,2,94,15723.25
9000277,20220930,1,2355,ST-2292,묵1동_001_1,ST-2292,묵1동_001_1,1,6,797.1
9000278,20220930,1,2355,ST-1083,풍납1동_022_1,ST-1684,풍납1동_012_1,1,18,1910.0
9000279,20220930,1,2355,ST-3051,충현동_034_1,ST-3130,대흥동_020_4,1,17,3718.63
9000280,20220930,1,2355,ST-2056,발산1동_037_1,ST-2031,가양1동_039_8,1,12,1570.0
9000281,20220930,1,2355,ST-1282,중계1동_059_1,ST-1128,하계1동_008_1,1,2,0.0
9000282,20220930,1,2355,ST-2168,서교동_001_1,ST-2208,남가좌1동_018_1,1,11,2050.0
9000283,20220930,1,2355,ST-2571,잠실6동_024_1,ST-2991,잠실3동_023_1,1,99,677.8
9000284,20220930,1,2355,ST-223,남가좌1동_012_1,ST-2216,남가좌1동_020_1,1,47,6560.0
9000285,20220930,1,2355,ST-2459,번1동_005_1,ST-2137,번1동_030_2,1,3,572.6
9000286,20220930,1,2355,ST-2033,가양1동_039_10,ST-1352,발산1동_070_1,1,11,1440.7
9000287,20220930,1,2355,ST-2733,암사1동_069_1,ST-3098,천호2동_028_1,1,37,7620.0
9000288,20220930,1,2355,ST-996,신월2동_002_1,ST-318,신월2동_038_1,1,10,1104.39
9000289,20220930,1,2355,ST-2704,월계2동_046_1,ST-2705,월계2동_048_2,1,15,1356.05
9000290,20220930,1,2355,ST-1866,석촌동_002_1,ST-1705,잠실2동_066_1,1,17,2444.41
9000291,20220930,1,2355,ST-2764,신정6동_001_1,ST-1731,목1동_003_1,3,45,2162.62
9000292,20220930,1,2355,ST-1498,신정3동_059_1,ST-432,신월7동_030_1,1,1,550.0
9000293,20220930,1,2355,ST-1420,성내3동_030_1,ST-1836,천호3동_006_1,1,17,2720.0
9000294,20220930,1,2355,ST-1690,자양4동_005_2,ST-1841,성내2동_008_1,1,51,9370.0
9000295,20220930,1,2355,ST-2014,신정7동_003_2,ST-1499,신정7동_001_1,1,6,1030.0
9000296,20220930,1,2355,ST-496,성내2동_017_1,ST-503,성내1동_003_1,1,7,1740.0
9000297,20220930,1,2355,ST-2407,구의3동_008_2,ST-1722,구의2동_042_1,1,2,0.0
9000298,20220930,1,2355,ST-2642,독산1동_007_1,ST-625,가산동_016_1,1,7,1104.11
9000299,20220930,1,2355,ST-1264,청룡동_013_1,ST-702,신림동_029_1,1,118,24913.32
9000300,20220930,1,2355,ST-2157,연남동_003_1,ST-2979,연남동_034_1,1,78,6590.0
9000301,20220930,1,2355,ST-3041,대림3동_004_1,ST-3040,대림3동_024_1,1,2,160.0
9000302,20220930,1,2355,ST-1191,자양4동_025_1,ST-2865,자양2동_045_2,1,8,1340.0
9000303,20220930,1,2355,ST-198,신당동_002_1,ST-1440,황학동_011_1,2,8,1651.41
9000304,20220930,1,2355,ST-1000,신정7동_003_1,ST-2398,신정6동_049_1,1,9,928.96
9000305,20220930,1,2355,ST-2110,창1동_035_2,ST-3092,창2동_009_3,1,82,6290.0
9000306,20220930,1,2355,ST-112,성수2가3동_016_1,ST-262,장안2동_053_1,2,72,11070.0
9000307,20220930,1,2355,ST-1070,송파1동_010_1,ST-1705,잠실2동_066_1,1,16,2462.08
9000308,20220930,1,2355,ST-752,방배1동_007_1,ST-777,신사동_001_1,2,109,15750.24
9000309,20220930,1,2355,ST-2308,화양동_041_2,ST-99,자양3동_050_1,1,5,974.31
9000310,20220930,1,2355,ST-984,자양1동_008_1,ST-2308,화양동_041_2,1,7,1357.42
9000311,20220930,1,2355,ST-974,화양동_041_5,ST-974,화양동_041_5,1,0,0.0
9000312,20220930,1,2355,ST-516,등촌1동_012_1,ST-834,등촌3동_053_3,1,80,10323.17
9000313,20220930,1,2355,ST-1349,공릉2동_039_1,ST-1474,공릉1동_063_1,1,8,1443.07
9000314,20220930,1,2355,ST-2018,염창동_055_4,ST-517,염창동_009_1,1,7,944.7
9000315,20220930,1,2355,ST-426,당산2동_017_1,ST-517,염창동_009_1,1,33,4500.0
9000316,20220930,1,2355,ST-78,상암동_002_2,ST-2535,상암동_001_1,1,2,320.0
9000317,20220930,1,2355,ST-1517,발산1동_012_1,ST-2058,발산1동_033_1,2,13,1678.64
9000318,20220930,1,2355,ST-447,마장동_033_1,ST-376,마장동_032_1,2,132,15440.0
9000319,20220930,1,2355,ST-504,강일동_002_6,ST-504,강일동_002_6,1,13,1700.0
9000320,20220930,1,2355,ST-278,양평2동_039_1,ST-668,구로3동_037_1,1,60,11760.0
9000321,20220930,1,2355,ST-1361,양재2동_020_1,ST-1922,양재1동_012_1,1,14,2240.0
9000322,20220930,1,2355,ST-1298,장안1동_065_1,ST-395,장안2동_022_2,1,15,2000.0
9000323,20220930,1,2355,ST-3104,목1동_016_2,ST-2764,신정6동_001_1,1,7,800.91
9000324,20220930,1,2355,ST-747,반포2동_037_1,ST-924,사당1동_002_1,1,27,3405.61
9000325,20220930,1,2355,ST-1432,종로1·2·3·4가동_015_1,ST-173,혜화동_039_1,1,13,1923.74
9000326,20220930,1,2355,ST-2451,한강로동_017_1,ST-334,한강로동_017_2,1,1,270.0
9000327,20220930,1,2355,ST-2617,은천동_066_1,ST-669,구로3동_008_1,1,26,4935.23
9000328,20220930,1,2355,ST-1715,가양1동_039_7,ST-2965,공항동_034_2,1,12,1699.96
9000329,20220930,1,2355,ST-2905,망원1동_041_1,ST-481,구산동_062_1,1,42,7674.33
9000330,20220930,1,2355,ST-2054,화곡1동_062_1,ST-534,화곡4동_038_1,1,106,4561.5
9000331,20220930,1,2355,ST-2798,가락본동_024_1,ST-1046,성내2동_015_1,1,94,12318.76
9000332,20220930,1,2355,ST-334,한강로동_017_2,ST-214,공덕동_011_1,1,53,6370.0
9000333,20220930,1,2355,ST-1228,개봉1동_062_1,ST-1228,개봉1동_062_1,1,0,88.32
9000334,20220930,1,2355,ST-1657,위례동_002_2,ST-2607,거여2동_027_1,1,22,2700.0
9000335,20220930,1,2355,ST-1839,성내3동_034_1,ST-1839,성내3동_034_1,1,36,5000.0
9000336,20220930,1,2355,ST-1339,이촌1동_003_1,ST-2177,한강로동_008_1,1,7,1220.0
9000337,20220930,1,2355,ST-3095,증산동_028_1,ST-1331,응암3동_002_1,3,38,5510.8
9000338,20220930,1,2355,ST-499,명일1동_010_5,ST-1835,명일2동_016_1,1,5,641.76
9000339,20220930,1,2355,ST-2935,안암동_024_1,ST-1631,제기동_038_1,1,27,5160.0
9000340,20220930,1,2355,ST-28,대흥동_007_2,ST-25,홍제3동_003_1,1,47,7012.63
9000341,20220930,1,2355,ST-2464,구로5동_002_2,ST-1652,대림2동_008_1,1,16,1990.0
9000342,20220930,1,2355,ST-4,서교동_017_1,ST-3095,증산동_028_1,2,66,10320.17
9000343,20220930,1,2355,ST-1468,창5동_045_1,ST-2799,도봉2동_002_1,1,24,3840.0
9000344,20220930,1,2355,ST-2137,번1동_030_2,ST-2125,번1동_030_1,1,67,2260.0
9000345,20220930,1,2355,ST-64,여의동_004_2,ST-73,여의동_009_1,2,81,16127.74
9000346,20220930,1,2355,ST-99,자양3동_050_1,ST-107,성수1가1동_014_1,1,18,2850.0
9000347,20220930,1,2355,ST-211,망원2동_006_1,ST-211,망원2동_006_1,2,169,22992.05
9000348,20220930,1,2355,ST-546,잠실본동_005_1,ST-1728,잠실본동_030_1,1,2,300.0
9000349,20220930,1,2355,ST-1006,목5동_054_1,ST-1006,목5동_054_1,1,137,4455.1
9000350,20220930,1,2355,ST-2289,묵2동_018_1,ST-912,면목본동_021_1,1,27,2860.0
9000351,20220930,1,2355,ST-1137,창5동_001_1,ST-658,창5동_004_1,1,4,910.0
9000352,20220930,1,2355,ST-1649,영등포동_012_1,ST-1218,신도림동_001_1,1,20,3250.03
9000353,20220930,1,2355,ST-2056,발산1동_037_1,ST-2411,공항동_001_1,1,9,1460.0
9000354,20220930,1,2355,ST-445,군자동_030_1,ST-2594,잠실4동_001_1,1,31,4610.0
9000355,20220930,1,2355,ST-1671,휘경1동_018_1,ST-401,이문1동_056_1,1,34,2222.39
9000356,20220930,1,2355,ST-1475,중계본동_032_2,ST-1287,하계1동_002_1,1,13,1242.17
9000357,20220930,1,2355,ST-1519,화곡6동_005_1,ST-1249,등촌3동_042_1,1,8,930.0
9000358,20220930,1,2355,ST-1118,중계2·3동_080_1,ST-606,하계2동_020_1,1,18,2059.03
9000359,20220930,1,2355,ST-2896,공릉1동_068_1,ST-2081,하계1동_047_1,1,11,1500.0
9000360,20220930,1,2355,ST-1474,공릉1동_063_1,ST-1125,상계6·7동_001_1,1,52,11217.38
9000361,20220930,1,2355,ST-724,서원동_043_1,ST-724,서원동_043_1,1,32,4134.19
9000362,20220930,1,2355,ST-905,문정2동_033_2,ST-838,가락본동_025_2,1,12,1697.28
9000363,20220930,1,2355,ST-435,한강로동_005_1,ST-439,남영동_004_1,1,13,2740.0
9000364,20220930,1,2355,ST-277,양평2동_004_1,ST-278,양평2동_039_1,1,5,1000.0
9000365,20220930,1,2355,ST-1493,홍은2동_003_1,ST-1493,홍은2동_003_1,1,0,0.0
9000366,20220930,0,2355,ST-1184,수서동_025_1,ST-1184,수서동_025_1,1,1,0.0
9000367,20220930,0,2355,ST-564,종암동_037_1,ST-3046,종암동_003_1,1,1,260.0
9000368,20220930,1,2355,ST-2676,세곡동_007_1,ST-1892,세곡동_048_1,1,3,480.0
9000369,20220930,1,2355,ST-1546,조원동_004_1,ST-2653,신대방1동_039_1,1,6,960.0
9000370,20220930,1,2355,ST-2491,가양1동_002_4,ST-2031,가양1동_039_8,2,155,26263.21
9000371,20220930,1,2355,ST-455,응암1동_032_1,ST-473,불광1동_072_2,1,16,1896.67
9000372,20220930,1,2355,ST-759,방배4동_022_1,ST-1152,사당3동_024_1,1,9,1398.49
9000373,20220930,1,2355,ST-923,사당2동_052_1,ST-732,사당3동_029_1,1,6,814.44
9000374,20220930,1,2355,ST-975,방화1동_055_2,ST-1351,등촌3동_054_1,1,11,3350.0
9000375,20220930,1,2355,ST-345,북가좌1동_025_1,ST-227,남가좌2동_023_1,1,18,2621.46
9000376,20220930,1,2355,ST-1357,신사동_012_1,ST-713,서림동_003_2,1,22,2610.0
9000377,20220930,1,2355,ST-30,신촌동_023_1,ST-3062,연희동_047_2,1,10,1660.11
9000378,20220930,1,2355,ST-2094,방학1동_015_1,ST-2549,창4동_001_5,1,6,950.0
9000379,20220930,1,2355,ST-615,창5동_043_1,ST-2799,도봉2동_002_1,1,21,1235.75
9000380,20220930,1,2355,ST-755,방배3동_012_1,ST-2842,청룡동_002_1,1,26,4330.31
9000381,20220930,1,2355,ST-455,응암1동_032_1,ST-454,대조동_024_1,1,40,2383.2
9000382,20220930,1,2355,ST-1735,서초1동_030_1,ST-1404,서초1동_018_1,1,7,840.0
9000383,20220930,1,2355,ST-1375,상봉2동_002_3,ST-849,면목3·8동_050_1,1,14,2270.0
9000384,20220930,1,2355,ST-1062,공항동_006_1,ST-1062,공항동_006_1,1,11,210.0
9000385,20220930,1,2355,ST-1719,오륜동_001_4,ST-1086,오륜동_001_1,1,6,770.0
9000386,20220930,1,2355,ST-417,문래동_024_1,ST-1699,문래동_045_1,1,3,1370.0
9000387,20220930,1,2355,ST-2592,오륜동_001_7,ST-2592,오륜동_001_7,1,1,0.0
9000388,20220930,0,2355,ST-739,잠실6동_031_4,ST-739,잠실6동_031_4,1,0,0.0
9000389,20220930,0,2355,ST-1493,홍은2동_003_1,ST-1493,홍은2동_003_1,1,0,0.0
9000390,20220930,0,2355,ST-2592,오륜동_001_7,ST-2592,오륜동_001_7,1,1,0.0
9000391,20220930,0,2355,ST-1298,장안1동_065_1,ST-1298,장안1동_065_1,1,0,0.0
9000392,20220930,0,2355,ST-2407,구의3동_008_2,ST-1722,구의2동_042_1,1,2,0.0
9000393,20220930,0,2355,ST-2865,자양2동_045_2,ST-258,자양2동_046_1,1,2,364.3
9000394,20220930,1,2355,ST-1968,영등포동_006_1,ST-53,여의동_034_2,1,13,438.9
9000395,20220930,1,2355,ST-295,당산2동_051_1,ST-1701,당산2동_065_1,1,58,667.13
9000396,20220930,1,2355,ST-1419,장지동_003_1,ST-1075,문정1동_029_1,1,4,670.0
9000397,20220930,1,2355,ST-1590,잠실3동_070_3,ST-1590,잠실3동_070_3,1,36,970.29
9000398,20220930,1,2355,ST-1121,상계2동_020_1,ST-2699,상계2동_020_2,2,57,5633.34
9000399,20220930,1,2355,ST-2137,번1동_030_2,ST-2137,번1동_030_2,1,13,1221.68
9000400,20220930,1,2355,ST-2506,휘경2동_020_1,ST-912,면목본동_021_1,1,14,3910.0
9000401,20220930,1,2355,ST-528,등촌2동_002_1,ST-534,화곡4동_038_1,1,17,2336.58
9000402,20220930,1,2355,ST-2417,양재2동_027_1,ST-1406,서초2동_033_1,1,11,2590.0
9000403,20220930,1,2355,ST-2592,오륜동_001_7,ST-492,암사2동_004_1,1,22,3373.91
9000404,20220930,1,2355,ST-2618,낙성대동_017_1,ST-2379,서원동_010_1,1,10,1994.13
9000405,20220930,1,2355,ST-655,종암동_029_1,ST-655,종암동_029_1,2,82,684.34
9000406,20220930,1,2355,ST-2803,대방동_015_3,ST-685,대방동_008_1,1,29,5343.14
9000407,20220930,1,2355,ST-2994,등촌1동_016_1,ST-516,등촌1동_012_1,1,6,790.92
9000408,20220930,1,2355,ST-2601,잠실4동_022_1,ST-1409,잠실4동_055_1,1,4,470.0
9000409,20220930,1,2355,ST-493,천호2동_058_1,ST-2749,길동_085_1,1,9,1646.78
9000410,20220930,1,2355,ST-310,목4동_047_1,ST-663,신도림동_008_1,1,18,3390.0
9000411,20220930,1,2355,ST-1493,홍은2동_003_1,ST-2785,응암1동_013_1,1,4,881.0
9000412,20220930,1,2355,ST-2493,방화3동_034_1,ST-426,당산2동_017_1,1,57,9916.36
9000413,20220930,1,2355,ST-1325,남영동_001_1,ST-2173,한강로동_004_1,1,5,931.23
9000414,20220930,1,2355,ST-480,구산동_056_1,ST-464,역촌동_022_1,1,4,528.05
9000415,20220930,1,2355,ST-1963,구로2동_011_1,ST-1961,고척1동_004_1,1,5,1052.57
9000416,20220930,1,2355,ST-17,홍은2동_001_1,ST-3033,홍은2동_046_1,2,17,4240.0
9000417,20220930,1,2355,ST-99,자양3동_050_1,ST-1603,능동_002_2,1,11,1980.0
9000418,20220930,1,2355,ST-222,북가좌1동_028_1,ST-18,서교동_002_1,1,16,3250.0
9000419,20220930,1,2355,ST-2149,상암동_025_2,ST-2149,상암동_025_2,1,20,2129.1
9000420,20220930,1,2355,ST-2298,면목4동_041_1,ST-396,휘경2동_032_2,1,14,1606.7
9000421,20220930,1,2355,ST-1709,가양1동_039_5,ST-1065,가양1동_040_1,1,6,900.0
9000422,20220930,1,2355,ST-1678,삼성동_003_1,ST-724,서원동_043_1,1,7,1190.0
9000423,20220930,1,2355,ST-2273,제기동_026_1,ST-408,용신동_039_2,1,69,1680.0
9000424,20220930,1,2355,ST-1119,상계1동_030_1,ST-3116,상계6·7동_025_1,1,16,2270.0
9000425,20220930,1,2355,ST-1864,잠실본동_019_1,ST-548,잠실2동_035_1,1,6,570.0
9000426,20220930,1,2355,ST-892,방이1동_017_1,ST-1420,성내3동_030_1,1,11,2040.0
9000427,20220930,1,2355,ST-2223,석관동_001_1,ST-2075,월계3동_041_1,1,1,0.0
9000428,20220930,1,2355,ST-1999,목2동_038_1,ST-2478,염창동_012_1,1,7,2210.0
9000429,20220930,1,2355,ST-2273,제기동_026_1,ST-3046,종암동_003_1,1,10,2239.68
9000430,20220930,1,2355,ST-3142,영등포본동_015_4,ST-294,당산2동_003_3,1,13,1930.04
9000431,20220930,1,2355,ST-203,공덕동_068_1,ST-3020,아현동_007_1,1,5,967.81
9000432,20220930,1,2355,ST-118,사직동_004_1,ST-1200,삼선동_002_1,1,25,4615.1
9000433,20220930,1,2355,ST-1819,혜화동_023_1,ST-842,삼선동_005_1,1,13,1420.0
9000434,20220930,1,2355,ST-2815,영등포동_024_2,ST-288,영등포동_026_1,1,8,1280.0
9000435,20220930,1,2355,ST-2486,공항동_006_2,ST-512,방화1동_065_2,2,38,2965.07
9000436,20220930,1,2355,ST-1065,가양1동_040_1,ST-1400,목3동_039_1,1,35,2963.71
9000437,20220930,1,2355,ST-1996,목1동_049_1,ST-310,목4동_047_1,1,6,923.2
9000438,20220930,1,2355,ST-1061,천호1동_039_1,ST-3098,천호2동_028_1,2,87,11002.32
9000439,20220930,1,2355,ST-460,응암3동_017_1,ST-2257,응암3동_022_1,1,54,1989.16
9000440,20220930,1,2355,ST-1690,자양4동_005_2,ST-99,자양3동_050_1,3,36,4519.19
9000441,20220930,1,2355,ST-99,자양3동_050_1,ST-376,마장동_032_1,2,74,12607.47
9000442,20220930,1,2355,ST-1298,장안1동_065_1,ST-1298,장안1동_065_1,1,0,0.0
9000443,20220930,1,2355,ST-2005,신정1동_003_1,ST-2007,신정2동_021_2,1,13,2700.0
9000444,20220930,1,2355,ST-2905,망원1동_041_1,ST-2264,역촌동_073_1,1,32,5884.77
9000445,20220930,1,2355,ST-2332,금호4가동_025_1,ST-241,사근동_001_1,1,55,2390.0
9000446,20220930,1,2355,ST-702,신림동_029_1,ST-1220,구로5동_045_1,2,55,8490.0
9000447,20220930,1,2355,ST-875,오류2동_039_1,ST-876,오류2동_012_3,1,34,5860.0
9000448,20220930,1,2355,ST-1709,가양1동_039_5,ST-1352,발산1동_070_1,2,19,1732.29
9000449,20220930,1,2355,ST-379,중곡3동_002_2,ST-558,묵2동_022_1,1,26,5787.55
9000450,20220930,1,2355,ST-590,면목4동_008_1,ST-2284,면목4동_014_1,1,97,3540.0
9000451,20220930,1,2355,ST-1285,중계2·3동_045_1,ST-2726,창4동_004_1,1,56,2620.0
9000452,20220930,1,2355,ST-402,회기동_011_1,ST-175,숭인1동_010_1,1,19,1194.67
9000453,20220930,1,2355,ST-2574,풍납2동_049_4,ST-2748,성내2동_026_1,1,21,4030.0
9000454,20220930,1,2355,ST-1909,반포3동_035_2,ST-2414,잠원동_003_1,4,211,17660.95
9000455,20220930,1,2355,ST-2905,망원1동_041_1,ST-82,성산2동_041_3,1,45,4940.0
9000456,20220930,1,2355,ST-462,신사2동_025_1,ST-2020,등촌1동_003_1,1,40,8970.0
9000457,20220930,1,2355,ST-547,잠실2동_013_1,ST-953,삼성1동_023_1,1,25,3660.06
9000458,20220930,1,2355,ST-2740,성내1동_008_1,ST-1041,성내1동_033_1,1,7,750.0
9000459,20220930,1,2355,ST-1915,방배본동_026_1,ST-1920,반포2동_038_1,1,12,1960.0
9000460,20220930,1,2355,ST-1874,오륜동_041_1,ST-1419,장지동_003_1,1,26,3511.31
9000461,20220930,1,2355,ST-456,갈현2동_038_1,ST-454,대조동_024_1,1,3,470.0
9000462,20220930,1,2355,ST-1273,구로5동_031_1,ST-2816,대림3동_018_1,1,10,1820.0
9000463,20220930,1,2355,ST-1681,잠실6동_031_3,ST-2309,구의1동_026_1,1,25,3174.47
9000464,20220930,1,2355,ST-3012,구의3동_026_1,ST-254,구의3동_028_3,2,190,26172.87
9000465,20220930,1,2355,ST-1321,영등포동_036_1,ST-3040,대림3동_024_1,1,21,3020.0
9000466,20220930,1,2355,ST-753,방배2동_039_1,ST-759,방배4동_022_1,1,6,1192.39
9000467,20220930,1,2355,ST-895,거여1동_018_1,ST-1417,위례동_011_1,1,14,2412.15
9000468,20220930,1,2355,ST-3006,망우본동_017_1,ST-2568,강일동_001_3,1,76,12040.0
9000469,20220930,1,2355,ST-277,양평2동_004_1,ST-1251,가양1동_037_1,1,49,6660.2
9000470,20220930,1,2355,ST-1185,수서동_025_2,ST-2868,세곡동_008_1,1,15,1593.7
9000471,20220930,1,2355,ST-1093,중화2동_035_1,ST-1375,상봉2동_002_3,1,28,1894.25
9000472,20220930,1,2355,ST-1335,면목2동_039_1,ST-1334,상봉2동_034_1,1,4,907.92
9000473,20220930,1,2355,ST-842,삼선동_005_1,ST-1818,혜화동_037_1,2,10,1490.06
9000474,20220930,1,2355,ST-2726,창4동_004_1,ST-2063,상계6·7동_048_1,1,10,996.5
9000475,20220930,1,2355,ST-555,남가좌2동_002_2,ST-5,망원1동_024_1,1,24,4274.64
9000476,20220930,1,2355,ST-157,이화동_016_1,ST-148,명동_003_4,1,18,2553.91
9000477,20220930,1,2355,ST-2905,망원1동_041_1,ST-212,성산2동_022_1,2,64,12830.0
9000478,20220930,1,2355,ST-1063,가양1동_039_1,ST-1689,가양1동_039_3,1,8,315.94
9000479,20220930,1,2355,ST-106,성수2가1동_001_1,ST-2305,자양3동_002_1,1,11,2333.04
9000480,20220930,1,2355,ST-1470,창4동_040_1,ST-2549,창4동_001_5,1,11,1770.0
9000481,20220930,1,2355,ST-2457,둔촌2동_040_1,ST-1420,성내3동_030_1,1,7,859.16
9000482,20220930,1,2355,ST-1996,목1동_049_1,ST-2761,신정4동_015_1,1,5,800.0
9000483,20220930,1,2355,ST-919,고척1동_006_1,ST-1241,구로1동_005_1,1,9,1302.16
9000484,20220930,1,2355,ST-563,길음1동_075_2,ST-1633,길음2동_004_1,1,63,860.0
9000485,20220930,1,2355,ST-1208,돈암2동_002_1,ST-2233,돈암1동_018_1,1,7,1049.51
9000486,20220930,1,2355,ST-2029,우장산동_040_1,ST-531,등촌2동_022_1,1,56,3620.0
9000487,20220930,1,2355,ST-422,당산2동_004_1,ST-1539,양평2동_014_1,1,3,720.0
9000488,20220930,1,2355,ST-994,목1동_003_4,ST-312,신정4동_049_1,1,10,1240.0
9000489,20220930,1,2355,ST-1419,장지동_003_1,ST-901,문정2동_029_10,1,14,2178.47
9000490,20220930,1,2355,ST-1098,면목본동_003_1,ST-912,면목본동_021_1,1,21,1830.0
9000491,20220930,1,2355,ST-376,마장동_032_1,ST-376,마장동_032_1,1,89,19699.49
9000492,20220930,1,2355,ST-475,불광1동_014_1,ST-1481,진관동_038_3,1,13,2494.94
9000493,20220930,1,2355,ST-398,답십리1동_041_1,ST-410,장안1동_041_1,1,16,2722.98
9000494,20220930,1,2355,ST-1782,광희동_005_1,ST-1298,장안1동_065_1,1,45,6140.0
9000495,20220930,1,2355,ST-112,성수2가3동_016_1,ST-112,성수2가3동_016_1,1,0,0.0
9000496,20220930,1,2355,ST-2045,가양1동_039_16,ST-2036,가양1동_039_12,1,4,695.93
9000497,20220930,1,2355,ST-2420,사근동_007_2,ST-2420,사근동_007_2,1,62,13389.76
9000498,20220930,1,2355,ST-2113,방학3동_007_1,ST-2549,창4동_001_5,1,10,2068.99
9000499,20220930,1,2355,ST-1474,공릉1동_063_1,ST-2081,하계1동_047_1,1,8,2060.0
9000500,20220930,1,2355,ST-1270,신림동_030_1,ST-2371,중앙동_017_1,1,19,2543.44
9000501,20220930,1,2355,ST-398,답십리1동_041_1,ST-270,답십리1동_008_1,1,5,657.19
9000502,20220930,1,2355,ST-1321,영등포동_036_1,ST-291,영등포본동_026_1,1,5,967.87
9000503,20220930,1,2355,ST-2744,강일동_001_5,ST-504,강일동_002_6,1,7,998.47
9000504,20220930,1,2355,ST-2635,묵1동_003_1,ST-2076,공릉1동_052_1,1,20,1962.25
9000505,20220930,1,2355,ST-2164,상암동_041_1,ST-1397,성산2동_059_1,1,12,1851.16
9000506,20220930,1,2355,ST-2820,문래동_004_1,ST-1505,목1동_006_2,1,10,1863.49
9000507,20220930,1,2355,ST-1065,가양1동_040_1,ST-517,염창동_009_1,1,30,3420.0
9000508,20220930,1,2355,ST-1285,중계2·3동_045_1,ST-2076,공릉1동_052_1,1,24,3360.0
9000509,20220930,1,2355,ST-2188,한남동_007_1,ST-933,잠실본동_035_1,1,77,12850.0
9000510,20220930,1,2355,ST-130,삼청동_001_1,ST-1325,남영동_001_1,1,26,4604.61
9000511,20220930,1,2355,ST-1352,발산1동_070_1,ST-2858,공항동_001_6,1,7,1179.15
9000512,20220930,1,2355,ST-2872,행운동_046_1,ST-2380,청룡동_006_1,1,14,2140.0
9000513,20220930,1,2355,ST-759,방배4동_022_1,ST-753,방배2동_039_1,1,17,1027.15
9000514,20220930,1,2355,ST-2292,묵1동_001_1,ST-2076,공릉1동_052_1,1,14,1413.37
9000515,20220930,1,2355,ST-823,일원2동_002_1,ST-2593,잠실2동_031_1,1,20,4920.0
9000516,20220930,1,2355,ST-1866,석촌동_002_1,ST-903,문정2동_029_12,1,17,2730.0
9000517,20220930,1,2355,ST-948,미아동_010_4,ST-1423,수유1동_027_1,1,9,1330.0
9000518,20220930,1,2355,ST-2896,공릉1동_068_1,ST-1740,공릉2동_021_1,1,10,876.4
9000519,20220930,1,2355,ST-735,공릉1동_012_1,ST-2081,하계1동_047_1,1,6,1920.0
9000520,20220930,1,2355,ST-312,신정4동_049_1,ST-1218,신도림동_001_1,1,25,3046.3
9000521,20220930,1,2355,ST-1298,장안1동_065_1,ST-2268,장안1동_010_1,2,9,1641.28
9000522,20220930,1,2355,ST-1543,신대방2동_027_2,ST-2826,신대방1동_014_1,1,7,1210.0
9000523,20220930,1,2355,ST-1857,방이1동_005_2,ST-2757,가락본동_019_1,1,6,1001.84
9000524,20220930,1,2355,ST-1065,가양1동_040_1,ST-1067,가양2동_001_1,1,14,1971.16
9000525,20220930,1,2355,ST-2626,광희동_002_2,ST-185,소공동_005_4,2,77,11240.0
9000526,20220930,1,2355,ST-676,고척2동_035_1,ST-920,개봉1동_051_3,1,5,1125.87
9000527,20220930,1,2355,ST-1876,송파2동_001_1,ST-737,가락본동_025_1,1,18,938.08
9000528,20220930,1,2355,ST-2222,월곡2동_032_1,ST-578,석관동_001_2,1,12,2590.0
9000529,20220930,1,2355,ST-2337,왕십리도선동_028_3,ST-2337,왕십리도선동_028_3,1,3,83.27
9000530,20220930,1,2355,ST-739,잠실6동_031_4,ST-739,잠실6동_031_4,1,0,0.0
9000531,20220930,1,2355,ST-2905,망원1동_041_1,ST-1036,역촌동_001_1,1,26,6959.47
9000532,20220930,1,2355,ST-1475,중계본동_032_2,ST-867,중계1동_036_3,1,5,940.0
9000533,20220930,1,2355,ST-2865,자양2동_045_2,ST-258,자양2동_046_1,1,2,364.3
9000534,20220930,1,2355,ST-90,상암동_025_9,ST-92,상암동_055_1,1,5,741.77
9000535,20220930,1,2355,ST-517,염창동_009_1,ST-1727,방화1동_030_1,2,72,10749.38
9000536,20220930,1,2355,ST-673,구로5동_005_1,ST-673,구로5동_005_1,1,4,0.0
9000537,20220930,1,2355,ST-2045,가양1동_039_16,ST-1727,방화1동_030_1,1,9,990.33
9000538,20220930,1,2355,ST-1689,가양1동_039_3,ST-1065,가양1동_040_1,1,3,1050.0
9000539,20220930,1,2355,ST-32,서교동_028_1,ST-32,서교동_028_1,1,0,0.0
9000540,20220930,1,2355,ST-8,합정동_028_1,ST-277,양평2동_004_1,1,23,3398.21
