,학교명,소재지지번주소,소재지도로명주소,위도,경도
329,잠실여자고등학교,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8 (송파동) 잠실여자고등학교,37.5017941334,127.1142413255
330,가원중학교,서울특별시 송파구 가락동 106-3,서울특별시 송파구 중대로10길 40-18 (가락동.가원중학교),37.490999486,127.123171116
331,성동글로벌경영고등학교,서울특별시 중구 신당동 250-3,서울특별시 중구 퇴계로 375 (신당동. 성동글로벌경영고등학교),37.565854715,127.0135246262
332,서울원명초등학교,서울특별시 서초구 서초동 1685-1,서울특별시 서초구 고무래로 90-6 (서초동.원명초등학교),37.50079587,127.0167075813
333,서울도림초등학교,서울특별시 영등포구 신길동 285-1,서울특별시 영등포구 가마산로65길 22 . 서울도림초등학교 (신길동),37.5075030216,126.9072907183
334,강북중학교,서울특별시 강북구 수유동 694,서울특별시 강북구 한천로150길 67 (수유동. 강북중학교),37.6449158953,127.025373389
335,서울백산초등학교,서울특별시 금천구 시흥동 438-5,서울특별시 금천구 시흥대로38길 78 (시흥동. 백산초등학교),37.44673975,126.9051459623
336,서울강서초등학교,서울특별시 양천구 신월동 441,서울특별시 양천구 오목로 31 (신월동. 서울강서초등학교),37.5224127216,126.840987861
337,서울용동초등학교,서울특별시 노원구 중계동 510-1,서울특별시 노원구 한글비석로1길 81-11 (중계동.용동초등학교),37.6410838118,127.0690818277
338,서울금천초등학교,서울특별시 금천구 시흥동 218-1,서울특별시 금천구 탑골로5길 60 (시흥동),37.454810335,126.9128748641
339,서울방현초등학교,서울특별시 서초구 방배동 산81-1,서울특별시 서초구 효령로4길 58 (방배동.방현초등학교),37.4765029769,126.9900733885
340,서울중현초등학교,서울특별시 노원구 하계동 272-2,서울특별시 노원구 섬밭로 181 . 서울중현초등학교 (하계동.중현초등학교),37.6325146223,127.0659520722
341,서울여자상업고등학교,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85 (봉천동.서울여자상업고등학교),37.4729045674,126.9509180627
342,신원중학교,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19 (신월동.신원중학교),37.5370924963,126.8248419488
343,한강중학교,서울특별시 용산구 서빙고동 4-1,서울특별시 용산구 녹사평대로 73 (서빙고동),37.5236119183,126.992790867
344,신남중학교,서울특별시 양천구 신월동 610-3,서울특별시 양천구 중앙로29길 109 (신월동.신남중학교),37.5207738878,126.8478926
345,한성과학고등학교,서울특별시 서대문구 현저동 산5-47,서울특별시 서대문구 통일로 279-79 . 한성과학고등학교 (현저동),37.5754361657,126.9523709439
346,북악중학교,서울특별시 성북구 정릉동 640-3,서울특별시 성북구 정릉로12길 41 (정릉동.북악중학교),37.6070090504,127.0016095293
347,영원중학교,서울특별시 영등포구 영등포동 576-6,서울특별시 영등포구 영등포로62길 31 (영등포동.영원중학교),37.5149741902,126.9136468648
348,중앙대학교사범대학부속중학교,서울특별시 동작구 흑석동 86,서울특별시 동작구 서달로 124 (흑석동),37.5036294189,126.9617325787
349,서울소의초등학교,서울특별시 마포구 아현동 386-1,서울특별시 마포구 마포대로24길 42 (아현동.소의초등학교),37.5527818645,126.9606555521
350,서울성산초등학교,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94 . 서울성산초등학교 (합정동),37.5534278853,126.9109503703
351,동양중학교,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 94 . 동양중학교 (흑석동),37.5091459332,126.9563356349
352,서울개화초등학교,서울특별시 강서구 방화동 502,서울특별시 강서구 양천로 11 (방화동.개화초등학교),37.573943728,126.8046463882
353,서울미성초등학교,서울특별시 관악구 신림동 768-23,서울특별시 관악구 문성로 79 . 서울미성초등학교 (신림동),37.4783399695,126.9123922739
354,은석초등학교,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 205 (장안동. 은석초등학교),37.5785599862,127.0757616139
355,문현고등학교,서울특별시 송파구 장지동 838,서울특별시 송파구 충민로 115 (장지동),37.4813135489,127.1287622681
356,신월중학교,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25 . 신월중학교 (신월동),37.5404619448,126.8283890316
357,서울영희초등학교,서울특별시 강남구 일원동 617,서울특별시 강남구 일원로 21 (일원동.영희초등학교),37.492300398,127.0811327876
358,운현초등학교,서울특별시 종로구 운니동 114-7,서울특별시 종로구 삼일대로 460 . (운니동. 운현초등학교 (운니동),37.5766305283,126.9881574687
359,서울삼정초등학교,서울특별시 강서구 방화동 798,서울특별시 강서구 금낭화로 222 . 서울삼정초등학교 (방화동),37.5805084341,126.8104936862
360,서울덕의초등학교,서울특별시 구로구 고척동 217,서울특별시 구로구 고척로 213 (고척동.덕의초등학교),37.50605683,126.8573460295
361,동명생활경영고등학교,서울특별시 은평구 대조동 91-20,서울특별시 은평구 통일로 793 (대조동),37.6144187859,126.922820443
362,덕원예술고등학교,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44 . 덕원예술고등학교 (내발산동),37.5486225773,126.8290245189
363,종암중학교,서울특별시 성북구 종암동 32-3,서울특별시 성북구 종암로5길 80-17 (종암동.종암중학교),37.593110997,127.0319913158
364,배명고등학교,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11 (삼전동),37.4976894981,127.0958117655
365,방학중학교,서울특별시 도봉구 방학동 313,서울특별시 도봉구 시루봉로 188 . 방학중학교 (방학동),37.66546957,127.0308590148
366,오산고등학교,서울특별시 용산구 보광동 168-73,서울특별시 용산구 보광로7길 17 (보광동),37.52350529,127.0008872409
367,서울답십리초등학교,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23 . 서울답십리초등학교 (답십리동),37.5688043221,127.0554270381
368,서울문덕초등학교,서울특별시 송파구 문정동 90-3,서울특별시 송파구 송이로34길 60 (문정동),37.4851800853,127.1277290246
369,서울은로초등학교,서울특별시 동작구 흑석동 245-1,서울특별시 동작구 서달로 115 . 서울은로초등학교 (흑석동),37.5031488793,126.9599535
370,이화여자대학교사범대학부속이화·금란중학교,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 520 (대신동),37.56264282,126.9444885667
371,송정중학교,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121 (공항동.송정중학교),37.5531580711,126.8152435491
372,덕원중학교,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44 (내발산동),37.5486225773,126.8290245189
373,신림고등학교,서울특별시 관악구 신림동 1566-42,서울특별시 관악구 문성로 119 . 신림고등학교 (신림동),37.4792104943,126.9169671773
374,가락고등학교,서울특별시 송파구 송파동 172,서울특별시 송파구 송이로 42 (송파동.가락고등학교),37.5010757915,127.1164258313
375,오금중학교,서울특별시 송파구 오금동 34,서울특별시 송파구 오금로35길 20 (오금동.오금중학교),37.5052706402,127.1288011407
376,거원중학교,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30 (거여동.거원중학교),37.4877238589,127.146549053
377,미림여자정보과학고등학교,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546 (신림동),37.4661018035,126.9319278556
378,문현중학교,서울특별시 송파구 장지동 838-3,서울특별시 송파구 충민로 99 (장지동. 문현중학교),37.4805841679,127.1279464172
379,염창중학교,서울특별시 강서구 염창동 85,서울특별시 강서구 양천로67가길 83 (염창동.염창중학교),37.5542640665,126.8717473281
380,서울원당초등학교,서울특별시 관악구 봉천동 1669-1,서울특별시 관악구 봉천로 505 (봉천동),37.4812804642,126.9562493084
381,서울송화초등학교,서울특별시 강서구 마곡동 731-229,서울특별시 강서구 방화대로34길 2 (방화동.송화초등학교),37.5681504658,126.8180329394
382,상계중학교,서울특별시 노원구 상계동 195-5,서울특별시 노원구 노원로 398 (상계동. 상계중학교),37.6526015375,127.0689221751
383,성동고등학교,서울특별시 중구 신당동 161,서울특별시 중구 퇴계로90길 17 . 성동고등학교 (신당동),37.56411643,127.0223892031
384,양재고등학교,서울특별시 서초구 서초동 1376-4,서울특별시 서초구 남부순환로346길 9 (서초동.양재고등학교),37.4824216431,127.0320796253
385,경희고등학교,서울특별시 동대문구 이문동 1-3,서울특별시 동대문구 경희대로 26 (회기동. 경희고등학교),37.5939491407,127.0548909605
386,방원중학교,서울특별시 강서구 방화동 808,서울특별시 강서구 금낭화로 268 . 방원중학교 (방화동.방원중학교),37.5759757556,126.8086173793
387,동국대학교사범대학부속중학교,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201 (장안동),37.5780471818,127.0751705
388,신림중학교,서울특별시 관악구 신림동 133,서울특별시 관악구 신림로 40 (신림동.신림중학교),37.4703273364,126.9460039907
389,봉원중학교,서울특별시 관악구 봉천동 25-19,서울특별시 관악구 관악로24가길 15 . 봉원중학교 (봉천동.봉원중학교),37.4841027415,126.9588909114
390,서울송정초등학교,서울특별시 강서구 공항동 22-16,서울특별시 강서구 공항대로3길 18 (공항동),37.5622308905,126.8102812543
391,정화여자상업고등학교,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50 정화여자상업고등학교 (제기동),37.5860486416,127.0410703219
392,문일중학교,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45 . 문일중학교 (시흥동),37.4489152569,126.898720653
393,서울신원초등학교,서울특별시 양천구 신월동 202-1,서울특별시 양천구 남부순환로58길 32 (신월동.서울신원초등학교),37.52950283,126.829855
394,덕원여자고등학교,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44 . 덕원여자고등학교 (내발산동),37.5486225773,126.8290245189
395,서울송천초등학교,서울특별시 강북구 미아동 438,서울특별시 강북구 삼양로20길 29 (미아동.서울송천초등학교),37.6149051958,127.0237353666
396,서울남성초등학교,서울특별시 동작구 사당동 324-22,서울특별시 동작구 사당로23길 57-14 (사당동. 서울남성초등학교),37.4845949762,126.9754874313
397,진선여자중학교,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27 (역삼동. 진선여자중학교),37.50232303,127.0482865654
398,신목고등학교,서울특별시 양천구 신정동 330-3,서울특별시 양천구 안양천로 739 (신정동.신목고등학교),37.5129094318,126.8736069451
399,충암중학교,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5 (응암동),37.5846402882,126.9218094828
400,성재중학교,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36 (가양동.성재중학교),37.5694493794,126.8452952577
401,은평고등학교,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 47 (구산동. 은평고등학교),37.6098446154,126.9057368
402,서울체육중학교,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232 . 서울체육중학교 (방이동),37.5223303821,127.1298225525
403,서울잠신초등학교,서울특별시 송파구 잠실동 22-4,서울특별시 송파구 잠실로 32 . 서울잠신초등학교 (잠실동),37.51411407,127.087943541
404,서울공연예술고등학교,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26 . 서울공연예술고등학교 (궁동),37.4999306587,126.8326086914
405,금성초등학교,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55 . 금성초등학교 (신내동),37.6153151256,127.0898584627
406,중화고등학교,서울특별시 중랑구 중화동 21-4,서울특별시 중랑구 봉화산로27길 62 (중화동. 중화고등학교),37.6048146052,127.0836541049
407,서울망우초등학교,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49 . 서울망우초등학교 (망우동),37.5987369776,127.1038417514
408,서울외국어고등학교,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22 (창동),37.6457807932,127.0515086969
409,대광중학교,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6 (신설동) 대광중학교,37.5779546698,127.0253234798
410,서울연희초등학교,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136 (연희동. 서울연희초등학교),37.5690459271,126.9341423032
411,서울상곡초등학교,서울특별시 노원구 상계동 678,서울특별시 노원구 노원로38길 34 . 서울상곡초등학교 (상계동),37.6629040124,127.0620747411
412,서일중학교,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2 (서초동.서일중학교),37.4985298571,127.0232206889
413,유한공업고등학교,서울특별시 구로구 항동 1-7,서울특별시 구로구 경인로 8 (항동. 유한공업고등학교),37.48791416,126.823290699
414,중랑중학교,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33 . 중랑중학교 (중화동),37.6053508856,127.0807927927
415,서울매헌초등학교,서울특별시 서초구 양재동 311-1,서울특별시 서초구 언남길 8 (양재동.매헌초등학교),37.4712624819,127.0420698
416,유석초등학교,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로69길 9 (등촌동),37.56080588,126.8537249
417,연북중학교,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32 (연희동.연북중학교),37.57758095,126.9384801199
418,서울목운초등학교,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235 . 서울목운초등학교 (목동),37.5270095174,126.8730442063
419,서울노원초등학교,서울특별시 노원구 상계동 1014,서울특별시 노원구 동일로230나길 32 (상계동. 노원초등학교),37.6735934701,127.0584544365
420,서울풍납초등학교,서울특별시 송파구 풍납동 165,서울특별시 송파구 풍성로 43 (풍납동),37.5344048323,127.1172036529
421,양서중학교,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380 (신월동.양서중학교),37.5326292867,126.829135141
422,하나고등학교,서울특별시 은평구 진관동 134-2,서울특별시 은평구 연서로 535 . 하나고등학교 (진관동),37.64130051,126.9369259388
423,목동고등학교,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68 . 목동고등학교 (신정동),37.5092159752,126.860143
424,서울화일초등학교,서울특별시 강서구 화곡동 61-184,서울특별시 강서구 까치산로10길 70 (화곡동.서울화일초등학교),37.54072601,126.8474076
425,문정고등학교,서울특별시 송파구 문정동 90,서울특별시 송파구 송이로34길 62 (문정동.문정고등학교),37.4851784987,127.1266920826
426,한성고등학교,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24 (북아현동),37.5590964395,126.9544615
427,성암국제무역고등학교,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52 (미아동. 성암국제무역고등학교),37.6204135324,127.0239058926
428,동명여자중학교,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49 (천연동),37.5686154223,126.9622528718
429,용산중학교,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74 (용산동2가),37.54600281,126.9809763
430,보인고등학교,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18 . 보인고등학교 (오금동),37.4975692004,127.1395178392
431,가산중학교,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48 (독산동),37.4687770552,126.8944748903
432,중앙여자고등학교,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7 (북아현동),37.5631767195,126.9540593212
433,서울문교초등학교,서울특별시 금천구 독산동 산202-1,서울특별시 금천구 독산로54길 102 . 문교초등학교 (독산동),37.4667202711,126.9088159285
434,삼각산중학교,서울특별시 강북구 미아동 1357-11,서울특별시 강북구 삼양로19길 141 . 삼각산중학교 (미아동),37.6161489664,127.0145684088
435,강신중학교,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604 (신월동.강신중학교),37.5151371613,126.8381601072
436,번동중학교,서울특별시 강북구 번동 231,서울특별시 강북구 오현로35길 87 (번동.번동중학교),37.6324453293,127.036207718
437,서울석촌초등학교,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26 . 서울석촌초등학교 (석촌동),37.5026306343,127.1052121944
438,미림여자고등학교,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546 . 미림여자고등학교 (신림동),37.4661018035,126.9319278556
439,서울포이초등학교,서울특별시 강남구 개포동 1273,서울특별시 강남구 개포로22길 87 . 서울포이초등학교 (개포동.포이초등학교),37.4759156202,127.0525105521
440,서울서이초등학교,서울특별시 서초구 서초동 1334-2,서울특별시 서초구 서운로 35 (서초동.서이초등학교),37.4915646687,127.0256180243
441,서울새솔초등학교,서울특별시 중랑구 신내동 241,서울특별시 중랑구 신내역로1길 164 (신내동.서울새솔초등학교),37.61798909,127.1113284118
442,영신간호비즈니스고등학교,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13 영신간호비즈니스고등학교 (중계동),37.6524520846,127.083205
443,서울잠현초등학교,서울특별시 송파구 신천동 17-2,서울특별시 송파구 올림픽로37길 109 . 서울잠현초등학교 (신천동),37.5225858707,127.1047786
444,서울우암초등학교,서울특별시 서초구 우면동 58,서울특별시 서초구 바우뫼로7길 38 (우면동.우암초등학교),37.472295548,127.023723434
445,금천고등학교,서울특별시 금천구 시흥동 산24-4,서울특별시 금천구 시흥대로38길 26 (시흥동.금천고등학교),37.44480673,126.9049017692
446,서울대길초등학교,서울특별시 영등포구 신길동 4482,서울특별시 영등포구 대방천로 206 . 서울대길초등학교 (신길동),37.49811236,126.9131739439
447,당산서중학교,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12 (당산동5가.당산서중학교),37.5324839425,126.8988250959
448,동양고등학교,서울특별시 강서구 가양동 1464,서울특별시 강서구 허준로 50 (가양동.동양고등학교),37.5690196792,126.8470810992
449,서울양천초등학교,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329 (가양동.양천초등학교),37.5701881708,126.8395396603
450,미래산업과학고등학교,서울특별시 노원구 중계동 369-3,서울특별시 노원구 덕릉로82길 54 (중계동),37.6587794829,127.0784406931
451,서울동교초등학교,서울특별시 마포구 망원동 426-5,서울특별시 마포구 월드컵로25길 86 . 동교초등학교 (망원동),37.5586244767,126.9024005961
452,영란여자중학교,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56 (망우동),37.6031323992,127.1053323962
453,광성고등학교,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20 (신수동),37.5486975552,126.9359695755
454,서울삼일초등학교,서울특별시 동작구 사당동 산18-38,서울특별시 동작구 사당로23나길 27 . 서울삼일초등학교 (사당동),37.48823549,126.9751016
455,영훈고등학교,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19 (미아동. 영훈학교),37.6146818749,127.0280933187
456,서울구현초등학교,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51 (구산동.구현초등학교),37.6098446154,126.9057958
457,서울공업고등학교,서울특별시 동작구 대방동 390-5,서울특별시 동작구 대방동1길 46 . 서울공업고등학교 (대방동),37.5019012578,126.9223834
458,서울신남초등학교,서울특별시 양천구 신월동 587,서울특별시 양천구 남부순환로83길 (신월동. 서울신남초등학교),37.5165286564,126.8447962415
459,서울문화고등학교,서울특별시 도봉구 방학동 723-17,서울특별시 도봉구 마들로 598 . 서울문화고등학교 (방학동),37.664131427,127.0472858144
460,서울금양초등학교,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137 . 서울금양초등학교 (효창동),37.5409423141,126.9618318731
461,서울봉래초등학교,서울특별시 중구 만리동2가 2,서울특별시 중구 손기정로 73 (만리동2가),37.5564123449,126.9652505779
462,서울용두초등학교,서울특별시 동대문구 용두동 237-1,서울특별시 동대문구 천호대로13길 43 (용두동.서울용두초등학교),37.5764130924,127.0283871928
463,양정중학교,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039 (목동. 양정고등학교),37.53538402,126.887734285
464,성신여자고등학교,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80 (돈암동),37.5942896306,127.0224071716
465,방화중학교,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9 (방화동),37.5643347062,126.8071069197
466,휘경여자중학교,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247 휘경여자중학교,37.5819005156,127.06743408
467,서울신학초등학교,서울특별시 도봉구 방학동 460-5,서울특별시 도봉구 방학로 247-21 (방학동),37.6612204531,127.0257213186
468,배문고등학교,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258 (서계동),37.54999783,126.9639041003
469,신도림중학교,서울특별시 구로구 신도림동 311-1,서울특별시 구로구 경인로63길 74 . 신도림중학교 (신도림동),37.5107407265,126.8848070542
470,정화여자중학교,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50 (제기동),37.5860486416,127.0410078
471,경문고등학교,서울특별시 동작구 동작동 산4-2,서울특별시 동작구 동작대로 171 . 경문고등학교 (동작동),37.4937700896,126.9818093493
472,홍익대학교사범대학부속여자중학교,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51 . 홍익대학교사범대학부속여자중학교 (성산동),37.5596447355,126.9132083764
473,휘경여자고등학교,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247 (휘경동.휘경여자고등학교),37.5819005156,127.06743408
474,서울거원초등학교,서울특별시 송파구 거여동 296-1,서울특별시 송파구 양산로2길 26 (거여동.거원초등학교),37.4876250259,127.144909
475,등촌고등학교,서울특별시 강서구 등촌동 691-2,서울특별시 강서구 공항대로39길 115 . 등촌고등학교 (등촌동),37.5629452192,126.8450461199
476,인덕과학기술고등학교,서울특별시 노원구 월계동 648-7,서울특별시 노원구 초안산로 12 . 인덕과학기술고등학교 (월계동),37.6303438661,127.0544999152
477,서울난향초등학교,서울특별시 관악구 신림동 672,서울특별시 관악구 난향길 9 (신림동.난향초등학교),37.462821891,126.918336846
478,서울잠원초등학교,서울특별시 서초구 반포동 17,서울특별시 서초구 신반포로16길 15-25 (반포동. 잠원초등학교),37.5018589973,126.9980966
479,서울면남초등학교,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38 (면목동.면남초등학교),37.5772597202,127.087666433
480,서운중학교,서울특별시 서초구 서초동 1325-1,서울특별시 서초구 서운로 115 (서초동.서운중학교),37.4939485124,127.0245382413
481,자양고등학교,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28 (자양동.자양고등학교),37.5360779677,127.0733395353
482,용산고등학교,서울특별시 용산구 용산동2가 1,서울특별시 용산구 두텁바위로 60 (용산동2가.용산고등학교),37.5458673821,126.9803276692
483,서울홍제초등학교,서울특별시 서대문구 홍은동 48-112,서울특별시 서대문구 홍은중앙로 13 . 서울홍제초등학교 (홍은동),37.5935054567,126.9454205239
484,서울서정초등학교,서울특별시 양천구 목동 927-5,서울특별시 양천구 목동로8길 19 (목동.서울서정초등학교),37.5234501213,126.8672361821
485,서울방일초등학교,서울특별시 서초구 방배동 167-4,서울특별시 서초구 방배로18길 52 (방배동),37.485205604,126.9988489747
486,잠실중학교,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130 (신천동),37.5178175734,127.0986661978
487,광신중학교,서울특별시 관악구 신림동 산87-6,서울특별시 관악구 광신길 141 . 광신중학교 (신림동),37.4644762024,126.9259405654
488,숙명여자중학교,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807 . 숙명여자중학교(도곡동),37.4914753613,127.0526125827
489,언북중학교,서울특별시 강남구 논현동 69,서울특별시 강남구 도산대로38길 27 (논현동.언북중학교),37.5194285516,127.0331263144
490,해성국제컨벤션고등학교,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31 . 해성국제컨벤션고등학교 (전농동),37.5818725994,127.0569768791
491,성수중학교,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18 (성수동1가. 성수중.고등학교),37.5473418143,127.0382534313
492,대진디자인고등학교,서울특별시 강남구 수서동 733,서울특별시 강남구 광평로39길 93 (수서동.대진디자인고등학교),37.4904281491,127.0959793395
493,동덕여자중학교,서울특별시 서초구 방배동 산81-5,서울특별시 서초구 효령로2길 123-5 . 동덕여자중고등학교 (방배동),37.4758786328,126.9919950374
494,서울문정초등학교,서울특별시 송파구 문정동 12,서울특별시 송파구 문정로5길 20 . 문정초등학교 (문정동),37.4890728441,127.1290134913
495,석관고등학교,서울특별시 성북구 석관동 77-1,서울특별시 성북구 한천로70길 30 . 석관고등학교 (석관동),37.6095892871,127.0667175887
496,석촌중학교,서울특별시 송파구 가락동 43,서울특별시 송파구 송이로15길 13 (가락동),37.5014549929,127.1211173529
497,서울신계초등학교,서울특별시 노원구 월계동 602,서울특별시 노원구 초안산로 29 (월계동.신계초등학교),37.6297916276,127.0527689553
498,압구정중학교,서울특별시 강남구 압구정동 471,서울특별시 강남구 압구정로 225 . 압구정중학교 (압구정동.압구정중학교),37.5302422355,127.0330026877
499,서울대학교사범대학부설고등학교,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 6 (종암동),37.5947238439,127.0381203924
500,서울광진초등학교,서울특별시 광진구 구의동 60-44,서울특별시 광진구 자양로40길 41 . 서울광진초등학교 (구의동),37.5476114602,127.0913325323
501,강현중학교,서울특별시 동작구 상도동 335-5,서울특별시 동작구 상도로13라길 22 . 강현중학교 (상도동),37.5031159857,126.9307563098
502,서울묵동초등학교,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27 . 서울묵동초등학교 (중화동),37.6033594941,127.0808272174
503,중앙대학교사범대학부속초등학교,서울특별시 동작구 흑석동 233-2,서울특별시 동작구 서달로 135 중앙대학교 사범대학 부속초등학교 (흑석동 233),37.5054526406,126.9596776782
504,국립국악고등학교,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65 (개포동. 국립국악고등학교),37.4762307994,127.051473165
505,서울청구초등학교,서울특별시 중구 신당동 330-2,서울특별시 중구 다산로 170 (신당동.청구초등학교),37.5591166793,127.0137244139
506,잠실고등학교,서울특별시 송파구 신천동 17-1,서울특별시 송파구 올림픽로33길 71 . 잠실고등학교 (신천동),37.5229304331,127.1065150377
507,성동공업고등학교,서울특별시 중구 흥인동 1-1,서울특별시 중구 다산로 290 (흥인동),37.5693631529,127.0172917
508,서울길원초등학교,서울특별시 성북구 길음동 1280-4,서울특별시 성북구 길음로15길 55 . 서울길원초등학교 (길음동),37.6090646447,127.0167996139
509,서울신미림초등학교,서울특별시 구로구 신도림동 398-28,서울특별시 구로구 신도림로 26 (신도림동. 신미림초등학교),37.5071419203,126.8795527403
510,용화여자고등학교,서울특별시 노원구 상계동 696,서울특별시 노원구 동일로 1461 . 용화여자고등학교 (상계동.용화여자고등학교),37.6591313767,127.058280693
511,동도중학교,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139 동도중학교,37.5467017705,126.9469052662
512,서울광희초등학교,서울특별시 중구 신당동 254-16,서울특별시 중구 다산로 269 (신당동.광희초등학교),37.5672992845,127.0156878596
513,진명여자고등학교,서울특별시 양천구 목동 927-6,서울특별시 양천구 목동로 170 . 진명여자고등학교 (목동),37.5240470079,126.865856573
514,서울신천초등학교,서울특별시 송파구 잠실동 27-5,서울특별시 송파구 올림픽로 215 (잠실동. 신천초등학교),37.5140110979,127.0950476
515,강남중학교,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29 (대방동. 강남중학교),37.5027626308,126.9233466197
516,서울신서초등학교,서울특별시 양천구 신정동 312-1,서울특별시 양천구 목동서로10길 35 (신정동 312-1번지),37.520558866,126.8623308546
517,홍은중학교,서울특별시 서대문구 홍은동 183,서울특별시 서대문구 연희로41길 94 (홍은동),37.5918915088,126.935752441
518,국사봉중학교,서울특별시 동작구 상도동 214-437,서울특별시 동작구 양녕로20길 20 . 국사봉중학교 (상도동),37.4935326319,126.9440556593
519,문창중학교,서울특별시 동작구 신대방동 364-58,서울특별시 동작구 여의대방로22나길 40 (신대방동),37.49580287,126.9224054704
