,학교명,소재지지번주소,소재지도로명주소,위도,경도
662,서울상원초등학교,서울특별시 노원구 상계동 645,서울특별시 노원구 한글비석로54길 119 (상계동),37.66763033,127.0597173137
663,동국대학교사범대학부속여자중학교,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47 (구의동.동국대학교사범대학부속여자중고등학교),37.5419293578,127.0869730616
664,성남중학교,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74 (대방동),37.5052815748,126.9266152782
665,서문여자고등학교,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84(방배동) . 서문여자고등학교 (방배동. 서문여자중고등학교),37.4889197255,126.9845457593
666,청담고등학교,서울특별시 강남구 압구정동 526,서울특별시 강남구 압구정로 419 . 청담고등학교 (압구정동. 청담고등학교),37.5280030162,127.0437002433
667,경인중학교,서울특별시 구로구 개봉동 143-4,서울특별시 구로구 경인로 301 . 경인중학교 (개봉동. 경인중학교),37.4984656617,126.8536725294
668,서울경인초등학교,서울특별시 양천구 목동 911-4,서울특별시 양천구 안양천로 1009 (목동.서울경인초등학교),37.5328710177,126.8856956759
669,숭의초등학교,서울특별시 중구 예장동 8-3,서울특별시 중구 소파로2길 10 (예장동.숭의여자대학),37.5578530747,126.9874816055
670,서울양강초등학교,서울특별시 양천구 신월동 496,서울특별시 양천구 오목로 101 (신월동. 서울양강초등학교),37.5242344883,126.8478515397
671,서울안평초등학교,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61 . 서울안평초등학교 (장안동),37.5659682135,127.0720334225
672,삼각산고등학교,서울특별시 강북구 미아동 812-4,서울특별시 강북구 삼양로19길 40 (미아동.삼각산고등학교),37.6162857334,127.0201333
673,서울세종고등학교,서울특별시 강남구 수서동 711,서울특별시 강남구 광평로51길 36 서울세종고등학교 (수서동),37.4903893469,127.1027968129
674,서울아이티고등학교,서울특별시 노원구 중계동 504,서울특별시 노원구 섬밭로 299 (중계동.서울아이티고등학교),37.642418443,127.0624492737
675,창천중학교,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56 (노고산동),37.55498958,126.9392951481
676,서울문현초등학교,서울특별시 송파구 장지동 836,서울특별시 송파구 충민로 137 . (서울문현초등학교) (장지동),37.4827909155,127.1302223
677,신광초등학교,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263 . 신광초등학교 청파동 3가 100 (청파동3가),37.5428998795,126.9694475231
678,보인중학교,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18 . 보인중학교 (오금동),37.4975692004,127.1395178392
679,대영중학교,서울특별시 영등포구 신길동 342-49,서울특별시 영등포구 도림로80가길 14 (신길동. 대영중학교),37.5034378363,126.9052080158
680,영등포중학교,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 5 . 영등포중학교 (대방동),37.5091701352,126.9336911
681,서울서교초등학교,서울특별시 마포구 서교동 341,서울특별시 마포구 와우산로23길 20-27 (서교동),37.5548890266,126.9243786973
682,잠일고등학교,서울특별시 송파구 잠실동 19-2,서울특별시 송파구 백제고분로 21 (잠실동),37.5145209979,127.0825552337
683,한양중학교,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299 (신당동),37.5658716036,127.0114433075
684,서울계남초등학교,서울특별시 양천구 신정동 325-7,서울특별시 양천구 목동동로2길 54 . 서울계남초등학교 (신정동.서울계남초등학교),37.5101677598,126.8600159092
685,서울목원초등학교,서울특별시 양천구 목동 191-1,서울특별시 양천구 목동중앙로 204 (목동.목원초등학교),37.54291947,126.882445908
686,불광중학교,서울특별시 은평구 불광동 173,서울특별시 은평구 불광로 180 . 불광중학교 (불광동),37.6232035515,126.9321291036
687,신서중학교,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206 (신정동.신서중학교),37.5159664434,126.8550164287
688,서울율현초등학교,서울특별시 강남구 자곡동 56-89,서울특별시 강남구 밤고개로21길 15 . 서울율현초등학교 (자곡동),37.47451551,127.1082848
689,중앙대학교사범대학부속고등학교,서울특별시 강남구 도곡동 산21,서울특별시 강남구 선릉로 207 . 중앙대학교사범대학부속고등학교 (도곡동),37.4919059044,127.0521116125
690,서울양화초등학교,서울특별시 양천구 목동 542,서울특별시 양천구 목동중앙북로16길 57 (목동.서울양화초등학교),37.5436692981,126.8739860429
691,서울청파초등학교,서울특별시 용산구 청파동2가 1-42,서울특별시 용산구 효창원로 228 . 서울청파초등학교 (청파동2가),37.5473049014,126.9635439243
692,행당중학교,서울특별시 성동구 행당동 66-3,서울특별시 성동구 왕십리로 189 (행당동.행당중학교),37.5545540364,127.0419633873
693,중산고등학교,서울특별시 강남구 일원동 714,서울특별시 강남구 일원로14길 22 . 중산고등학교 (일원동),37.4857429318,127.0814284922
694,보성고등학교,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278 (방이동.보성중고등학교),37.520089887,127.1357292962
695,서울신남성초등학교,서울특별시 동작구 사당동 199-1,서울특별시 동작구 사당로 146 (사당동. 서울신남성초등학교),37.48815254,126.9648699619
696,서울선곡초등학교,서울특별시 노원구 월계동 446,서울특별시 노원구 광운로2길 1 서울선곡초등학교 (월계동),37.6186944249,127.0578029475
697,일신여자상업고등학교,서울특별시 송파구 송파동 5-14,서울특별시 송파구 송파대로38길 8 (송파동.일신여자상업고등학교),37.5017941334,127.1142413255
698,서울삼육초등학교,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63 (회기동.서울삼육초등학교),37.5887715036,127.0471712967
699,경희초등학교,서울특별시 동대문구 회기동 산4-50,서울특별시 동대문구 경희대로 26 . 경희초등학교 (회기동. 경희대학교),37.5939491407,127.0548909605
700,서울길동초등학교,서울특별시 강동구 길동 362,서울특별시 강동구 양재대로116길 69 . 서울길동초등학교 (길동),37.5385062,127.1449729424
701,양강중학교,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319 (신월동),37.5249101622,126.849688
702,서울영서초등학교,서울특별시 구로구 구로동 165-1,서울특별시 구로구 도림로20길 57 (구로동. 서울영서초등학교),37.4889608209,126.8955833396
703,서울성수초등학교,서울특별시 성동구 성수동2가 277-32,서울특별시 성동구 아차산로17길 21 (성수동2가. 성수초등학교),37.54433609,127.0631673638
704,서울숭덕초등학교,서울특별시 성북구 정릉동 173-1,서울특별시 성북구 정릉로 279 (정릉동.서울숭덕초등학교),37.6038197995,127.0132909607
705,영등포고등학교,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 5 (대방동.영등포고등학교),37.508084602,126.9331434843
706,불암고등학교,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155 (중계동),37.6491585296,127.0803058295
707,서울안암초등학교,서울특별시 성북구 안암동2가 93,서울특별시 성북구 고려대로7가길 39 (안암동2가. 서울안암초등학교),37.5871586956,127.0220988833
708,대동세무고등학교,서울특별시 종로구 계동 35,서울특별시 종로구 계동길 84-10 . 대동세무고등학교 (계동),37.581582731,126.9879513161
709,대성고등학교,서울특별시 은평구 갈현동 267-17,서울특별시 은평구 갈현로29길 51-24 . 대성고등학교 (갈현동),37.62316122,126.9097907031
710,서울신북초등학교,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26 . 서울신북초등학교 (중동),37.5711049584,126.9053602615
711,구일중학교,서울특별시 구로구 구로동 685-161,서울특별시 구로구 구일로 90-133 (구로동),37.4953009067,126.8737701765
712,보성여자고등학교,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66 보성여자고등학교 (용산동2가),37.5430815444,126.9842996
713,중앙고등학교,서울특별시 종로구 계동 1,서울특별시 종로구 창덕궁길 164 (계동. 중앙고등학교),37.5837882231,126.987472622
714,서울북한산초등학교,서울특별시 은평구 진관동 산3,서울특별시 은평구 대서문길 42-3 . 서울북한산초등학교 (진관동),37.6536320835,126.950462446
715,혜화여자고등학교,서울특별시 강북구 수유동 468-43,서울특별시 강북구 인수봉로 127 (수유동. 혜화여자고등학교),37.6313084157,127.0132120213
716,서울매그넷고등학교,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45 (시흥동. 동일여자상업고등학교),37.4519362557,126.9158199222
717,숭문중학교,서울특별시 마포구 대흥동 28-16,서울특별시 마포구 숭문길 99 (대흥동.숭문중고등학교),37.5508908073,126.9457689327
718,서울신가초등학교,서울특별시 송파구 가락동 43-1,서울특별시 송파구 송이로 75 . 서울신가초등학교 (가락동),37.500362797,127.1198778175
719,서울신정고등학교,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20 (화곡동. 서울신정고등학교),37.5383814328,126.8570621954
720,서울방산초등학교,서울특별시 송파구 방이동 220-4,서울특별시 송파구 오금로27길 42 (방이동),37.5095553249,127.1210891569
721,서울동답초등학교,서울특별시 동대문구 답십리동 2-24,서울특별시 동대문구 답십리로60길 12 (답십리동.서울동답초등학교),37.5715014215,127.0640340943
722,서울태릉초등학교,서울특별시 노원구 공릉동 250-5,서울특별시 노원구 노원로1길 36 . 서울태릉초등학교 (공릉동),37.6231024049,127.0850589373
723,북서울중학교,서울특별시 도봉구 도봉동 585,서울특별시 도봉구 도봉로169가길 33 (도봉동),37.6815418556,127.0428341512
724,배재중학교,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227 (고덕동. 배재중학교),37.5550593859,127.1502473355
725,숙명여자고등학교,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807 . 숙명여자고등학교 (도곡동),37.4914753613,127.0526125827
726,서울신목초등학교,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6 (신정동.서울신목초등학교),37.516610977,126.8726408118
727,은평중학교,서울특별시 은평구 구산동 182-44,서울특별시 은평구 갈현로17나길 12-1 (구산동),37.61061869,126.9083471763
728,동일여자고등학교,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45 (시흥동. 동일여자고등학교),37.4519362557,126.9158199222
729,광운초등학교,서울특별시 성북구 장위동 130,서울특별시 성북구 한천로 694 (장위동. 광운초등학교),37.6190652238,127.0550770592
730,서울백운초등학교,서울특별시 도봉구 쌍문동 422-2,서울특별시 도봉구 삼양로146길 17 (쌍문동),37.6526415114,127.0136724823
731,숭실중학교,서울특별시 은평구 신사동 300-88,서울특별시 은평구 은평터널로7길 6 (신사동),37.5932748232,126.9024039374
732,개웅중학교,서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉로11길 81 . 개웅중학교 (개봉동.개웅중학교),37.4875268961,126.85107108
733,진관중학교,서울특별시 은평구 진관동 16,서울특별시 은평구 진관4로 36 (진관동),37.6442556363,126.9257276576
734,서울고산초등학교,서울특별시 구로구 고척동 76-10,서울특별시 구로구 중앙로 6 (고척동. 고산초등학교),37.4989725505,126.8647727091
735,서울후암초등학교,서울특별시 용산구 후암동 30-138,서울특별시 용산구 두텁바위로 140 . 서울후암초등학교 (후암동),37.5513654103,126.9817242916
736,영등포여자고등학교,서울특별시 영등포구 신길동 184-3,서울특별시 영등포구 영등포로62길 13 . 영등포여자고등학교 (신길동)184-3,37.5153884476,126.9153563138
737,청량고등학교,서울특별시 동대문구 청량리동 7,서울특별시 동대문구 왕산로 303 (청량리동. 청량고등학교),37.5888860047,127.0513109501
738,서울계상초등학교,서울특별시 노원구 상계동 447-1,서울특별시 노원구 한글비석로41가길 24 (상계동),37.6621977677,127.0686777421
739,세종과학고등학교,서울특별시 구로구 궁동 232,서울특별시 구로구 오리로21길 79 (궁동),37.4975693967,126.8273517394
740,서울신상도초등학교,서울특별시 동작구 상도동 204-333,서울특별시 동작구 장승배기로 14 (상도동.서울신상도초등학교),37.5003480188,126.9446159125
741,중화중학교,서울특별시 중랑구 면목동 83,서울특별시 중랑구 용마산로 364 (면목동.중화중학교),37.5845037921,127.0945608032
742,면목고등학교,서울특별시 중랑구 면목동 77,서울특별시 중랑구 용마산로72길 36-14 (면목동.면목고등학교),37.5846634085,127.0972706404
743,예림디자인고등학교,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2 . 예림디자인고등학교 (궁동),37.5003550678,126.8276830126
744,신동중학교,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27 . 신동중학교 (잠원동.신동중학교),37.5169158985,127.0129153739
745,불암중학교,서울특별시 노원구 하계동 288-3,서울특별시 노원구 한글비석로5길 45 . 불암중학교 (하계동),37.6457354719,127.0734571893
746,서울대치초등학교,서울특별시 강남구 대치동 505,서울특별시 강남구 양재천로 363 (대치동. 대치초등학교),37.4912780692,127.0621963523
747,대원외국어고등학교,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26 . 대원외국어고등학교 (중곡동),37.5624927931,127.0894374337
748,영일고등학교,서울특별시 강서구 등촌동 525,서울특별시 강서구 등촌로51가길 26 . 영일고등학교 (등촌동),37.547287262,126.8620589001
749,서울구일초등학교,서울특별시 구로구 구로동 685-221,서울특별시 구로구 구일로 68 (구로동.구일초등학교),37.493191873,126.873472709
750,광진중학교,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45 (자양동.광진중학교),37.5322195901,127.090162126
751,혜원여자고등학교,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39 (망우동),37.5932798745,127.0970427112
752,구의중학교,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80 (화양동),37.5428503028,127.0788403752
753,천왕중학교,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63 (천왕동. 천왕중학교),37.4826544228,126.8373336034
754,건국대학교사범대학부속중학교,서울특별시 광진구 화양동 528-4,서울특별시 광진구 자양로 145-1 건국대학교사범대학부속중학교,37.5417240729,127.0815970572
755,보성중학교,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278 (방이동.보성중고등학교),37.520089887,127.1357292962
756,서울공덕초등학교,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13 (공덕동. 공덕초등학교). 서울공덕초등학교,37.5458033455,126.9548230565
757,서울양진초등학교,서울특별시 광진구 광장동 414-1,서울특별시 광진구 워커힐로 32 (광장동.양진초중학교),37.5445751665,127.0983249
758,광장중학교,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1 . 광장중학교 (광장동),37.5471775185,127.1019275893
759,서울흑석초등학교,서울특별시 동작구 흑석동 7-1,서울특별시 동작구 현충로 87 . 서울흑석초등학교 (흑석동),37.5082927226,126.9651701
760,서울오현초등학교,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221 (번동.오현초등학교),37.6234191233,127.046576052
761,용문중학교,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46 (안암동2가. 용문중고등학교),37.5886903262,127.0246607952
762,개운중학교,서울특별시 성북구 돈암동 83-145,서울특별시 성북구 북악산로 935 (돈암동.개운중학교),37.5946266547,127.0248421146
763,서울개포초등학교,서울특별시 강남구 개포동 189,서울특별시 강남구 삼성로 14(개포동),37.48623864,127.0698266
764,청담중학교,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36 (청담동.청담중학교),37.528659791,127.0448101205
765,천호중학교,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153 (천호동),37.546519258,127.1396979612
766,서울풍성초등학교,서울특별시 송파구 풍납동 388-8,서울특별시 송파구 강동대로2길 13 . (풍납동.풍성초등학교),37.5262948567,127.1134883567
767,경성중학교,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111 . 경성중학교 (연남동),37.5635106357,126.9191662788
768,대신고등학교,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9 (행촌동),37.5731237692,126.9612545488
769,서울개롱초등학교,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211 . 서울개롱초등학교 (오금동),37.4973626123,127.1398881493
770,서울신양초등학교,서울특별시 광진구 자양동 504,서울특별시 광진구 능동로 42 . 신양초등학교 (자양동),37.53462395,127.0699952764
771,청운중학교,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51 (청운동),37.58916985,126.9710959
772,서울경일초등학교,서울특별시 성동구 성수동1가 656-32,서울특별시 성동구 뚝섬로 332 (성수동1가),37.5409418986,127.0466051492
773,서울신현초등학교,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188 (신내동),37.6058145949,127.0935852
774,세명컴퓨터고등학교,서울특별시 은평구 불광동 445-35,서울특별시 은평구 통일로92가길 33 (불광동.세명컴퓨터고등학교),37.6277707981,126.9232499147
775,선일여자중학교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27 . 선일여자중학교 (갈현동),37.6203042094,126.9119930732
776,서울등현초등학교,서울특별시 강서구 등촌동 702-5,서울특별시 강서구 화곡로65길 124 (등촌동.등현초등학교),37.5614511765,126.8475984199
777,서울불암초등학교,서울특별시 노원구 중계동 366-2,서울특별시 노원구 중계로 178 . 서울불암초등학교 (중계동),37.6507844218,127.0806017533
778,서라벌고등학교,서울특별시 노원구 중계동 313,서울특별시 노원구 한글비석로5길 18 . (중계1동 313. 서라벌고등학교),37.6452565325,127.0758406352
779,숭문고등학교,서울특별시 마포구 대흥동 28-14,서울특별시 마포구 숭문길 99 (숭문중고등학교. 대흥동),37.55087275,126.9457596
780,창동고등학교,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7 (창동. 창동고등학교),37.6510357712,127.0388190956
781,서울정릉초등학교,서울특별시 성북구 정릉동 798-1,서울특별시 성북구 솔샘로25가길 8 (정릉동.서울정릉초등학교),37.6197960474,127.0052561062
782,서울인헌초등학교,서울특별시 관악구 봉천동 212-3,서울특별시 관악구 낙성대로 23 (봉천동),37.4767549867,126.9598639274
783,이화여자고등학교,서울특별시 중구 정동 32-1,서울특별시 중구 정동길 . 26 (정동),37.5661766361,126.9713244366
784,서울방배초등학교,서울특별시 서초구 방배동 861-1,서울특별시 서초구 방배중앙로13길 26 (방배동.방배초등학교),37.4867641043,126.9871924
785,한국삼육고등학교,서울특별시 노원구 공릉동 26-38,서울특별시 노원구 화랑로 815 (공릉동),37.643357369,127.1088503431
786,대방중학교,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24 (신대방동. 대방중학교),37.4954367843,126.9130161995
787,서울수명초등학교,서울특별시 강서구 내발산동 752,서울특별시 강서구 수명로1길 84 (내발산동),37.5527726671,126.8238445
788,서울염동초등학교,서울특별시 강서구 염창동 45-4,서울특별시 강서구 양천로73길 17 (염창동.염동초등학교),37.5520954793,126.8723509489
789,목일중학교,서울특별시 양천구 신정동 330-2,서울특별시 양천구 목동동로8길 70 (신정동.목일중학교),37.5135409493,126.8740325309
790,경복고등학교,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9 . 경복고등학교 (청운동.경복고등학교),37.5862599671,126.9723942488
791,서울동명초등학교,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29 . 서울동명초등학교 (마장동),37.5681228514,127.0351082485
792,선화예술고등학교,서울특별시 광진구 능동 25,서울특별시 광진구 천호대로 664 (능동),37.5509798002,127.0870951594
793,성일중학교,서울특별시 동대문구 제기동 271-41,서울특별시 동대문구 왕산로23길 55 (제기동),37.5818502321,127.0338291
794,대치중학교,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39 (도곡동.대치중학교),37.4845775128,127.0470652323
795,세곡중학교,서울특별시 강남구 자곡동 617,서울특별시 강남구 자곡로 81 (자곡동. 세곡중학교),37.4719807276,127.0918861547
796,창덕여자중학교,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22 . 창덕여자중학교 (정동),37.5664327974,126.9692101761
797,성원중학교,서울특별시 성동구 성수동2가 333-17,서울특별시 성동구 성덕정9가길 13 (성수동2가. 성원중학교),37.5394518246,127.0513835294
798,서울대방초등학교,서울특별시 영등포구 신길동 1444,서울특별시 영등포구 여의대방로35길 14 (신길동),37.5029001208,126.9190201825
799,천일중학교,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57 .천일중학교(천호동),37.5459098712,127.1276362397
800,서울컨벤션고등학교,서울특별시 강동구 고덕동 295-1,서울특별시 강동구 동남로 964 . 서울컨벤션고등학교 (고덕동),37.5592845,127.1580303
801,서울상신초등학교,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361 (신사동),37.5975537179,126.9046048862
802,서울시흥초등학교,서울특별시 금천구 시흥동 841-19,서울특별시 금천구 독산로23길 26 . 서울시흥초등학교 (시흥동),37.4553406198,126.9046393308
803,신창중학교,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92 (월계동.신창중학교),37.6285588034,127.0474776022
804,풍납중학교,서울특별시 송파구 풍납동 390,서울특별시 송파구 올림픽로43길 20 (풍납동),37.52536544,127.1156283226
805,서울개운초등학교,서울특별시 성북구 돈암동 2-8,서울특별시 성북구 정릉로48길 52 (돈암동.서울개운초등학교),37.601839017,127.0275962187
806,일신여자중학교,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8 (송파동.일신여자중학교),37.50177714,127.1142413255
807,서울국제고등학교,서울특별시 종로구 명륜1가 1-27,서울특별시 종로구 성균관로13길 40 . 서울국제고 (명륜1가),37.5917911485,126.9954906801
808,양진중학교,서울특별시 광진구 광장동 414-1,서울특별시 광진구 워커힐로 32 . 양진중학교,37.5445751665,127.0983485
809,선린인터넷고등학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4 (청파동3가),37.54278138,126.9660386931
810,서울영원초등학교,서울특별시 영등포구 영등포동 647-2,서울특별시 영등포구 도영로22길 31 (영등포동. 영원초등학교),37.510719362,126.902182504
811,영신여자고등학교,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13 . 영신여자고등학교 (중계동),37.6524520846,127.0832893
812,서울서래초등학교,서울특별시 서초구 방배동 771,서울특별시 서초구 방배로 260 (방배동.서래초등학교),37.4964040023,126.9901564728
813,서울탑산초등학교,서울특별시 강서구 가양동 1473,서울특별시 강서구 허준로 109 (가양동. 탑산초등학교),37.5670171904,126.8523682585
814,서울강신초등학교,서울특별시 양천구 신월동 6-7,서울특별시 양천구 월정로 280 . 서울강신초등학교 (신월동.서울강신초등학교),37.5420997085,126.8295836817
815,광운중학교,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24 (월계동.광운중학교),37.6192397716,127.0565451668
816,서울공항초등학교,서울특별시 강서구 마곡동 397-2,서울특별시 강서구 마곡서1로 68 (마곡동),37.56302167,126.8216458823
817,서울중광초등학교,서울특별시 광진구 중곡동 220-22,서울특별시 광진구 긴고랑로13길 59 (중곡동.중광초등학교),37.5652421437,127.0826930095
818,동일중학교,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45 (시흥동),37.4519362557,126.9158199222
819,서울홍은초등학교,서울특별시 서대문구 홍제동 286-5,서울특별시 서대문구 세검정로 105 . 홍제동.서울홍은초등학교 (홍제동),37.5975402724,126.9494579888
820,리라아트고등학교,서울특별시 중구 예장동 8-40,서울특별시 중구 소파로2길 24 (예장동),37.55711546,126.988252
821,청원고등학교,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506 . 청원고등학교 (상계동),37.6652515464,127.062532889
822,서울구로초등학교,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9 . 구로동443 (구로동),37.4974618736,126.8865542735
823,서울지향초등학교,서울특별시 양천구 신정동 1284,서울특별시 양천구 신정로11길 74 . 서울지향초등학교 (신정동.지향초등학교),37.5128376807,126.837023804
824,서울창원초등학교,서울특별시 도봉구 창동 308,서울특별시 도봉구 해등로 103 (창동. 서울창원초등학교),37.6526440884,127.0399798834
825,월촌중학교,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31 (목동.서울월촌중학교),37.5370651782,126.8827588055
826,서울한산초등학교,서울특별시 강동구 둔촌동 149,서울특별시 강동구 풍성로 261 (서울한산초등학교. 둔촌동),37.5286945837,127.1410769499
827,명지초등학교,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20 (홍은동),37.5836299393,126.9282314709
828,서울북성초등학교,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22 (북아현동. 북성초등학교),37.559632123,126.9518349138
829,예일초등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117 (구산동. 예일초등학교),37.610945898,126.9147928382
830,서울대청초등학교,서울특별시 강남구 일원동 712,서울특별시 강남구 양재대로55길 28 . 서울대청초등학교 (일원동),37.4931480982,127.0877672731
831,면목중학교,서울특별시 중랑구 면목동 490,서울특별시 중랑구 용마산로70길 37 . 면목중학교 (면목동),37.5832158556,127.0963032565
832,당곡중학교,서울특별시 관악구 봉천동 682,서울특별시 관악구 봉천로13길 101 . 당곡중학교 (봉천동),37.4923589008,126.9326777135
833,매원초등학교,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870 (돈암동),37.5976746822,127.0191869256
834,정원여자중학교,서울특별시 서대문구 홍은동 산11-141,서울특별시 서대문구 연희로37안길 51 . 정원여자중학교 (홍은동),37.5853821244,126.9333430822
835,수명고등학교,서울특별시 강서구 내발산동 758,서울특별시 강서구 수명로2길 15 . 수명고등학교 (내발산동),37.5497618629,126.8247662476
836,서울대명초등학교,서울특별시 강동구 명일동 234,서울특별시 강동구 상암로 271 (명일동.서울대명초등학교),37.5476661505,127.1532897
837,성보고등학교,서울특별시 관악구 신림동 1690,서울특별시 관악구 남부순환로156길 39 (신림동.성보고등학교),37.4807283676,126.9209573263
838,서울홍연초등학교,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55 . 서울홍연초등학교 (홍은동),37.5821187135,126.9306604497
839,서울공릉초등학교,서울특별시 노원구 공릉동 610-1,서울특별시 노원구 동일로173길 12 (공릉동.서울공릉초등학교),37.6186144345,127.0746313766
840,덕수중학교,서울특별시 중구 인현동2가 3,서울특별시 중구 마른내로9길 10 (인현동2가. 덕수중학교),37.5655795665,126.9969973305
841,신일고등학교,서울특별시 강북구 미아동 193-1,서울특별시 강북구 솔매로49길 20 (미아동.신일중고등학교),37.6279672223,127.0284030502
842,서울동신초등학교,서울특별시 성북구 보문동3가 228,서울특별시 성북구 보문사길 50 (보문동3가.서울동신초등학교),37.5832878743,127.0170579515
843,서울연신초등학교,서울특별시 은평구 불광동 73-1,서울특별시 은평구 연서로 347 (불광동),37.6260599638,126.927751281
844,환일중학교,서울특별시 중구 만리동2가 218-2,서울특별시 중구 환일길 47 (만리동2가),37.55360775,126.9628071
845,서울내발산초등학교,서울특별시 강서구 내발산동 707,서울특별시 강서구 강서로46길 23 (내발산동.내발산초등학교),37.5508825455,126.8381642147
846,염광중학교,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9 . 01874 (월계동),37.6312069854,127.0502961963
847,서울덕암초등학교,서울특별시 노원구 상계동 1274,서울특별시 노원구 덕릉로112길 68 . 서울덕암초등학교 (상계동),37.6681602271,127.0812564
848,잠신중학교,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12 . 잠신중학교 (잠실동),37.51613937,127.087802
849,창문여자중학교,서울특별시 강북구 미아동 8-16,서울특별시 강북구 월계로 61 (송중동. 창문여자중고등학교),37.6134057017,127.0357961811
850,선일빅데이터고등학교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27 . 선일이비즈니스고등학교 (갈현동),37.62033713,126.9119930732
851,서울서일초등학교,서울특별시 서초구 서초동 1436-8,서울특별시 서초구 남부순환로339길 38 (서초동.서일초등학교),37.4852977769,127.0221597514
