,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter
2145, 한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609,서운로9길,서초동,양재,635.7,1,서초문화예술정보학교후문,85.0
2146, 서초 포레스타5단지,서초구,신원동 347-6,37.45066071,127.0570602,청계산로9길,신원동,청계산입구,402.3,0,서초포레스타5단지정문,128.1
2147, 서초역1번출구 앞,서초구,서초동 1553-21,37.49195099,127.0085526,반포대로30길,서초동,서초,56.5,0,서초역1번출구,13.2
2148, 반포1동 서초빌딩 앞,서초구,반포동 749-35,37.50381088,127.0213623,강남대로79길,반포동,신논현,338.4,0,반포1동성당,67.5
2149, 신사역 4번출구 뒤,서초구,잠원동 88,37.51588058,127.0193024,나루터로15길,잠원동,신사,87.6,3,신사역,68.9
2150, 우성아파트사거리 (기업은행앞),서초구,서초동 1374,37.49325943,127.0295334,강남대로,서초동,강남,457.2,1,수협서초지점,31.5
2151, LG유플러스 (방배사옥),서초구,방배동 980-53,37.47909164,126.9906769,효령로,방배동,방배,664.6,0,백산빌딩,32.1
2152, 양재이스타빌 앞,서초구,양재동 4(양재동 3-14 앞),37.48297882,127.0422592,바우뫼로43길,양재동,매봉,594.2,0,양재노인종합복지관,40.7
2153, 심산기념문화센터,서초구,서초구 반포동 128-13,37.49836349,126.9911499,사평대로8길,반포동,구반포,474.2,1,서초구민체육센터.심산문화센터,45.0
2154, JW타워,서초구,서초구 서초동 1748-45,37.48303986,127.0214615,남부순환로335길,서초동,남부터미널,515.2,0,서울시인재개발원.한우리문화센터,51.5
2155, 이수역 6번출구 앞,서초구,서초구 방배동 438-35,37.48366165,126.9823227,동작대로,방배동,총신대입구,290.2,0,이수시너스.이수역7번출구,52.7
2156,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217,사평대로,반포동,사평,91.9,1,사평역,67.3
2157,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.49892807,127.0247269,강남대로61길,서초동,강남,343.3,0,진흥아파트,157.0
2158,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.45441818,127.052742,본마을1길,신원동,청계산입구,840.6,1,본마을노인복지센터,20.8
2159,서초3교(효령로69길 방면),서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879,효령로68길,서초동,남부터미널,816.2,0,서초그랑자이아파트,88.7
2160,서초3교(효령로70길 방면),서초구,서울특별시 서초구 효령로70길,37.48731613,127.0248947,효령로68길,서초동,남부터미널,811.3,0,서초그랑자이아파트,99.1
2161,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.49100876,127.0235214,효령로67길,서초동,강남,787.5,0,신동아아파트,165.4
2162,서초1교 (진흥아파트 방면),서초구,서초구 서초대로65길,37.49619293,127.0210114,서초대로,서초동,강남,621.1,0,프로비스타호텔.서초동유원아파트,96.8
2163,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803,서초대로,서초동,교대,510.2,1,유원아파트,46.6
2164,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.0072556,잠원로3길,잠원동,잠원,451.6,0,신반포자이아파트,103.3
2165,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185,신반포로,잠원동,반포,340.5,1,뉴코아백화점,8.2
2166,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.0021591,신반포로,잠원동,고속터미널,261.6,1,고속터미널호남선,86.1
2167,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.50478745,126.9999237,반포대로,반포동,신반포,385.0,1,경남상가,13.8
2168,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.9935989,신반포로,반포동,신반포,211.8,0,신반포역.세화여중고,75.4
2169,함지박 사거리,서초구,서초구 방배로 230-1 ,37.4937706,126.9900665,방배로,방배동,내방,747.8,2,함지박사거리,41.5
2170,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.9920807,서초대로23길,방배동,내방,284.9,2,방배열린문화센터(방배4동주민센터),52.9
2171,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.9870682,사평대로,방배동,구반포,396.8,0,동부센트레빌1,41.0
2172,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.989357,방배로,방배동,구반포,814.4,1,함지박사거리,93.5
2173,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.0087814,남부순환로,서초동,남부터미널,1000.3,0,국립국악원,7.3
2174,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.0145264,남부순환로323길,서초동,남부터미널,482.0,1,예술의전당,50.1
2175,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.9973221,신반포로19길,반포동,신반포,125.7,0,반포2동주민센터,34.8
2176,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208,양재대로12길,원지동,양재시민의숲,1250.5,0,서초종합체육관,40.7
2177,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.036438,남부순환로350길,양재동,양재,237.0,0,양재역.서초문화예술회관,47.6
2178,사평리 공원,서초구,서초구 잠원동 51,37.52026749,127.0152512,잠원로,잠원동,신사,612.7,1,롯데캐슬아파트,36.8
2179,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.0437775,헌릉로,염곡동,양재시민의숲,697.8,0,한국소비자원,61.1
2180,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.996254,사평대로20길,반포동,신반포,485.3,0,반포종합운동장,38.2
2181,옛골 입구,서초구,청계산로 434,37.43097687,127.0703354,새정3길,신원동,청계산입구,2220.8,0,옛골,37.3
2182,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.0239105,사평대로57길,반포동,신논현,115.3,4,교보타워,79.2
2183,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.0042725,반포대로,반포동,서초,672.1,1,국립중앙도서관,79.9
2184, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087,잠원로14길,잠원동,신사,518.3,0,신반포13차아파트,136.0
2185,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.0167618,주흥17길,반포동,사평,492.2,0,논현역7번출구,324.6
2186,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.0239029,태봉로,우면동,양재시민의숲,1754.9,0,LH5단지,32.2
2187,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.0414581,강남대로8길,양재동,양재시민의숲,397.5,0,양재119안전센터앞,221.0
2188, 매헌역 2번출구앞광역버스 정류장앞(22-297),서초구,강남대로18길25(삼덕빌딩) 앞,37.47171783,127.038887,마방로2길,양재동,양재시민의숲,192.6,0,시민의숲.양재꽃시장,53.2
2189, 서울고앞,서초구,서초동1526-1,37.48339462,127.0073624,효령로,서초동,서초,944.9,0,서초중학교,106.6
2190, 서일스포츠센터,서초구,서초동 1313-12,37.49801636,127.0222244,서운로21길,서초동,강남,512.8,0,진흥아파트,134.7
2191, 서래공원 앞,서초구,반포동63-6,37.50150681,127.003479,사평대로,반포동,고속터미널,388.8,1,서울지방조달청.서울성모병원,96.7
2192, 고투몰 gate 15옆,서초구,반포동20-45,37.50723267,127.0094528,잠원로,반포동,반포,226.8,1,고속터미널,107.8
2193, 서초케이타운앞,서초구,신원동 산63,37.4572258,127.0590057,헌릉로8길,내곡동,청계산입구,1150.2,0,서초포레스타입구,61.4
2194, 염곡동(염통골) 입구,서초구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.0486755,염곡안1길,염곡동,양재시민의숲,1255.2,0,염곡마을.서초50플러스센터,48.3
2195, 반포미도2차아파트 옆,서초구,반포동60-1,37.50320435,127.0065308,사평대로,반포동,고속터미널,226.9,0,센트럴시티,30.0
2196, 반포종합운동장,서초구,반포동15-2,37.49979782,126.9964676,사평대로20길,반포동,신반포,404.3,0,서래마을,45.1
2197, 탑성마을 버스정거장 옆,서초구,염곡동 189-19,37.45916748,127.0554428,탑성말1길,염곡동,청계산입구,1327.1,0,탑성마을,55.2
2198, 이투스교육 앞,서초구,서초동 1354-3,37.48389053,127.0290527,남부순환로,서초동,양재,494.2,0,외교안보연구원.서초구청,132.4
2199, 고속터미널역 3번출구,서초구,반포동 118-3,37.50365829,127.0059433,사평대로,반포동,고속터미널,155.4,0,센트럴시티,57.3
2200, 양재근린공원,서초구,양재동 310-6,37.47039795,127.0424118,강남대로10길,양재동,양재시민의숲,355.6,0,매헌초교,19.6
2201, 방배역 2번 출구,서초구,방배동 981-16,37.48116684,126.9975891,방배로9길,방배동,방배,28.8,0,방배(백석예술대)역,49.4
2202, 삼성전자R&D어린이집 뒤,서초구,서초구 성촌 1길 20,37.46559143,127.021843,성촌1길,우면동,양재시민의숲,1546.7,0,성촌마을,140.6
2203, 신영체르니 아파트,서초구,서울 서초구 논현로27길 57,37.47901154,127.0414429,논현로27길,양재동,양재,829.4,0,현대캐피탈,84.4
2204, 내곡도서관,서초구,신원동 328,37.45199966,127.0539169,청계산로7길,신원동,청계산입구,553.5,1,여의3교,163.6
2205,서울추모공원 입구,서초구,서초구 원지동 산83-9(추모공원내),37.45429993,127.0428314,청계산로,원지동,청계산입구,1381.4,0,서울추모공원,5.6
2206, 세화고등학교,서초구,서초구 반포동 753,37.50209427,126.9914703,신반포로,반포동,구반포,374.8,0,구반포역.세화고등학교,128.7
2207, 몽마르뜨공원입구,서초구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474,동광로,서초동,서초,478.9,0,서리풀문화광장,314.4
2208, SC제일은행 양재동지점 앞,서초구,강남대로 251 해동빌딩앞,37.48573685,127.0331574,강남대로37길,서초동,양재,219.4,2,뱅뱅사거리.영동중,80.5
2209, 이수교차로,서초구,서초구 방배동 752-37,37.49817276,126.9844818,방배중앙로,방배동,구반포,434.7,0,롯데캐슬헤론아파트,118.4
2210, 서울고등학교 건너편,서초구,서초구 서초동 1487-1,37.48285294,127.0059738,효령로40길,서초동,방배,757.7,1,서울고등학교,36.8
2211, 인재개발원 데이터센터,서초구,서초구 서초동 391,37.4801178,127.0218048,남부순환로340길,서초동,남부터미널,736.1,0,서울시인재개발원.한우리문화센터,275.2
2212, 인재개발원 배움관,서초구,서초구 서초동 391,37.4797554,127.0198517,남부순환로331길,서초동,남부터미널,667.4,0,남부터미널.기쁨병원,293.2
2213,서울교육청 교육연수원 앞,서초구,서초구 방배동 490-4,37.473423,126.9977722,남부순환로300길,방배동,방배,888.4,0,교육연수원,70.0
2214,우면산등산로입구,서초구,서초구 방배동 산 33-2,37.47691727,127.0061112,명달로,방배동,방배,904.3,0,방배동래미안아트힐.국립국악원,39.5
2215, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896,압구정로11길,압구정동,압구정,677.3,0,신사중학교,88.1
2216, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767,봉은사로1길,논현동,신논현,129.2,5,교보타워,24.7
2217, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615,강남대로132길,논현동,논현,31.2,3,영동시장,90.6
2218, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522,언주로121길,논현동,언주,506.9,0,논현아이파크,71.4
2219, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078,언주로149길,논현동,학동,755.0,2,제일은행.호림아트센터앞,110.8
2220, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717,논현로176길,신사동,압구정,23.3,2,압구정역4번출구,114.9
2221, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167,압구정로50길,압구정동,압구정로데오,174.1,1,압구정로데오,19.2
2222, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988,언주로174길,압구정동,압구정로데오,485.5,1,압구정파출소,73.7
2223, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851,학동로,청담동,청담,354.3,2,청담동성당앞,151.4
2224, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764,도산대로,청담동,압구정로데오,419.4,1,일지아트홀.압구정동노인복지센터,91.6
2225, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222,선릉로132길,청담동,강남구청,167.2,0,청담동래미안아파트,24.9
2226, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278,학동로98길,청담동,청담,295.8,1,청담역.경기고교,23.0
2227, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674,압구정로79길,청담동,청담,643.0,0,프리마호텔,67.6
2228, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352,학동로105길,삼성동,봉은사,786.2,0,청담역.경기고교,358.4
2229, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191,봉은사로,삼성동,봉은사,77.3,2,봉은사역.삼성래미안아파트,101.6
2230, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,영동대로,삼성동,삼성,84.0,0,삼성역,32.0
2231, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003,봉은사로111길,삼성동,봉은사,558.1,0,탄천공영차고지,121.6
2232, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308,봉은사로82길,삼성동,삼성중앙,166.9,1,코엑스인터컨티넨탈호텔,179.2
2233, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799,삼성로91길,삼성동,선릉,553.2,0,포스코사거리,45.9
