gid,lbl,val,geometry
다사469468,207.00,207.0,"POLYGON ((126.89910467209678 37.518965575421284, 126.89909744408646 37.51986688942071, 126.90022903048751 37.51987264127389, 126.90023624488842 37.51897132708833, 126.89910467209678 37.518965575421284))"
다사487479,8.00,8.0,"POLYGON ((126.91939620047927 37.52898192946863, 126.91938921401801 37.52988324523578, 126.92052095585707 37.529888803934256, 126.92052792870201 37.52898748798725, 126.91939620047927 37.52898192946863))"
다사474484,360.00,360.0,"POLYGON ((126.90464794157107 37.533415247491526, 126.90464077650316 37.53431656019306, 126.90577258233894 37.53432226079366, 126.90577973378767 37.53342094790767, 126.90464794157107 37.533415247491526))"
다사487469,125.00,125.0,"POLYGON ((126.91946604797825 37.51996876415169, 126.91945906462833 37.52087008130892, 126.92059067033135 37.52087563820888, 126.920597640071 37.519974320871846, 126.91946604797825 37.51996876415169))"
다사466439,141.00,141.0,"POLYGON ((126.89592061119296 37.49281010514975, 126.89591335173763 37.49371142262185, 126.89704454274572 37.493717201570206, 126.89705178860926 37.49281588391105, 126.89592061119296 37.49281010514975))"
다사468451,316.00,316.0,"POLYGON ((126.89809615782335 37.50363745681517, 126.89808892168502 37.504538772992355, 126.899220276487 37.50454453251649, 126.89922749902622 37.50364321615288, 126.89809615782335 37.50363745681517))"
다사469485,456.00,456.0,"POLYGON ((126.89898175212394 37.534287894495854, 126.89897451863817 37.53518920613077, 126.90010633649173 37.535194961148946, 126.9001135563578 37.53429364932783, 126.89898175212394 37.534287894495854))"
다사466453,879.00,879.0,"POLYGON ((126.89581894938867 37.50542853710438, 126.89581168540518 37.506329852629555, 126.89694306676182 37.506335634197235, 126.89695031714506 37.505434318484944, 126.89581894938867 37.50542853710438))"
다사471481,854.00,854.0,"POLYGON ((126.90127418268884 37.53069414389475, 126.9012669777264 37.53159545645809, 126.90239874174726 37.531601189041034, 126.90240593309242 37.530699876292196, 126.90127418268884 37.53069414389475))"
다사472444,54.00,54.0,"POLYGON ((126.90267178780023 37.497351206821655, 126.90266460829713 37.49825252471568, 126.90379586920103 37.49825823960608, 126.90380303510919 37.49735692152707, 126.90267178780023 37.497351206821655))"
다사475437,180.00,180.0,"POLYGON ((126.90611549281049 37.49105908541412, 126.90610835631752 37.4919604048352, 126.90723952302518 37.491966085941385, 126.90724664592744 37.491064766336436, 126.90611549281049 37.49105908541412))"
다사476463,11.00,11.0,"POLYGON ((126.90706134732098 37.514499030883286, 126.90705421616515 37.51540034687354, 126.9081857367615 37.51540602192365, 126.90819285431085 37.514504705749744, 126.90706134732098 37.514499030883286))"
다사459496,723.00,723.0,"POLYGON ((126.88758264304649 37.54414414926913, 126.88757526975246 37.545045457491945, 126.88870723421164 37.54505132306293, 126.88871459387943 37.544150014650334, 126.88758264304649 37.54414414926913))"
다사476470,78.00,78.0,"POLYGON ((126.90701142255907 37.520808239895096, 126.9070042891794 37.521709554912015, 126.90813590503802 37.52171523124787, 126.90814302480699 37.52081391604725, 126.90701142255907 37.520808239895096))"
다사469434,225.00,225.0,"POLYGON ((126.89935023298666 37.48832081669656, 126.89934301591414 37.489222135424, 126.90047413993551 37.489227880951, 126.90048134341923 37.488326562037564, 126.89935023298666 37.48832081669656))"
다사464484,457.00,457.0,"POLYGON ((126.89333003705873 37.53335764680474, 126.8933227357999 37.53425895764244, 126.89445453841667 37.53426476670557, 126.89446182605649 37.533363455679904, 126.89333003705873 37.53335764680474))"
다사465477,566.00,566.0,"POLYGON ((126.89451283044671 37.52705427460508, 126.8945055450789 37.52795558660454, 126.89563725269977 37.527961383508256, 126.89564452445278 37.527060071321216, 126.89451283044671 37.52705427460508))"
다사487445,N/A,0.0,"POLYGON ((126.9196335550937 37.49833711068048, 126.91962657920506 37.49923843117342, 126.92075785842877 37.49924398375872, 126.92076482072169 37.49834266308605, 126.9196335550937 37.49833711068048))"
다사484445,362.00,362.0,"POLYGON ((126.91623976007635 37.49832038846948, 126.9162327434006 37.499221708421146, 126.91736402169035 37.499227293504624, 126.91737102477042 37.49832597337218, 126.91623976007635 37.49832038846948))"
다사487480,216.00,216.0,"POLYGON ((126.91938921401801 37.52988324523578, 126.91938222724553 37.5307845608639, 126.92051398270156 37.53079011974224, 126.92052095585707 37.529888803934256, 126.91938921401801 37.52988324523578))"
다사501469,438.00,438.0,"POLYGON ((126.93530836530672 37.52004557171641, 126.93530157250191 37.52094689135929, 126.93643318249624 37.520952296482136, 126.93643996169057 37.52005097666434, 126.93530836530672 37.52004557171641))"
다사472451,10.00,10.0,"POLYGON ((126.90262152456263 37.50366042916005, 126.90261434282071 37.50456174608079, 126.9037456989059 37.50456746226616, 126.90375286704864 37.503666145160416, 126.90262152456263 37.50366042916005))"
다사470468,164.00,164.0,"POLYGON ((126.90023624488842 37.51897132708833, 126.90022903048751 37.51987264127389, 126.90136061720989 37.51987838228643, 126.90136781800139 37.51897706791509, 126.90023624488842 37.51897132708833))"
다사486450,364.00,364.0,"POLYGON ((126.91846733924113 37.502838147617055, 126.91846034820001 37.503739467235015, 126.91959169510069 37.503745031553485, 126.91959867254307 37.50284371175543, 126.91846733924113 37.502838147617055))"
다사458473,N/A,0.0,"POLYGON ((126.88662050092091 37.52340814987968, 126.8866131215649 37.5243094611128, 126.88774477244623 37.52431533316248, 126.88775213818997 37.52341402173935, 126.88662050092091 37.52340814987968))"
다사470456,266.00,266.0,"POLYGON ((126.90032279263896 37.50815554601406, 126.90031558209317 37.50905686186844, 126.90144700554261 37.50906260065184, 126.90145420248624 37.50816128461172, 126.90032279263896 37.50815554601406))"
다사476472,535.00,535.0,"POLYGON ((126.90699715548197 37.52261086978989, 126.90699002146678 37.5235121845287, 126.90812166454867 37.52351786123194, 126.90812878495194 37.52261654630943, 126.90699715548197 37.52261086978989))"
다사480449,472.00,472.0,"POLYGON ((126.91168641830802 37.501903216601335, 126.91167934598974 37.502804535270364, 126.91281067741429 37.50281016441339, 126.91281773613453 37.50190884556216, 126.91168641830802 37.501903216601335))"
다사477472,672.00,672.0,"POLYGON ((126.90812878495194 37.52261654630943, 126.90812166454867 37.52351786123194, 126.90925330794774 37.52352352709307, 126.90926041473904 37.5226222119872, 126.90812878495194 37.52261654630943))"
다사461488,185.00,185.0,"POLYGON ((126.88990530159366 37.53694539535621, 126.8898979581695 37.537846705071374, 126.89102981429069 37.537852547429175, 126.89103714409343 37.53695123752498, 126.88990530159366 37.53694539535621))"
다사474446,60.00,60.0,"POLYGON ((126.90491997779226 37.499165261788846, 126.90491282484182 37.50006657977442, 126.90604411357513 37.500072273368865, 126.90605125292942 37.499170955199, 126.90491997779226 37.499165261788846))"
다사465452,182.00,182.0,"POLYGON ((126.8946948592154 37.50452142941204, 126.89468758195581 37.505422744888826, 126.89581894938867 37.50542853710438, 126.89582621304862 37.504527221440135, 126.8946948592154 37.50452142941204))"
다사471486,424.00,424.0,"POLYGON ((126.90123815466691 37.535200705320534, 126.90123094809955 37.53610201718841, 126.9023627802161 37.53610775069889, 126.90236997316309 37.53520643864549, 126.90123815466691 37.535200705320534))"
다사463491,1018.00,1018.0,"POLYGON ((126.89214703739802 37.53966099870776, 126.89213972023893 37.540562308383244, 126.89327161788049 37.54056812961088, 126.89327892141631 37.53966681974705, 126.89214703739802 37.53966099870776))"
다사472470,245.00,245.0,"POLYGON ((126.90248501675082 37.52078542687604, 126.90247782892841 37.52168674115468, 126.90360944351241 37.52169246085609, 126.90361661772414 37.520791146392334, 126.90248501675082 37.52078542687604))"
다사472438,147.00,147.0,"POLYGON ((126.9027148581041 37.49194329653771, 126.9027076805194 37.49284461526595, 126.90383885986294 37.492850329046526, 126.90384602385636 37.49194901013334, 126.9027148581041 37.49194329653771))"
다사478470,136.00,136.0,"POLYGON ((126.90927462737204 37.52081958135836, 126.9092675212138 37.5217208967423, 126.91039913770612 37.52172655139531, 126.9104062302536 37.52082523582837, 126.90927462737204 37.52081958135836))"
다사500468,858.00,858.0,"POLYGON ((126.9341835753375 37.51913883632099, 126.93417676922543 37.52004015592755, 126.93530836530672 37.52004557171641, 126.93531515780893 37.519144251934584, 126.9341835753375 37.51913883632099))"
다사475468,30.00,30.0,"POLYGON ((126.9058941136546 37.518999922818956, 126.90588696730092 37.51990123792994, 126.90701855562101 37.519906924739125, 126.9070256883652 37.5190056094441, 126.9058941136546 37.518999922818956))"
다사471467,84.00,84.0,"POLYGON ((126.90137501847217 37.518075753404666, 126.90136781800139 37.51897706791509, 126.90249939143509 37.51898279790152, 126.90250657829706 37.518081483205684, 126.90137501847217 37.518075753404666))"
다사465475,73.00,73.0,"POLYGON ((126.89452740020882 37.52525165018887, 126.89452011549001 37.526152962466526, 126.89565179588188 37.5261587589951, 126.8956590669871 37.52525744652986, 126.89452740020882 37.52525165018887))"
다사483452,891.00,891.0,"POLYGON ((126.91505927721826 37.50462402820931, 126.91505224475452 37.505525347006866, 126.91618361791843 37.50553094419107, 126.91619063678223 37.50462962521235, 126.91505927721826 37.50462402820931))"
다사473461,517.00,517.0,"POLYGON ((126.90368117125152 37.51267930996089, 126.90367399991524 37.51358062567618, 126.90480549234458 37.51358633287368, 126.90481265007564 37.51268501697369, 126.90368117125152 37.51267930996089))"
다사483459,170.00,170.0,"POLYGON ((126.91501004339356 37.51093325687325, 126.91500300873682 37.51183457469781, 126.91613447711707 37.51184017315022, 126.91614149816965 37.51093885514449, 126.91501004339356 37.51093325687325))"
다사461494,546.00,546.0,"POLYGON ((126.88986123614164 37.54235325156007, 126.88985389075454 37.54325456044038, 126.89098582861688 37.543260403932464, 126.89099316037894 37.5423590948631, 126.88986123614164 37.54235325156007))"
다사472450,302.00,302.0,"POLYGON ((126.90262870598465 37.502759112100264, 126.90262152456263 37.50366042916005, 126.90375286704864 37.503666145160416, 126.90376003487214 37.50276482791563, 126.90262870598465 37.502759112100264))"
다사469477,468.00,468.0,"POLYGON ((126.89903960841195 37.527077396409155, 126.8990323775034 37.52797870915681, 126.90016408641631 37.52798446268543, 126.90017130370998 37.52708314975159, 126.89903960841195 37.527077396409155))"
다사477438,N/A,0.0,"POLYGON ((126.9083706900501 37.491971756217765, 126.90836358042192 37.49287307586725, 126.90949476135488 37.49287873549697, 126.9095018573917 37.49197741566427, 126.9083706900501 37.491971756217765))"
다사478478,273.00,273.0,"POLYGON ((126.90921776924232 37.52803010053669, 126.90921066055137 37.52893141480825, 126.91034238595148 37.52893707092534, 126.91034948102684 37.52803575647075, 126.90921776924232 37.52803010053669))"
다사492473,N/A,0.0,"POLYGON ((126.92509634849846 37.5236017107217, 126.9250894319678 37.52450302821862, 126.9262210936645 37.52450853162502, 126.92622799658237 37.52360721395001, 126.92509634849846 37.5236017107217))"
다사459472,148.00,148.0,"POLYGON ((126.88775950360564 37.522512710177075, 126.88775213818997 37.52341402173935, 126.88888377578714 37.52341988275707, 126.88889112759112 37.522518571005136, 126.88775950360564 37.522512710177075))"
다사462470,40.00,40.0,"POLYGON ((126.89116902472631 37.52072763545872, 126.89116170079821 37.52162894786714, 126.89229331215316 37.52163477598176, 126.89230062247077 37.52073346338475, 126.89116902472631 37.52072763545872))"
다사462468,171.00,171.0,"POLYGON ((126.89118367160388 37.518925010224535, 126.8911763483282 37.519826322911186, 126.89230793246274 37.51983215064861, 126.89231524212913 37.51893083777337, 126.89118367160388 37.518925010224535))"
다사454474,912.00,912.0,"POLYGON ((126.88208652133275 37.52428586449132, 126.88207908719673 37.525187174821696, 126.8832107503724 37.525193090431884, 126.88321817089563 37.52429177991008, 126.88208652133275 37.52428586449132))"
다사463472,258.00,258.0,"POLYGON ((126.89228600150993 37.522536088439686, 126.89227869054103 37.523437400758496, 126.89341032944449 37.52344321840835, 126.89341762680162 37.52254190590128, 126.89228600150993 37.522536088439686))"
다사463458,N/A,0.0,"POLYGON ((126.89238832088827 37.509917701370355, 126.89238101447704 37.5108190156366, 126.8935124628714 37.51082483065123, 126.89351975567938 37.50992351619679, 126.89238832088827 37.509917701370355))"
다사472464,33.00,33.0,"POLYGON ((126.90252813696226 37.51537753828373, 126.90252095106061 37.51627885339677, 126.90365248398975 37.51628457198768, 126.90365965628439 37.515383256689574, 126.90252813696226 37.51537753828373))"
다사473448,320.00,320.0,"POLYGON ((126.90377436956135 37.50096219300892, 126.90376720237636 37.501863510531784, 126.90489851798516 37.50186921532848, 126.90490567157279 37.50096789762097, 126.90377436956135 37.50096219300892))"
다사487464,180.00,180.0,"POLYGON ((126.9195009600623 37.51546217628058, 126.9194939782675 37.516363494132804, 126.92062551592522 37.51636905013367, 126.92063248411279 37.51546773210165, 126.9195009600623 37.51546217628058))"
다사463490,465.00,465.0,"POLYGON ((126.89215435423117 37.53875968889314, 126.89214703739802 37.53966099870776, 126.89327892141631 37.53966681974705, 126.8932862246268 37.538765509744096, 126.89215435423117 37.53875968889314))"
다사478450,431.00,431.0,"POLYGON ((126.90941668408624 37.5027932444821, 126.90940958425568 37.50369456264666, 126.91054092864825 37.503700213640734, 126.91054801488019 37.50279889529327, 126.90941668408624 37.5027932444821))"
다사487460,395.00,395.0,"POLYGON ((126.9195288841318 37.51185690348174, 126.91952190358086 37.51275822188993, 126.92065338681324 37.512763777171614, 126.92066035375936 37.51186245858363, 126.9195288841318 37.51185690348174))"
다사473484,613.00,613.0,"POLYGON ((126.90351614967362 37.53340953622945, 126.90350897098655 37.534310848746166, 126.90464077650316 37.53431656019306, 126.90464794157107 37.533415247491526, 126.90351614967362 37.53340953622945))"
다사468441,79.00,79.0,"POLYGON ((126.89816850148264 37.49462428739495, 126.89816126856662 37.495525604962715, 126.899292487405 37.49553136262292, 126.899299706728 37.49463004486878, 126.89816850148264 37.49462428739495))"
다사468438,296.00,296.0,"POLYGON ((126.8981901982979 37.491920333857344, 126.89818296634827 37.49282165184226, 126.8993141444094 37.492827408943356, 126.89932136276781 37.49192609077209, 126.8981901982979 37.491920333857344))"
다사480469,478.00,478.0,"POLYGON ((126.91154491207249 37.51992956356871, 126.91153783345109 37.52083087945733, 126.9126694369639 37.520836512245175, 126.91267650197513 37.51993519617429, 126.91154491207249 37.51992956356871))"
다사459471,79.00,79.0,"POLYGON ((126.8877668686932 37.52161139847569, 126.88775950360564 37.522512710177075, 126.88889112759112 37.522518571005136, 126.88889847906763 37.5216172591141, 126.8877668686932 37.52161139847569))"
다사486460,388.00,388.0,"POLYGON ((126.91839741481516 37.511851337542204, 126.9183904206594 37.512752655770264, 126.91952190358086 37.51275822188993, 126.9195288841318 37.51185690348174, 126.91839741481516 37.511851337542204))"
다사465458,275.00,275.0,"POLYGON ((126.8946511907953 37.5099293201865, 126.89464391159062 37.510830634828785, 126.89577536063405 37.510836428169256, 126.89578262623547 37.50993511333947, 126.8946511907953 37.5099293201865))"
다사468459,179.00,179.0,"POLYGON ((126.89803825969119 37.510847982338866, 126.89803102097395 37.511749297403504, 126.89916248459039 37.51175505841909, 126.8991697097037 37.510853743168, 126.89803825969119 37.510847982338866))"
다사470442,551.00,551.0,"POLYGON ((126.90042370656496 37.49553710945195, 126.90041650051405 37.49643842725307, 126.90154773358863 37.496444163436585, 126.90155492604586 37.49554284544979, 126.90042370656496 37.49553710945195))"
다사481466,539.00,539.0,"POLYGON ((126.91269769512078 37.51723124712744, 126.91269063105356 37.51813256361542, 126.91382219405233 37.51813818501639, 126.91382924451119 37.517236868346494, 126.91269769512078 37.51723124712744))"
다사472435,295.00,295.0,"POLYGON ((126.90273638894016 37.48923933951882, 126.90272921231447 37.490140658664146, 126.903860350886 37.49014637188988, 126.90386751392224 37.48924505255962, 126.90273638894016 37.48923933951882))"
다사482457,324.00,324.0,"POLYGON ((126.91389268451074 37.509125012061716, 126.91388563687774 37.51002632998275, 126.91501707773696 37.5100319389097, 126.91502411176704 37.50913062080715, 126.91389268451074 37.509125012061716))"
다사485464,139.00,139.0,"POLYGON ((126.9172379128949 37.51545103212129, 126.91723090388565 37.516352349612845, 126.91836244092079 37.51635792729252, 126.91836943632279 37.51545660962045, 126.9172379128949 37.51545103212129))"
다사459464,12.00,12.0,"POLYGON ((126.88781841512156 37.51530221267049, 126.88781105233004 37.51620352534574, 126.88894258105081 37.516209384846285, 126.8889499302355 37.515308071981416, 126.88781841512156 37.51530221267049))"
다사474482,273.00,273.0,"POLYGON ((126.90466227074943 37.53161262167124, 126.90465510631984 37.53251393465093, 126.90578688491786 37.532519634882604, 126.90579403572951 37.53161832171848, 126.90466227074943 37.53161262167124))"
다사474436,424.00,424.0,"POLYGON ((126.90499148977658 37.49015207428652, 126.90498434001138 37.49105339366236, 126.90611549281049 37.49105908541412, 126.9061226289856 37.49015776585404, 126.90499148977658 37.49015207428652))"
다사467438,122.00,122.0,"POLYGON ((126.89705903415009 37.49191456611284, 126.89705178860926 37.49281588391105, 126.89818296634827 37.49282165184226, 126.8981901982979 37.491920333857344, 126.89705903415009 37.49191456611284))"
다사479469,395.00,395.0,"POLYGON ((126.91041332248517 37.519923920122395, 126.9104062302536 37.52082523582837, 126.91153783345109 37.52083087945733, 126.91154491207249 37.51992956356871, 126.91041332248517 37.519923920122395))"
다사475480,650.00,650.0,"POLYGON ((126.90580833639727 37.52981569497302, 126.90580118622265 37.53071700841527, 126.9069329379039 37.530722697433184, 126.90694007446176 37.52982138380684, 126.90580833639727 37.52981569497302))"
다사479472,45.00,45.0,"POLYGON ((126.91039204484271 37.52262786682321, 126.91038495166335 37.523529182112085, 126.91151659569495 37.52353482628896, 126.91152367526233 37.522633510817435, 126.91039204484271 37.52262786682321))"
다사485460,170.00,170.0,"POLYGON ((126.91726594581003 37.51184576076502, 126.9172589380495 37.512747078812595, 126.9183904206594 37.512752655770264, 126.91839741481516 37.511851337542204, 126.91726594581003 37.51184576076502))"
다사486455,514.00,514.0,"POLYGON ((126.91843238092135 37.507344744317, 126.91842538832309 37.50824606324003, 126.91955680322656 37.50825162845906, 126.91956378222305 37.50735030935591, 126.91843238092135 37.507344744317))"
다사476462,168.00,168.0,"POLYGON ((126.90706847815918 37.513597714754, 126.90706134732098 37.514499030883286, 126.90819285431085 37.514504705749744, 126.90819997154317 37.51360338943679, 126.90706847815918 37.513597714754))"
다사480447,870.00,870.0,"POLYGON ((126.91170056199961 37.50010057884626, 126.91169349031131 37.5010018977933, 126.91282479454036 37.50100752657194, 126.91283185263183 37.500106207442705, 126.91170056199961 37.50010057884626))"
다사472443,154.00,154.0,"POLYGON ((126.90267896698356 37.496449888788575, 126.90267178780023 37.497351206821655, 126.90380303510919 37.49735692152707, 126.90381020069822 37.496455603309016, 126.90267896698356 37.496449888788575))"
다사463465,442.00,442.0,"POLYGON ((126.89233716917482 37.516226898313015, 126.89232986048516 37.51712821160558, 126.89346140411921 37.5171340279377, 126.89346869920138 37.516232714456926, 126.89233716917482 37.516226898313015))"
다사463461,23.00,23.0,"POLYGON ((126.89236640067827 37.51262164375179, 126.89235909329066 37.513522957600756, 126.89349058249839 37.513528773180006, 126.89349787628093 37.512627459142834, 126.89236640067827 37.51262164375179))"
다사483445,364.00,364.0,"POLYGON ((126.91510849569481 37.49831479273442, 126.91510146542335 37.49921611250497, 126.9162327434006 37.499221708421146, 126.91623976007635 37.49832038846948, 126.91510849569481 37.49831479273442))"
다사481459,79.00,79.0,"POLYGON ((126.91274713478198 37.510922027819014, 126.91274007291698 37.51182334528013, 126.91387154066993 37.51182896540776, 126.9138785889308 37.51092764776475, 126.91274713478198 37.510922027819014))"
다사465464,429.00,429.0,"POLYGON ((126.89460751070324 37.515337205953905, 126.89460022955289 37.51623851976165, 126.89573176022871 37.51624431422719, 126.89573902777214 37.515343000231915, 126.89460751070324 37.515337205953905))"
다사470448,193.00,193.0,"POLYGON ((126.90038046544475 37.50094501417294, 126.90037325746783 37.50184633113977, 126.90150457211709 37.501852068437415, 126.90151176649672 37.50095075128489, 126.90038046544475 37.50094501417294))"
다사473447,438.00,438.0,"POLYGON ((126.90378153642712 37.50006087534701, 126.90377436956135 37.50096219300892, 126.90490567157279 37.50096789762097, 126.90491282484182 37.50006657977442, 126.90378153642712 37.50006087534701))"
다사488468,403.00,403.0,"POLYGON ((126.92060460950016 37.5190730033958, 126.920597640071 37.519974320871846, 126.92172923247418 37.51997986675117, 126.92173618829368 37.51907854909565, 126.92060460950016 37.5190730033958))"
다사475438,265.00,265.0,"POLYGON ((126.90610835631752 37.4919604048352, 126.9061012195067 37.49286172411723, 126.90723239980566 37.49286740540733, 126.90723952302518 37.491966085941385, 126.90610835631752 37.4919604048352))"
다사467478,111.00,111.0,"POLYGON ((126.89676896064452 37.52796716956822, 126.896761702183 37.52886848180338, 126.89789342406652 37.528874257206446, 126.89790066891261 37.52797294478441, 126.89676896064452 37.52796716956822))"
다사471469,34.00,34.0,"POLYGON ((126.90136061720989 37.51987838228643, 126.90135341609762 37.5207796965187, 126.90248501675082 37.52078542687604, 126.90249220425304 37.519884112458314, 126.90136061720989 37.51987838228643))"
다사486456,319.00,319.0,"POLYGON ((126.91842538832309 37.50824606324003, 126.91841839541333 37.50914738202406, 126.9195498239192 37.50915294742321, 126.91955680322656 37.50825162845906, 126.91842538832309 37.50824606324003))"
다사483453,450.00,450.0,"POLYGON ((126.91505224475452 37.505525347006866, 126.91504521197756 37.50642666566545, 126.91617659874197 37.5064322630308, 126.91618361791843 37.50553094419107, 126.91505224475452 37.505525347006866))"
다사478458,75.00,75.0,"POLYGON ((126.9093598765861 37.510003785906, 126.90935277422517 37.510905102958375, 126.91048422742857 37.510910755415814, 126.91049131618601 37.51000943818051, 126.9093598765861 37.510003785906))"
다사485461,430.00,430.0,"POLYGON ((126.9172589380495 37.512747078812595, 126.9172519299768 37.513648396721166, 126.9183834261921 37.51365397385932, 126.9183904206594 37.512752655770264, 126.9172589380495 37.512747078812595))"
다사460475,N/A,0.0,"POLYGON ((126.8888690711967 37.52522250584354, 126.88886171841023 37.52612381717808, 126.88999339717357 37.526129667921815, 126.89000073634652 37.52522835639794, 126.8888690711967 37.52522250584354))"
다사463488,132.00,132.0,"POLYGON ((126.89216898691973 37.536957068846526, 126.89216167073839 37.53785837893939, 126.893293527512 37.53786419960201, 126.8933008300719 37.536962889320804, 126.89216898691973 37.536957068846526))"
다사486461,275.00,275.0,"POLYGON ((126.9183904206594 37.512752655770264, 126.9183834261921 37.51365397385932, 126.91951492271897 37.513659540159146, 126.91952190358086 37.51275822188993, 126.9183904206594 37.512752655770264))"
다사469486,18.00,18.0,"POLYGON ((126.89897451863817 37.53518920613077, 126.89896728483018 37.53609051762657, 126.90009911630406 37.53609627283096, 126.90010633649173 37.535194961148946, 126.89897451863817 37.53518920613077))"
다사457470,159.00,159.0,"POLYGON ((126.88551104090955 37.52069833321503, 126.88550364892916 37.52159964467517, 126.88663525864685 37.52160552699605, 126.8866426370168 37.520704215345546, 126.88551104090955 37.52069833321503))"
다사465485,N/A,0.0,"POLYGON ((126.89445453841667 37.53426476670557, 126.89444725045222 37.535166077592116, 126.89557906701324 37.53517187599664, 126.89558634135804 37.53427056492248, 126.89445453841667 37.53426476670557))"
다사466471,196.00,196.0,"POLYGON ((126.89568814816938 37.52165219527793, 126.89568087835957 37.52255350829955, 126.89681250462458 37.52255929323622, 126.89681976082322 37.521657980027385, 126.89568814816938 37.52165219527793))"
다사465468,N/A,0.0,"POLYGON ((126.89457838415579 37.518942460350345, 126.89457110170807 37.519843773601714, 126.89570268681757 37.51984956881739, 126.895709955656 37.51894825537848, 126.89457838415579 37.518942460350345))"
다사462471,96.00,96.0,"POLYGON ((126.89116170079821 37.52162894786714, 126.89115437654387 37.522530260136456, 126.89228600150993 37.522536088439686, 126.89229331215316 37.52163477598176, 126.89116170079821 37.52162894786714))"
다사474445,186.00,186.0,"POLYGON ((126.90492713042407 37.49826394366423, 126.90491997779226 37.499165261788846, 126.90605125292942 37.499170955199, 126.90605839196571 37.49826963689011, 126.90492713042407 37.49826394366423))"
다사467488,494.00,494.0,"POLYGON ((126.89669636147774 37.53698028566012, 126.89668909978222 37.537881596504214, 126.89782095785341 37.53788737377636, 126.89782820592741 37.536986062745335, 126.89669636147774 37.53698028566012))"
다사459467,400.00,400.0,"POLYGON ((126.88779632576313 37.51800615027889, 126.88778896198767 37.51890746253678, 126.88892053153255 37.51891332260623, 126.88892788169935 37.51801201015871, 126.88779632576313 37.51800615027889))"
다사471453,81.00,81.0,"POLYGON ((126.90147579139393 37.50545733565704, 126.9014685954119 37.50635865211433, 126.90259997837727 37.506364379505136, 126.90260716075895 37.50546306286248, 126.90147579139393 37.50545733565704))"
다사456472,168.00,168.0,"POLYGON ((126.88436463362005 37.522495062643394, 126.88435722736948 37.523396373634554, 126.88548886398054 37.52340226717807, 126.88549625661949 37.52250095599619, 126.88436463362005 37.522495062643394))"
다사465438,N/A,0.0,"POLYGON ((126.89479670682317 37.4919029981346, 126.89478943410002 37.49280431555836, 126.89592061119296 37.49281010514975, 126.89592787032497 37.49190878753859, 126.89479670682317 37.4919029981346))"
다사486445,195.00,195.0,"POLYGON ((126.91850228977641 37.498331547442525, 126.91849530029204 37.49923286775539, 126.91962657920506 37.49923843117342, 126.9196335550937 37.49833711068048, 126.91850228977641 37.498331547442525))"
다사472455,203.00,203.0,"POLYGON ((126.90259279567564 37.50726569600874, 126.90258561265411 37.50816701237329, 126.90371702314188 37.50817272929875, 126.90372419256187 37.507271412749176, 126.90259279567564 37.50726569600874))"
다사491463,137.00,137.0,"POLYGON ((126.9240339851812 37.51458301582217, 126.92402705812401 37.51548433453048, 126.92515858341235 37.51548984699526, 126.92516549686285 37.51458852810854, 126.9240339851812 37.51458301582217))"
다사469449,13.00,13.0,"POLYGON ((126.89924194313964 37.50184058300849, 126.89923472124377 37.50274189965022, 126.90036604916986 37.50274764796755, 126.90037325746783 37.50184633113977, 126.89924194313964 37.50184058300849))"
다사489461,422.00,422.0,"POLYGON ((126.92178487035596 37.51276932161529, 126.92177791670491 37.51367064024373, 126.92290941416282 37.51367617402848, 126.9229163542084 37.51277485522095, 126.92178487035596 37.51276932161529))"
다사464488,425.00,425.0,"POLYGON ((126.8933008300719 37.536962889320804, 126.893293527512 37.53786419960201, 126.89442538461093 37.53787000941704, 126.89443267354936 37.53696869894784, 126.8933008300719 37.536962889320804))"
다사499471,543.00,543.0,"POLYGON ((126.93303153309215 37.5218373677428, 126.93302471245885 37.52273868675688, 126.93415634907011 37.52274411391354, 126.93416315609174 37.521842794723824, 126.93303153309215 37.5218373677428))"
다사482452,252.00,252.0,"POLYGON ((126.9139279179675 37.50461842037146, 126.91392087190387 37.505519738987516, 126.91505224475452 37.505525347006866, 126.91505927721826 37.50462402820931, 126.9139279179675 37.50461842037146))"
다사478457,301.00,301.0,"POLYGON ((126.90936697863067 37.50910246871459, 126.9093598765861 37.510003785906, 126.91049131618601 37.51000943818051, 126.9104984046277 37.509108120806175, 126.90936697863067 37.50910246871459))"
다사472480,1119.00,1119.0,"POLYGON ((126.90241312411725 37.5297985634043, 126.90240593309242 37.530699876292196, 126.90353768381631 37.53070559784477, 126.90354486122443 37.529804284771735, 126.90241312411725 37.5297985634043))"
다사459477,623.00,623.0,"POLYGON ((126.88772267324633 37.52701926659707, 126.88771530619009 37.52792057746367, 126.88884701185468 37.52792643942978, 126.88885436529621 37.527025128373495, 126.88772267324633 37.52701926659707))"
다사466440,197.00,197.0,"POLYGON ((126.89591335173763 37.49371142262185, 126.89590609195896 37.49461273995488, 126.89703729655943 37.494618519090324, 126.89704454274572 37.493717201570206, 126.89591335173763 37.49371142262185))"
다사462482,523.00,523.0,"POLYGON ((126.89108111605395 37.531543375178046, 126.89107378820997 37.53244468591702, 126.89220556293827 37.532450516295214, 126.89221287716445 37.53154920536758, 126.89108111605395 37.531543375178046))"
