,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,subway_count_in_100m,bus_count_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate,borrow_count_weekday,borrow_count_weekend,return_count_weekday,return_count_weekend
2080, 신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899,신반포로19길,반포동,신반포,158.7,0,반포2동주민센터,48.4,1,0,1,0,0,0,0,ST-748,13496,13727,-0.0084854718436616,8608,4888,8576,5151
2081, 반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758,신반포로16길,반포동,신반포,193.1,0,삼성래미안,104.9,0,0,0,0,0,0,0,ST-928,14613,15627,-0.033531746031746,9700,4913,10396,5231
2082,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586,신반포로23길,잠원동,잠원,466.3,0,잠원성당,100.7,0,0,0,0,0,0,0,ST-749,36058,37876,-0.0245894987421213,24220,11838,24789,13087
2083," 고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444,신반포로,잠원동,고속터미널,177.6,1,강남고속버스터미널,14.6,3,0,3,0,0,0,1,ST-750,75263,76033,-0.005089361252115,50511,24752,50880,25153
2084, 방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823,효령로31길,방배동,내방,245.6,0,방일초교,34.9,3,0,3,0,0,0,0,ST-752,23720,25533,-0.0368099405112378,17812,5908,19500,6033
2085,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328,방배천로,방배동,사당,173.6,1,사당역12번출구,26.4,6,0,6,0,0,0,1,ST-753,37780,44414,-0.0807114874565053,28176,9604,33269,11145
2086, 방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093,과천대로,방배동,사당,450.5,0,남현동홈플러스앞,49.9,1,0,1,0,0,0,0,ST-754,7295,8009,-0.0466544694197595,5305,1990,6048,1961
2087,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469,남부순환로297길,방배동,방배,876.0,0,성뒤마을.교육연수원,54.3,1,0,1,0,0,0,0,ST-755,3752,2520,0.1964285714285714,2907,845,1862,658
2088, 신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886,남부순환로,방배동,방배,770.0,0,방배그랑자이아파트,51.4,2,0,2,0,0,0,0,ST-756,4683,1173,0.5993852459016393,3578,1105,859,314
2089,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232,방배로,방배동,내방,181.6,2,방배열린문화센터.가야치과병원,36.3,2,0,2,0,0,0,2,ST-757,13205,13331,-0.0047482665058788,10305,2900,10540,2791
2090,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763,방배중앙로19길,방배동,총신대입구,574.2,1,노인정,58.9,2,0,2,0,0,0,1,ST-758,15221,17845,-0.0793564386378757,11600,3621,13764,4081
2091,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625,방배천로,방배동,총신대입구,275.8,0,서문여고,47.1,1,0,1,0,0,0,0,ST-759,12426,13808,-0.0526797285964778,9063,3363,10067,3741
2092,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279,서초대로,방배동,총신대입구,74.3,2,이수역4번출구,35.6,4,2,2,0,0,0,2,ST-760,34602,35398,-0.0113714285714285,25849,8753,26046,9352
2093, 삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634,서운로,서초동,강남,263.6,1,롯데칠성,89.5,1,0,1,0,0,0,1,ST-761,30847,31656,-0.0129433787178215,25806,5041,26378,5278
2094, 서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569,효령로67길,서초동,강남,803.7,0,창신교회앞.서리풀노리학교,155.6,0,0,0,0,0,0,0,ST-762,13689,13064,0.0233618659589578,10141,3548,9585,3479
2095,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008,효령로,방배동,방배,458.8,0,신동아아파트앞,73.6,4,0,4,0,0,0,0,ST-763,7006,4785,0.1883640064455941,5388,1618,3663,1122
2096,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697,효령로,서초동,남부터미널,127.1,1,남부터미널.한일시멘트,47.3,7,0,7,0,0,0,1,ST-764,16122,11337,0.1742598055282421,12623,3499,8897,2440
2097,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863,서초중앙로,서초동,교대,92.7,1,교대역6번출구,6.6,7,2,5,0,0,0,1,ST-765,16412,16349,0.0019230182228869,13586,2826,13623,2726
2098,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023,남부순환로364길,양재동,매봉,480.7,0,양재전화국,76.8,1,0,1,0,0,0,0,ST-766,8317,8012,0.0186784248882356,6176,2141,5899,2113
2099,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797,남부순환로348길,서초동,양재,43.6,2,양재역.환승주차장,28.9,5,2,3,0,0,0,2,ST-767,15298,15004,0.0097023298792158,12706,2592,12430,2574
2100,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279,강남대로,양재동,양재,348.3,0,양재역.서초문화예술회관,49.2,1,0,1,0,0,0,0,ST-768,14046,10688,0.1357645346486617,11866,2180,9219,1469
2101,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099,강남대로,양재동,양재,794.6,0,교육개발원입구,14.0,3,0,3,0,0,0,0,ST-769,24820,25080,-0.0052104208416833,18873,5947,18885,6195
2102,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051,바우뫼로18길,양재동,양재시민의숲,805.2,0,KT삼거리,160.6,0,0,0,0,0,0,0,ST-770,17131,17702,-0.0163925013636494,13230,3901,13548,4154
2103, 서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007,바우뫼로2길,우면동,양재시민의숲,837.7,0,KT연구개발센터정문,177.5,0,0,0,0,0,0,0,ST-889,11200,11511,-0.0136938047642111,8809,2391,9001,2510
2104,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619,태봉로2길,우면동,양재시민의숲,1327.2,1,성촌마을입구.우면초등학교,250.1,0,0,0,0,0,0,1,ST-771,23584,24584,-0.0207606709848862,17960,5624,18404,6180
2105, 서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421,태봉로,우면동,양재시민의숲,1647.2,1,LH서초아파트,55.1,3,0,3,0,0,0,1,ST-929,3359,3101,0.039938080495356,2603,756,2321,780
2106, 우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481,양재대로,우면동,경마공원,1704.9,0,서초힐스아파트,12.0,1,0,1,1,0,1,1,ST-880,5168,5024,0.0141287284144427,3878,1290,3670,1354
2107, 서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888,양재대로2길,우면동,경마공원,1516.9,0,서초호반써밋,106.9,0,0,0,0,0,0,0,ST-881,12025,11943,0.0034212283044058,8509,3516,8533,3410
2108, 더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772,매헌로14길,양재동,양재시민의숲,446.8,0,더케이호텔정문,26.4,2,0,2,0,0,0,0,ST-781,18822,19106,-0.0074878717570132,15166,3656,15285,3821
2109, 잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413,양재대로,양재동,양재시민의숲,773.0,1,잔디마을,75.1,1,0,1,0,0,0,1,ST-890,32365,33890,-0.0230171307825824,26357,6008,28044,5846
2110,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862,강남대로16길,양재동,양재시민의숲,23.7,0,AT센터,54.7,4,1,3,0,0,0,0,ST-772,41320,40458,0.0105407322262711,32423,8897,31184,9274
2111,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,강남대로8길,양재동,양재시민의숲,310.7,0,AT센터.양재꽃시장,129.0,0,0,0,0,0,0,0,ST-773,6656,6695,-0.0029211295034079,5383,1273,5310,1385
2112, 청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121,청계산로,양재동,양재시민의숲,1061.0,0,꽃마을,223.3,0,0,0,0,0,0,0,ST-774,2500,2433,0.0135819987837016,2132,368,2046,387
2113,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905,논현로6길,양재동,양재시민의숲,1089.7,0,구룡사입구,21.8,3,0,3,0,0,0,0,ST-775,7707,3942,0.3232037084728303,5893,1814,2988,954
2114, 잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771,잠원로4길,잠원동,잠원,25.8,1,잠원역,25.5,3,1,2,0,0,0,1,ST-780,17719,18204,-0.013501099574089,13540,4179,13718,4486
2115, 한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087,잠원로,잠원동,잠원,421.0,0,잠원한신아파트,84.7,2,0,2,0,0,0,0,ST-776,61294,69737,-0.064435133670658,38543,22751,42650,27087
2116, 바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402,바우뫼로9길,우면동,양재시민의숲,1045.9,1,코오롱아파트,105.2,0,0,0,0,0,0,1,ST-879,14600,13781,0.0288573341319897,11735,2865,10992,2789
2117, 이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194,동작대로,방배동,총신대입구,307.5,1,총신대입구역.남성시장입구앞,94.5,1,0,1,0,0,0,1,ST-935,44563,47801,-0.0350569485946905,32560,12003,35108,12693
2118, 이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627,동작대로,방배동,구반포,826.1,1,정금마을.방배경찰서,69.1,2,0,2,0,0,0,1,ST-949,32293,35245,-0.0437087269389084,23614,8679,26652,8593
2119, 서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635,서초대로40길,서초동,서초,152.2,0,서초역3번출구,39.8,3,0,3,0,0,0,0,ST-1158,18191,17793,0.0110604713205869,13763,4428,13422,4371
2120, 서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702,서운로26길,서초동,신논현,353.3,1,서초푸르지오써밋,65.1,2,0,2,0,0,0,1,ST-1160,13351,13342,0.0003371670475405,10218,3133,10199,3143
2121, 주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523,나루터로8길,잠원동,반포,452.0,0,논현역7번출구,282.0,0,0,0,0,0,0,0,ST-1161,4641,3103,0.1986053719008264,3571,1070,2430,673
2122, 서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393,청계산로11길,신원동,청계산입구,267.8,0,청계산입구역,202.6,0,0,0,0,0,0,0,ST-1162,6467,6186,0.0222081719750256,4743,1724,4444,1742
2123, 내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177,서초대로25길,방배동,내방,69.8,2,내방역1번출구,52.5,3,1,2,0,0,0,2,ST-1163,16169,17051,-0.0265502709211318,12357,3812,13149,3902
2124, 교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582,반포대로20길,서초동,서초,561.2,0,서초유스센터,131.5,0,0,0,0,0,0,0,ST-1164,9922,9889,0.0016657412548584,8011,1911,8025,1864
2125, 일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269,강남대로27길,양재동,양재,771.5,1,교육개발원입구,43.3,3,0,3,0,0,0,1,ST-1165,17802,18523,-0.0198485891259463,14041,3761,14613,3910
2126, 양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118,강남대로,양재동,양재시민의숲,113.3,1,양재2동주민센터.양재꽃시장,14.9,2,0,2,0,0,0,1,ST-1166,23179,23212,-0.0007113448729279,18717,4462,18577,4635
2127, 염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46149445,127.0490723,헌릉로,염곡동,양재시민의숲,1335.7,0,염곡마을.서초50플러스센터,9.3,4,0,4,0,0,0,0,ST-1167,1976,1988,-0.0030272452068617,1529,447,1589,399
2128, 영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023,마방로2길,양재동,양재시민의숲,486.3,0,언남고교,123.1,0,0,0,0,0,0,0,ST-1168,19371,19626,-0.0065389645357335,13951,5420,14102,5524
2129, 길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021,나루터로,잠원동,신사,432.0,0,신반포13차아파트,237.9,0,0,0,0,0,0,0,ST-1169,19549,20355,-0.0201984763432237,15187,4362,15772,4583
2130, 교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183,서초중앙로,서초동,교대,24.3,4,교대역,49.2,7,2,5,0,0,0,4,ST-1305,30437,31168,-0.011865919974028,23971,6466,24606,6562
2131, 서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711,남부순환로317길,서초동,남부터미널,471.1,0,서초아트자이아파트,112.0,0,0,0,0,0,0,0,ST-1306,9571,8496,0.059500747218686,7509,2062,6605,1891
2132, 연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824,남부순환로287길,방배동,사당,411.2,1,연세사랑병원,34.5,7,0,7,0,0,0,1,ST-1307,7565,7694,-0.0084540271315289,5959,1606,6100,1594
2133, 방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365,명달로,방배동,방배,866.5,0,방배동래미안아트힐.국립국악원,23.4,3,0,3,0,0,0,0,ST-1308,1671,473,0.558768656716418,1435,236,410,63
2134, 그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663,방배중앙로13길,방배동,내방,403.1,0,방배동고개,35.9,3,0,3,0,0,0,0,ST-1309,5560,2167,0.4391096156334929,4288,1272,1660,507
2135, CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012,과천대로,방배동,남태령,512.7,0,남태령역,294.1,0,0,0,0,0,0,0,ST-1310,3821,2273,0.2540203478831637,2967,854,1792,481
2136, LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517,양재대로2길,우면동,경마공원,1991.1,0,LH3.4단지,62.7,2,0,2,0,0,0,0,ST-1311,7200,6766,0.0310754689961334,5398,1802,4899,1867
2137, 탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853,탑성말1길,염곡동,청계산입구,1258.6,0,탑성마을,52.0,2,0,2,0,0,0,0,ST-1312,691,168,0.6088474970896391,572,119,120,48
2138, 능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005,능안말1길,내곡동,청계산입구,1376.6,0,안골마을,262.5,0,0,0,0,0,0,0,ST-1313,1088,362,0.5006896551724138,896,192,308,54
2139, 안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531,안골2길,내곡동,청계산입구,1213.8,0,안골마을,58.5,2,0,2,0,0,0,0,ST-1314,769,470,0.2413236481033091,599,170,380,90
2140, 남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254,과천대로,방배동,남태령,71.6,0,전원마을.남태령역2번출구,134.0,1,1,0,0,0,0,0,ST-1315,2302,897,0.4391997499218505,1670,632,615,282
2141, SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949,남부순환로354길,도곡동,양재,221.2,1,양재역4번출구,32.6,5,0,5,0,0,0,1,ST-1360,13053,12568,0.01892978416143,10167,2886,9678,2890
2142, 두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418,언남19길,양재동,양재시민의숲,951.4,0,동원산업,104.3,0,0,0,0,0,0,0,ST-1361,24893,26582,-0.0328120446818844,19665,5228,20755,5827
2143, 남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226,서초중앙로,서초동,남부터미널,76.8,4,남부터미널,114.7,1,1,0,0,0,0,4,ST-1404,12377,11181,0.050768316495458,9643,2734,8635,2546
2144, 래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065,사평대로52길,서초동,신논현,390.1,2,서초푸르지오써밋,49.8,1,0,1,0,0,0,2,ST-1405,10013,9599,0.0211095247807464,7775,2238,7401,2198
2145, 한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609,서운로9길,서초동,양재,635.7,1,서초문화예술정보학교후문,85.0,1,0,1,0,0,0,1,ST-1406,14914,13847,0.0370988491359827,11731,3183,10799,3048
2146, 서초 포레스타5단지,서초구,신원동 347-6,37.45066071,127.0570602,청계산로9길,신원동,청계산입구,402.3,0,서초포레스타5단지정문,128.1,0,0,0,0,0,0,0,ST-1552,10040,9954,0.0043012903871161,7098,2942,6956,2998
2147, 서초역1번출구 앞,서초구,서초동 1553-21,37.49195099,127.0085526,반포대로30길,서초동,서초,56.5,0,서초역1번출구,13.2,3,1,2,0,0,0,0,ST-1553,11012,9919,0.0522191964072428,8617,2395,7917,2002
2148, 반포1동 서초빌딩 앞,서초구,반포동 749-35,37.50381088,127.0213623,강남대로79길,반포동,신논현,338.4,0,반포1동성당,67.5,2,0,2,0,0,0,0,ST-1554,17601,17885,-0.0080031561742659,14118,3483,14207,3678
2149, 신사역 4번출구 뒤,서초구,잠원동 88,37.51588058,127.0193024,나루터로15길,잠원동,신사,87.6,3,신사역,68.9,4,1,3,0,0,0,3,ST-1555,18314,16277,0.058888150096846,13233,5081,11767,4510
2150, 우성아파트사거리 (기업은행앞),서초구,서초동 1374,37.49325943,127.0295334,강남대로,서초동,강남,457.2,1,수협서초지점,31.5,3,0,3,0,0,0,1,ST-1556,31699,32039,-0.005334337443911,25408,6291,25537,6502
2151, LG유플러스 (방배사옥),서초구,방배동 980-53,37.47909164,126.9906769,효령로,방배동,방배,664.6,0,백산빌딩,32.1,1,0,1,0,0,0,0,ST-1557,1808,1137,0.2278438030560271,1392,416,874,263
2152, 양재이스타빌 앞,서초구,양재동 4(양재동 3-14 앞),37.48297882,127.0422592,바우뫼로43길,양재동,매봉,594.2,0,양재노인종합복지관,40.7,4,0,4,0,0,0,0,ST-1654,24502,25558,-0.0210946863763483,18830,5672,19401,6157
2153, 심산기념문화센터,서초구,서초구 반포동 128-13,37.49836349,126.9911499,사평대로8길,반포동,구반포,474.2,1,서초구민체육센터.심산문화센터,45.0,4,0,4,0,0,0,1,ST-1655,14987,15163,-0.005837479270315,12783,2204,12949,2214
2154, JW타워,서초구,서초구 서초동 1748-45,37.48303986,127.0214615,남부순환로335길,서초동,남부터미널,515.2,0,서울시인재개발원.한우리문화센터,51.5,4,0,4,0,0,0,0,ST-1735,4045,3526,0.0685510500594373,3257,788,2779,747
2155, 이수역 6번출구 앞,서초구,서초구 방배동 438-35,37.48366165,126.9823227,동작대로,방배동,총신대입구,290.2,0,이수시너스.이수역7번출구,52.7,2,0,2,0,0,0,0,ST-1739,22033,22227,-0.0043831902394939,16110,5923,16261,5966
2156,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217,사평대로,반포동,사평,91.9,1,사평역,67.3,2,1,1,0,0,0,1,ST-1899,10511,9999,0.0249634324719648,7992,2519,7658,2341
2157,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.49892807,127.0247269,강남대로61길,서초동,강남,343.3,0,진흥아파트,157.0,0,0,0,1,0,1,1,ST-1900,20867,20990,-0.0029385765821726,15826,5041,15887,5103
2158,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.45441818,127.052742,본마을1길,신원동,청계산입구,840.6,1,본마을노인복지센터,20.8,2,0,2,0,0,0,1,ST-1901,5590,5778,-0.0165376495425756,3639,1951,3838,1940
2159,서초3교(효령로69길 방면),서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879,효령로68길,서초동,남부터미널,816.2,0,서초그랑자이아파트,88.7,2,0,2,0,0,0,0,ST-1902,5955,5715,0.0205655526992287,4503,1452,4401,1314
2160,서초3교(효령로70길 방면),서초구,서울특별시 서초구 효령로70길,37.48731613,127.0248947,효령로68길,서초동,남부터미널,811.3,0,서초그랑자이아파트,99.1,2,0,2,0,0,0,0,ST-1903,10221,10139,0.0040275049115913,7911,2310,7711,2428
2161,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.49100876,127.0235214,효령로67길,서초동,강남,787.5,0,신동아아파트,165.4,0,0,0,0,0,0,0,ST-1904,5114,5393,-0.0265537260873703,3909,1205,4094,1299
2162,서초1교 (진흥아파트 방면),서초구,서초구 서초대로65길,37.49619293,127.0210114,서초대로,서초동,강남,621.1,0,프로비스타호텔.서초동유원아파트,96.8,1,0,1,0,0,0,0,ST-1905,9688,9542,0.0075923036921476,7324,2364,7173,2369
2163,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803,서초대로,서초동,교대,510.2,1,유원아파트,46.6,6,0,6,0,0,0,1,ST-1906,11420,10435,0.0450697780828185,8867,2553,8121,2314
2164,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.0072556,잠원로3길,잠원동,잠원,451.6,0,신반포자이아파트,103.3,0,0,0,0,0,0,0,ST-1908,19051,19487,-0.0113135087446157,13129,5922,13528,5959
2165,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185,신반포로,잠원동,반포,340.5,1,뉴코아백화점,8.2,1,0,1,0,0,0,1,ST-1909,18276,18533,-0.0069819881007362,13324,4952,13649,4884
2166,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.0021591,신반포로,잠원동,고속터미널,261.6,1,고속터미널호남선,86.1,2,0,2,0,0,0,1,ST-1910,52585,55158,-0.0238809017755213,33946,18639,33958,21200
2167,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.50478745,126.9999237,반포대로,반포동,신반포,385.0,1,경남상가,13.8,2,0,2,0,0,0,1,ST-1911,6559,6549,0.0007628928898382,4324,2235,4078,2471
2168,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.9935989,신반포로,반포동,신반포,211.8,0,신반포역.세화여중고,75.4,1,0,1,0,0,0,0,ST-1912,6342,7081,-0.0550547567607837,3918,2424,4102,2979
2169,함지박 사거리,서초구,서초구 방배로 230-1 ,37.4937706,126.9900665,방배로,방배동,내방,747.8,2,함지박사거리,41.5,4,0,4,0,0,0,2,ST-1913,17783,19842,-0.0547242524916943,14267,3516,16131,3711
2170,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.9920807,서초대로23길,방배동,내방,284.9,2,방배열린문화센터(방배4동주민센터),52.9,4,0,4,0,0,0,2,ST-1914,17810,18045,-0.006554176544415,13616,4194,13801,4244
2171,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.9870682,사평대로,방배동,구반포,396.8,0,동부센트레빌1,41.0,3,0,3,0,0,0,0,ST-1915,27404,28062,-0.011863123354848,20384,7020,20661,7401
2172,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.989357,방배로,방배동,구반포,814.4,1,함지박사거리,93.5,1,0,1,0,0,0,1,ST-1916,21584,22364,-0.017748247929371,16421,5163,16834,5530
2173,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.0087814,남부순환로,서초동,남부터미널,1000.3,0,국립국악원,7.3,3,0,3,0,0,0,0,ST-1917,5133,1358,0.5815744877522724,4074,1059,1000,358
2174,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.0145264,남부순환로323길,서초동,남부터미널,482.0,1,예술의전당,50.1,3,0,3,0,0,0,1,ST-1918,5059,4187,0.0943110534285096,3837,1222,3031,1156
2175,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.9973221,신반포로19길,반포동,신반포,125.7,0,반포2동주민센터,34.8,1,0,1,0,0,0,0,ST-1920,7538,7473,0.0043301578842182,5356,2182,5299,2174
2176,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208,양재대로12길,원지동,양재시민의숲,1250.5,0,서초종합체육관,40.7,1,0,1,0,0,0,0,ST-1921,1280,1241,0.0154700515668385,949,331,949,292
2177,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.036438,남부순환로350길,양재동,양재,237.0,0,양재역.서초문화예술회관,47.6,4,0,4,0,0,0,0,ST-1922,17489,16138,0.0401760490082374,13840,3649,12827,3311
2178,사평리 공원,서초구,서초구 잠원동 51,37.52026749,127.0152512,잠원로,잠원동,신사,612.7,1,롯데캐슬아파트,36.8,3,0,3,0,0,0,1,ST-1923,20939,21788,-0.0198703395979123,14846,6093,15180,6608
2179,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.0437775,헌릉로,염곡동,양재시민의숲,697.8,0,한국소비자원,61.1,1,0,1,0,0,0,0,ST-2404,10022,10285,-0.0129511990939085,9294,728,9565,720
2180,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.996254,사평대로20길,반포동,신반포,485.3,0,반포종합운동장,38.2,3,0,3,0,0,0,0,ST-1924,21805,22195,-0.0088636363636363,16554,5251,16855,5340
2181,옛골 입구,서초구,청계산로 434,37.43097687,127.0703354,새정3길,신원동,청계산입구,2220.8,0,옛골,37.3,2,0,2,0,0,0,0,ST-1925,2051,823,0.4272790535838552,1317,734,463,360
2182,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.0239105,사평대로57길,반포동,신논현,115.3,4,교보타워,79.2,1,0,1,0,0,0,4,ST-1926,14968,14194,0.0265413894794595,11260,3708,10611,3583
2183,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.0042725,반포대로,반포동,서초,672.1,1,국립중앙도서관,79.9,1,0,1,0,0,0,1,ST-1929,5745,2686,0.3628276598268296,4409,1336,1971,715
2184, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087,잠원로14길,잠원동,신사,518.3,0,신반포13차아파트,136.0,0,0,0,0,0,0,0,ST-2414,11127,11607,-0.0211137503299023,7628,3499,7744,3863
2185,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.0167618,주흥17길,반포동,사평,492.2,0,논현역7번출구,324.6,0,0,0,0,0,0,0,ST-2415,7272,5720,0.1194581280788177,5457,1815,4267,1453
2186,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.0239029,태봉로,우면동,양재시민의숲,1754.9,0,LH5단지,32.2,1,0,1,0,0,0,0,ST-2416,10765,10305,0.0218319886093972,8535,2230,8258,2047
2187,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.0414581,강남대로8길,양재동,양재시민의숲,397.5,0,양재119안전센터앞,221.0,0,0,0,0,0,0,0,ST-2417,10813,11123,-0.0141320204230488,8525,2288,8751,2372
