,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,subway_count_in_100m,bus_count_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate,borrow_count_weekday,borrow_count_weekend,return_count_weekday,return_count_weekend
681, 길음문화복합미디어센터,성북구,서울특별시 성북구 길음로7길 6 길음뉴타운9단지래미안 상가,37.60404587,127.0226593,길음로7길,길음동,길음,222.9,3,길음시장앞,83.8,2,0,2,0,0,0,3,ST-1459,9373,9540,-0.0088299053561042,7094,2279,7188,2352
682, 성신여대입구 교차로,성북구,서울특별시 성북구 보문로34길 87 성신여대입구 교차로,37.59148026,127.0201035,보문로34길,동선동3가,성신여대입구,350.6,0,성신여대정문앞,85.6,1,0,1,0,0,0,0,ST-1460,19459,19978,-0.0131602302406369,14666,4793,15072,4906
683, 복자사랑 피정의 집,성북구,서울특별시 성북구 성북로 132-4 복자사랑 피정의 집,37.59453964,126.9952087,성북로,성북동,한성대입구,1183.9,1,성북구립미술관.쌍다리앞,109.5,0,0,0,0,0,0,1,ST-1634,5813,2798,0.350133550110324,4052,1761,1958,840
684, KEB은행 고대점,성북구,서울특별시 성북구 인촌로 113 KEB은행 고대점,37.58644485,127.031601,고려대로,안암동5가,안암,230.1,0,고대사거리,63.4,2,0,2,0,0,0,0,ST-1636,25323,24432,0.0179077479650286,19910,5413,19261,5171
685, 성북구보건소 건너편,성북구,서울특별시 성북구 화랑로 63 성북구보건소 건너편,37.60229111,127.0389786,화랑로5길,종암동,월곡,227.5,1,성북구보건소,40.2,1,0,1,0,0,0,1,ST-1637,15582,15647,-0.0020813986999263,12159,3423,12278,3369
686, 생명의 전화 종합복지관 앞 교차로,성북구,서울특별시 성북구 오패산로 21 생명의 전화 종합복지관 앞 교차로,37.60390854,127.0373764,오패산로,하월곡동,월곡,425.6,0,생명의전화,34.0,4,0,4,0,0,0,0,ST-1723,23789,24081,-0.0060998537706287,17710,6079,17949,6132
687, 한국과학기술연구원 중문,성북구,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 정문,37.59732056,127.043808,회기로5길,하월곡동,월곡,552.0,0,월곡2SH빌아파트,150.0,0,0,0,0,0,0,0,ST-1745,4393,3961,0.051711754847977,3937,456,3584,377
688, 한국과학기술연구원 북문,성북구,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 후문,37.60395813,127.0453415,화랑로,하월곡동,상월곡,386.5,0,한국과학기술연구원입구,26.1,1,0,1,0,0,0,0,ST-1746,4324,3809,0.0633222673060371,3644,680,3264,545
689,길음뉴타운푸르지오아파트 3단지,성북구,서울특별시 성북구 길음로13길 39 길음뉴타운,37.60935974,127.0181732,길음로13길,길음동,정릉,837.5,0,새생명교회,178.3,0,0,0,0,0,0,0,ST-2221,2168,280,0.7712418300653595,1576,592,174,106
690,월곡역 5번출구 앞,성북구,서울특별시 성북구 하월곡동 96-248,37.60108566,127.0412369,월곡로14길,하월곡동,월곡,98.9,0,월곡역,65.3,2,1,1,0,0,0,0,ST-2222,34779,38268,-0.0477637685325886,26288,8491,28610,9658
691,석계역 4번출구 뒤,성북구,서울특별시 성북구 석관동 375-97,37.61478424,127.0670013,화랑로48길,석관동,석계,101.6,0,석계역,28.9,6,0,6,0,0,0,0,ST-2223,34822,34267,0.0080331167045405,25345,9477,25007,9260
692,래미안월곡아파트 입구,성북구,서울특별시 성북구 하월곡동 225-5,37.60866547,127.0362701,오패산로,하월곡동,미아사거리,751.7,0,월곡삼성래미안아파트,86.6,1,0,1,0,0,0,0,ST-2406,22852,22982,-0.0028363223807653,17108,5744,17242,5740
693,성신여대입구역 5번출구,성북구,서울특별시 성북구 동소문동6가 140-5,37.59282684,127.0162888,아리랑로,동소문동6가,성신여대입구,24.7,4,4호선성신여대역,61.1,6,2,4,0,0,0,4,ST-2225,33084,33999,-0.0136398193282947,24050,9034,25032,8967
694,성신여대입구역 3번출구 앞,성북구,서울특별시 성북구 동소문로 98 제일은행,37.59236526,127.0162888,동소문로20길,동소문동5가,성신여대입구,30.4,4,4호선성신여대역,16.5,4,2,2,0,0,0,4,ST-2226,27024,27585,-0.0102730319178157,19493,7531,20129,7456
695,동선고가차도 초입,성북구,서울특별시 성북구 동소문로 130,37.59415817,127.0189667,동소문로25길,동선동1가,성신여대입구,283.3,1,돈암사거리.성신여대입구,87.0,1,0,1,0,1,1,2,ST-2227,8963,8838,0.0070220774113813,6496,2467,6365,2473
696, 돈암초교입구 버스정류장(한성대입구역 방면),성북구,서울특별시 성북구 동소문동3가 66-1,37.59088135,127.0117035,보문로39길,동소문동3가,성신여대입구,457.9,0,돈암초교입구,31.2,3,0,3,0,0,0,0,ST-2229,15681,15606,0.0023971617604755,11676,4005,11709,3897
697,석관래미안아트리치,성북구,서울특별시 성북구 석관동 323-2,37.60646057,127.0616226,돌곶이로,석관동,돌곶이,644.1,0,한국예술종합학교,92.1,1,0,1,0,0,0,0,ST-2231,30489,34444,-0.0609089369041935,22407,8082,25620,8824
698,성북청소년센터,성북구,서울특별시 성북구 장위동 322-8,37.61701202,127.0561676,장위로,장위동,돌곶이,719.0,0,우리랜드사우나,33.9,6,0,6,0,0,0,0,ST-2232,9943,10178,-0.011679339993042,7470,2473,7502,2676
699,돈암삼성풍림아파트,성북구,서울특별시 성북구 돈암동 632-6,37.5970993,127.0226288,동소문로32길,돈암동,길음,732.1,0,풍림아파트,61.1,2,0,2,0,0,0,0,ST-2233,4343,865,0.6678187403993856,3113,1230,649,216
700,돈암육교 하단,성북구,서울특별시 성북구 돈암동 51-10,37.59802628,127.0214081,동소문로,돈암동,길음,678.4,1,미아리고개.미아리예술극장,38.3,4,0,4,0,0,0,1,ST-2234,5048,1838,0.4661632297415045,3687,1361,1280,558
701,길음뉴타운 래미안9단지,성북구,서울특별시 성북구 정릉로 243,37.60241699,127.0197144,정릉로38나길,정릉동,길음,484.1,1,정릉길음시장.길음뉴타운9단지,19.8,3,0,3,0,0,0,1,ST-2235,18339,18428,-0.0024206489515054,13507,4832,13509,4919
702,래미안장위포레카운티(102동),성북구,서울특별시 성북구 장위동 143-12,37.61817932,127.0518341,장월로38길,장위동,돌곶이,940.3,0,꿈의숲아이파크아파트,31.8,7,0,7,0,0,0,0,ST-2236,16896,16834,0.0018381262970649,11782,5114,11958,4876
703,래미안장위퍼스트하이(513동),성북구,서울특별시 성북구 장위동 201-6,37.61844254,127.0514526,장월로38길,장위동,돌곶이,981.4,0,간대어린이공원,17.4,6,0,6,0,0,0,0,ST-2237,26289,28667,-0.0432709804207002,18912,7377,20889,7778
704, 장곡초등학교 앞,성북구,서울특별시 성북구 장위동 237-132,37.61745453,127.0484467,돌곶이로,장위동,돌곶이,1042.3,0,장곡초등학교,6.2,4,0,4,1,0,1,1,ST-2731,17334,16642,0.0203673181068989,12259,5075,12135,4507
705, 돌곶이역 앞,성북구,서울특별시 성북구 화랑로 지하 243,37.61131287,127.0575943,화랑로,장위동,돌곶이,134.0,0,돌곶이역,69.9,1,0,1,1,0,1,1,ST-2793,37789,41018,-0.0409735175809255,29878,7911,32373,8645
706, 동산어린이공원 앞,성북구,서울특별시 성북구 성북구 하월곡동 96-78,37.60623932,127.0346603,종암로36나길,하월곡동,월곡,770.4,1,월곡아남아파트,29.5,2,0,2,0,0,0,1,ST-2898,16662,17355,-0.0203721668577475,12536,4126,13220,4135
707, 안암역 3번 출구,성북구,서울특별시 성북구 고려대로 104-1,37.58625031,127.0309525,고려대로,안암동5가,안암,172.0,0,안암역,37.9,2,0,2,0,0,0,0,ST-2935,16031,15774,0.0080804904889168,11911,4120,11680,4094
708, 미아초교버스승강장,성북구,서울특별시 성북구 성북구 길음동 1261-535,37.61207962,127.0219803,삼양로14길,길음동,미아사거리,725.3,0,미아초교,61.0,2,0,2,0,0,0,0,ST-2970,2406,1359,0.2780876494023904,1722,684,955,404
709, 성북청소년문화의집,성북구,서울특별시 성북구 성북구 솔샘로 107,37.61566925,127.0087662,솔샘로25길,정릉동,북한산보국문,375.2,0,정릉동풍림아파트.청소년문화의집,50.1,3,0,3,0,0,0,0,ST-3045,1453,583,0.4273084479371316,954,499,380,203
710, 종암동 동덕여대 제2생활관 앞,성북구,서울특별시 성북구 성북구 종암로 123,37.60108948,127.0333176,종암로,종암동,월곡,730.4,3,종암사거리입구,8.4,3,0,3,0,0,0,3,ST-3046,33737,37265,-0.0496887411622207,25170,8567,28037,9228
711, 성북구 한예종 캠퍼스 본관,성북구,서울특별시 성북구 화랑로32길 146-37 한국예술종합학교,37.60665131,127.0561829,화랑로32라길,석관동,돌곶이,431.8,0,석관시장,340.9,0,0,0,0,0,0,0,ST-3038,13495,12324,0.0453541965219412,11371,2124,10422,1902
712, 성북구 한예종 캠퍼스 별관,성북구,서울특별시 성북구 화랑로32길 146-20 문화재청의릉지구관리소,37.60289764,127.0584793,화랑로32길,석관동,돌곶이,867.0,0,삼성래미안,344.2,0,0,0,0,0,0,0,ST-3039,13341,15143,-0.0632635865749192,11231,2110,12887,2256
713, 롯데캐슬클라시아 입구 앞,성북구,서울특별시 성북구 길음동 1289-3,37.60668945,127.0258942,동소문로41길,길음동,길음,371.8,0,길음역,177.8,0,0,0,0,0,0,0,ST-3158,731,727,0.0027434842249657,520,211,546,181
714," 미아역 3번,4번 출구 사이",강북구,"서울특별시 강북구 도봉로 196 미아역 3,4번 출구 사이",37.62607956,127.0264816,도봉로,미아동,미아,78.9,2,미아역신일중고,36.6,5,1,4,0,0,0,2,ST-948,30715,30482,0.0038073761785708,22469,8246,22142,8340
715, 강북구청사거리(수유역 8번출구),강북구,서울특별시 강북구 도봉로 355,37.63926315,127.0267258,도봉로,수유동,수유,160.5,2,수유역.노스페이스문화센터,33.6,2,0,2,0,0,0,2,ST-643,47747,49907,-0.0221189096196776,35283,12464,36646,13261
716, 삼양시장오거리,강북구,서울특별시 강북구 삼양로 234 다이소 삼양시장점,37.62415695,127.0186234,삼양로,미아동,삼양,336.4,0,삼양오거리,72.9,4,0,4,0,0,0,0,ST-644,8872,8556,0.0181317420243286,6436,2436,6155,2401
717, 강북문화예술회관,강북구,서울특별시 강북구 삼각산로 85 강북문화예술회관,37.64032745,127.0133591,삼각산로,수유동,가오리,339.2,0,강북구의회.강북문화예술회관,66.4,2,0,2,0,0,0,0,ST-645,23860,23131,0.0155136089889553,18146,5714,17575,5556
718, 서울북부수도사업소,강북구,서울특별시 강북구 한천로 935 번동 386-17,37.63437653,127.0357513,한천로,번동,수유,973.9,0,북부수도사업소,39.4,3,0,3,0,0,0,0,ST-859,11739,12393,-0.0271009448035803,9208,2531,9657,2736
719, 번동주공5단지 관리사무소 앞,강북구,서울특별시 강북구 오현로25마길 27 번동 230,37.63371658,127.0355148,한천로,번동,수유,988.5,0,북부수도사업소,81.0,1,0,1,0,0,0,0,ST-860,7308,7680,-0.0248198558847077,5550,1758,5959,1721
720, 번동 금호어울림아파트102동앞,강북구,서울특별시 강북구 오현로31길 85-7 번동 656-2,37.63112259,127.0360336,오현로31길,번동,미아,1015.6,0,금호.현대아파트,76.0,2,0,2,0,0,0,0,ST-861,8826,9184,-0.0198778456413103,6453,2373,6760,2424
721, 강북중학교 앞,강북구,서울특별시 강북구 한천로150길 67 수유동 694-2,37.64473724,127.0265656,도봉로99길,수유동,수유,745.6,0,한일병원입구,184.4,0,0,0,0,0,0,0,ST-862,39187,39974,-0.0099417642525991,27682,11505,28241,11733
722, 강북구청 뒷편,강북구,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.63967133,127.0251999,한천로139나길,수유동,수유,185.8,1,강북구청,104.9,0,0,0,0,0,0,1,ST-863,6879,7181,-0.021479374110953,5182,1697,5347,1834
723, 강북구청 사거리 버스정류소 앞,강북구,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.63880539,127.0283585,한천로,번동,수유,246.4,2,강북구청사거리,4.3,2,0,2,0,0,0,2,ST-646,23044,23171,-0.0027480255328356,17432,5612,17506,5665
724, 송천동 주민센터,강북구,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.61828613,127.0240479,솔샘로58길,미아동,삼양사거리,476.9,1,성암국제무역고등학교,91.7,1,0,1,0,0,0,1,ST-648,12097,11839,0.010778743315508,8649,3448,8557,3282
725, 우이초등학교 후문 옆,강북구,서울특별시 강북구 수유동 409-131,37.63858795,127.0159073,삼양로99길,수유동,가오리,354.2,0,가오리,229.1,0,0,0,1,0,1,1,ST-652,11771,11374,0.0171527327716569,8468,3303,8313,3061
726, 수유2동은행빌딩 앞,강북구,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.64308548,127.0161667,삼양로113길,수유동,가오리,163.3,0,가오리역,136.7,0,0,0,0,0,0,0,ST-654,13459,13135,0.0121831992178686,9669,3790,9561,3574
727, 장미원시장 건너편,강북구,서울특별시 강북구 삼양로 474 수유동 317-3,37.64545059,127.0156174,삼양로124길,수유동,가오리,428.9,0,인수동장미원,47.0,1,0,1,0,0,0,0,ST-651,14965,14060,0.0311800172265288,10935,4030,10404,3656
728, 수유중앙시장,강북구,서울특별시 강북구 노해로 50 수유동 140,37.63986206,127.022789,노해로,수유동,수유,328.4,0,성실교회,37.5,2,0,2,0,0,0,0,ST-650,20855,22068,-0.0282599072758194,14746,6109,15724,6344
729, 미아동 복합청사,강북구,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.62714005,127.0266953,도봉로54길,미아동,미아,81.7,1,미아역3번출구,76.1,4,1,3,0,0,0,1,ST-647,9759,9130,0.0332998041187993,7926,1833,7482,1648
730, 강북종합시장 앞,강북구,서울특별시 강북구 수유동 140 수유동 채선당앞,37.64173889,127.0246277,한천로,수유동,수유,420.7,1,강북종합시장,93.5,1,0,1,0,0,0,1,ST-1100,15823,15857,-0.0010732323232323,11413,4410,11454,4403
731, 미아역 1번 출구 뒤,강북구,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.62733459,127.0260544,도봉로,미아동,미아,74.0,1,미아역1번출구,28.9,4,1,3,0,0,0,1,ST-1101,17896,17624,0.0076576576576576,13436,4460,13195,4429
732, 삼각산동 주민센터,강북구,서울특별시 미아동 813-8 삼각산동 주민센터,37.61503601,127.0206986,삼양로,미아동,삼양사거리,719.0,1,삼성래미안아파트,67.8,3,0,3,0,0,0,1,ST-1102,13385,5399,0.425149063032368,9940,3445,4034,1365
733, 미아동 한국전력공사,강북구,서울특별시 미아동 194-1 미아동 한국전력공사,37.63018036,127.02491,도봉로65길,미아동,미아,401.0,0,한국전력공사,43.5,2,0,2,0,0,0,0,ST-1103,33849,33975,-0.0018577494692144,25201,8648,25386,8589
734, 광산사거리,강북구,서울특별시 강북구 노해로 87 광산사거리,37.64355087,127.0223465,한천로,수유동,가오리,531.5,0,광산사거리,37.7,4,0,4,0,0,0,0,ST-1104,32039,32697,-0.0101643598615916,23243,8796,23758,8939
735, 미아사거리 1번 출구,강북구,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.61395645,127.0302506,도봉로10길,미아동,미아사거리,75.8,2,미아사거리역.롯데백화점,13.8,8,1,7,0,0,0,2,ST-1105,45096,48318,-0.0344916179587642,32163,12933,34724,13594
736, 번3동 주민센터 교차로,강북구,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.62635422,127.0474472,우이천서자전거길,번동,월계,1260.6,0,번동주공1단지,75.9,3,0,3,0,0,0,0,ST-1106,14738,16211,-0.0475944295453811,11128,3610,12217,3994
737," 번동 주공3, 4단지 교차로",강북구,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.62991714,127.0409164,오현로36길,번동,미아,1366.6,1,번동주공아파트3단지4단지,13.4,2,0,2,0,0,0,1,ST-1107,20305,23525,-0.0734656627880447,15066,5239,17552,5973
738, 효성인텔리안 앞,강북구,서울특별시 수유동 230-7 효성인텔리안 앞,37.6362915,127.0233765,노해로,수유동,수유,285.3,0,대한병원,52.4,6,0,6,0,0,0,0,ST-1109,30315,31178,-0.0140341177044541,21660,8655,22251,8927
739, 번동 두산위브 101동 옆,강북구,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.63626099,127.0321732,한천로,번동,수유,602.3,0,수송초등학교,90.1,4,0,4,0,0,0,0,ST-1110,16156,14519,0.0533659331703341,12180,3976,11081,3438
740, 북한산 우이역,강북구,서울특별시 강북구 삼양로 670 북한산 우이역,37.66366577,127.0124283,삼양로171길,우이동,북한산우이,65.9,0,우이동,28.8,7,1,6,0,0,0,0,ST-1387,9870,9601,0.013815417800832,6213,3657,6146,3455
741, 솔밭공원역,강북구,서울특별시 강북구 삼양로 595 솔밭공원역,37.65615845,127.0131378,삼양로155길,우이동,솔밭공원,12.8,0,서라벌중학교.우이동대우아파트,126.0,1,1,0,0,0,0,0,ST-1388,6989,6919,0.0050330744895024,5168,1821,5279,1640
742,4.19민주묘지역,강북구,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.64967346,127.0134506,삼양로139길,우이동,419민주묘지,27.6,0,국립4.19민주묘지입구사거리,66.5,4,1,3,0,0,0,0,ST-1389,10737,10816,-0.0036653830093258,7723,3014,7695,3121
743, 가오리역,강북구,서울특별시 강북구 삼양로 426 가오리역,37.64167023,127.0168839,삼양로,수유동,가오리,8.8,0,가오리역,6.5,3,1,2,0,0,0,0,ST-1390,19826,19472,0.0090080920148608,14409,5417,14249,5223
744, 삼양역,강북구,서울특별시 강북구 삼양로 263 삼양역,37.62652969,127.0180588,삼양로57길,미아동,삼양,71.0,0,롯데마트삼양점.래미안1차아파트,137.8,1,1,0,0,0,0,0,ST-1391,4971,3894,0.1214890016920473,3495,1476,2746,1148
745, 삼양사거리역,강북구,서울특별시 강북구 삼양로 197 삼양사거리역,37.62155151,127.0203705,삼양로39길,미아동,삼양사거리,10.6,1,강북청소년문화정보도서관입구,14.8,3,1,2,0,0,0,1,ST-1392,9228,8881,0.0191617427798332,6714,2514,6425,2456
746, 수유1동 주민센터,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.63018799,127.0177383,삼양로73길,수유동,삼양,337.5,2,수유1동주민센터.파출소,19.2,5,0,5,0,0,0,2,ST-1423,11595,11065,0.0233892321270962,8440,3155,8092,2973
747, 송천동우체국,강북구,서울특별시 강북구 도봉로 71 송천동우체국,37.61545944,127.0297012,솔샘로68길,미아동,미아사거리,242.6,2,미아사거리역,8.8,2,0,2,0,0,0,2,ST-1665,8042,9517,-0.0840025058374622,5994,2048,7271,2246
748, 꿈의숲 롯데캐슬,강북구,서울특별시 강북구 오현로 56 꿈의숲 롯데캐슬 111동 인근,37.6186409,127.0362396,오패산로30가길,미아동,미아사거리,806.7,0,꿈의숲롯데캐슬아파트,27.1,4,0,4,0,0,0,0,ST-1724,8978,4924,0.2916127175945907,6389,2589,3488,1436
749, 북서울 꿈의숲 서문,강북구,서울특별시 강북구 월계로 173 북서울 꿈의숲 서문,37.62268829,127.0378113,오현로,번동,미아사거리,1247.7,0,북서울꿈의숲,3.8,5,0,5,0,0,0,0,ST-1725,13613,8247,0.2454711802378774,7634,5979,3716,4531
750,삼각산아이원아파트(105동 옆),강북구,서울특별시 강북구 삼양로19길 113 삼각산아이원아파트,37.61522293,127.0185089,삼양로19길,미아동,삼양사거리,719.4,0,삼각산아이원아파트후문,122.3,0,0,0,0,0,0,0,ST-2123,1953,347,0.6982608695652174,1225,728,186,161
751,4.19탑 앞,강북구,서울특별시 강북구 수유동 567-55,37.64686203,127.008812,4.19로,수유동,419민주묘지,530.5,0,국립4.19민주묘지,16.1,3,0,3,0,0,0,0,ST-2124,10432,9727,0.0349719728161119,6996,3436,6556,3171
752, 강북구청사거리,강북구,서울특별시 강북구 도봉로 358 코스타타워,37.63920212,127.0272369,도봉로,번동,수유,184.2,2,수유역.노스페이스문화센터,33.0,2,0,2,0,0,0,2,ST-2125,31347,31467,-0.0019104021396503,22903,8444,22965,8502
753,서울북부고용노동지청,강북구,서울특별시 강북구 덕릉로 176 예수그리스도 후기성도교회,37.63520432,127.0339661,덕릉로40나길,번동,수유,792.5,0,번동5거리.북부노동지청,18.0,5,0,5,0,0,0,0,ST-2126,14148,13500,0.0234375,10193,3955,9777,3723
754,번동사거리,강북구,서울특별시 강북구 번동 430-76,37.63539124,127.0345535,덕릉로,번동,수유,832.7,0,번동사거리,28.9,4,0,4,0,0,0,0,ST-2127,14198,13980,0.0077365320462772,10504,3694,10357,3623
755,신창교,강북구,서울특별시 강북구 번동 612-3,37.63238144,127.0393066,우이천로4길,번동,미아,1336.1,1,강북보건소,12.5,4,0,4,0,0,0,1,ST-2129,18201,18814,-0.0165608537079562,13851,4350,14365,4449
756,강북문화정보도서관,강북구,서울특별시 강북구 번동 139-5,37.62552643,127.037323,오현로20길,번동,미아,1009.1,0,강북문화정보도서관.해모로아파트,42.1,5,0,5,0,0,0,0,ST-2130,6794,5451,0.1096774193548387,4971,1823,4067,1384
757, 도봉세무서 앞,강북구,서울특별시 강북구 도봉로 117 도봉세무서,37.6198082,127.0285263,도봉로23길,미아동,미아사거리,735.7,0,도봉세무서.성북시장,20.0,1,0,1,0,0,0,0,ST-2132,19993,20092,-0.0024697517774728,15034,4959,15085,5007
758,4.19민주묘지역 1번출구,강북구,서울특별시 강북구 삼양로 522,37.64959717,127.0138474,삼양로140길,우이동,419민주묘지,9.0,0,국립4.19민주묘지입구사거리,55.3,4,1,3,0,0,0,0,ST-2133,17714,17574,0.0039673543414191,13133,4581,13008,4566
759,수유사거리,강북구,서울특별시 강북구 수유동 45-33,37.63561249,127.022995,도봉로81길,수유동,수유,362.9,1,유성빌딩,54.8,2,0,2,0,0,0,1,ST-2134,24664,25026,-0.0072851680418595,18607,6057,18876,6150
760,4.19민주묘지 입구사거리,강북구,서울특별시 강북구 삼양로 504 광리빌딩,37.64793396,127.0145721,삼양로,수유동,419민주묘지,198.0,0,국립4.19민주묘지입구사거리,79.5,1,0,1,0,0,0,0,ST-2136,13922,13736,0.0067249981922047,9801,4121,9801,3935
761,수유역2번출구,강북구,서울특별시 강북구 도봉로 342,37.63796997,127.0259018,오패산로,번동,수유,17.5,1,수유역.강북구청,36.7,8,1,7,0,0,0,1,ST-2137,58291,58587,-0.0025325553140881,43137,15154,43508,15079
762,북서울 꿈의 숲 입구,강북구,서울특별시 강북구 오현로20길 46,37.62673187,127.0387726,오현로20길,번동,미아,1129.0,0,번동한솔솔파크,105.3,0,0,0,0,0,0,0,ST-2401,8183,8305,-0.007399320718098,5882,2301,6015,2290
763, 우이동 먹거리마을,강북구,서울특별시 강북구 우이동 207-14,37.66446304,127.0118408,삼양로181길,우이동,북한산우이,168.4,0,우이동도선사입구,98.2,1,0,1,0,0,0,0,ST-2402,2668,2001,0.1428571428571428,1610,1058,1208,793
764,현대성우아파트 옆,강북구,서울특별시 강북구 삼양로24길 19 현대성우아파트,37.61666489,127.02211,삼양로24길,미아동,삼양사거리,556.9,0,성우아파트,87.1,1,0,1,0,0,0,0,ST-2403,7783,7039,0.0501956551072729,5427,2356,4895,2144
765,송중초등학교 옆,강북구,서울특별시 강북구 미아동 98-5,37.61669922,127.0304947,도봉로16길,미아동,미아사거리,380.2,0,송중초등학교,68.8,2,0,2,1,0,1,1,ST-2405,12666,13589,-0.0351552085317082,9447,3219,10105,3484
766,삼양입구삼거리,강북구,서울특별시 강북구 솔샘로 326 대한예수교장로회 신성교회,37.61708832,127.0280991,솔샘로,미아동,미아사거리,455.3,0,삼양동사거리입구,24.0,4,0,4,0,0,0,0,ST-2458,6219,6481,-0.0206299212598425,4777,1442,5067,1414
767, 드래곤타워 앞,강북구,서울특별시 강북구 도봉로 348-1 구두수선대-15,37.63713455,127.0313797,한천로,번동,수유,508.8,0,수송초등학교,31.0,2,0,2,0,0,0,0,ST-2459,17818,17054,0.0219086946547373,13137,4681,12660,4394
768, 월계2교 교차로,강북구,서울특별시 강북구 번동 259,37.6242218,127.0492172,월계로44길,번동,광운대,1115.8,0,장월초등학교,95.1,2,0,2,0,0,0,0,ST-2460,11177,12213,-0.0442924326635314,7895,3282,8648,3565
769, 송천센트레빌,강북구,서울특별시 강북구 미아동 461-4,37.61220932,127.0249786,숭인로,미아동,미아사거리,463.9,0,래미안길음센터피스120동앞,54.5,1,0,1,0,0,0,0,ST-2461,5051,4020,0.1136589130195127,3561,1490,2825,1195
770,번동3단지 버스정류장,강북구,서울특별시 강북구 서울 강북구 번동 255도,37.628685,127.0439072,월계로37길,번동,월계,1409.9,0,번동주공3단지,41.5,3,0,3,0,0,0,0,ST-2610,16022,19880,-0.1074591944738454,11926,4096,14700,5180
771, 우이천 창번교,강북구,서울특별시 강북구 번동 655-8,37.63536072,127.037674,한천로120길,번동,수유,1095.6,0,창번교앞,50.0,2,0,2,0,0,0,0,ST-3152,1249,1290,-0.0161480897991335,862,387,915,375
772,삼양동주민센터 앞,강북구,강북구 솔매로69,37.62491226,127.0197907,솔매로,미아동,삼양,288.9,0,훌랄라치킨,81.0,2,0,2,0,0,0,0,ST-3184,113,78,0.1832460732984293,94,19,60,18
773,강북 청소년 문화정보도서관 앞,강북구,강북구 삼양로54길 68,37.62302017,127.0218658,삼양로46길,미아동,삼양사거리,207.3,1,강북청소년문화정보도서관입구,201.4,0,0,0,0,0,0,1,ST-3193,18,14,0.125,12,6,8,6
774, 녹천역 1번출구 앞,도봉구,서울특별시 도봉구 창동 426-6,37.64582062,127.0504227,노해로66길,창동,녹천,135.8,0,녹천북부역,27.7,2,0,2,1,0,1,1,ST-613,13238,13716,-0.0177339170438524,9598,3640,10081,3635
775, 도봉산광역환승센터앞,도봉구,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972015,127.0451965,도봉로,도봉동,도봉산,101.1,0,도봉산역광역환승센터,7.9,6,0,6,0,0,0,0,ST-657,5874,5371,0.0447309915518008,4311,1563,4066,1305
776, 도봉구청 정문앞,도봉구,서울특별시 도봉구 마들로 656 방학동 720,37.66922379,127.0465164,마들로,방학동,방학,275.1,1,도봉구청,30.7,4,0,4,0,0,0,1,ST-614,27786,29897,-0.0365965709134407,21622,6164,23601,6296
777, 방학동우체국 건너편,도봉구,서울특별시 도봉구 도봉로 683 방학동 726-92,37.66566467,127.0426712,도봉로149길,방학동,방학,248.2,2,도봉소방서.방학남부역,33.6,4,0,4,0,0,0,2,ST-916,14665,14662,0.0001022948136529,10840,3825,10798,3864
778, 도봉구민회관,도봉구,서울특별시 도봉구 도봉로 552 창동 723-11,37.65446091,127.0385132,도봉로,창동,쌍문,729.4,0,도봉구민회관.도봉문화원,31.9,6,0,6,0,0,0,0,ST-615,26894,27147,-0.0046816306137932,20413,6481,20551,6596
779, 도봉보건소사거리,도봉구,서울특별시 도봉구 해등로 150 창동 723-10,37.65682983,127.0398483,도봉로,창동,창동,805.7,0,도봉보건소,62.4,2,0,2,0,0,0,0,ST-658,32041,32776,-0.0113396176928892,24322,7719,24952,7824
780, 쌍문역4번출구 주변,도봉구,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.65012741,127.035347,도봉로,쌍문동,쌍문,175.8,0,소피아호텔,116.8,0,0,0,0,0,0,0,ST-616,21217,19276,0.0479342108512582,16463,4754,14832,4444
781, 쌍문동 이안아파트 앞,도봉구,서울특별시 도봉구 쌍문동 315-488,37.65165329,127.0284882,노해로49길,쌍문동,쌍문,643.6,0,둘리뮤지엄.대우이안극동아파트,14.2,4,0,4,1,0,1,1,ST-1129,9678,3845,0.431339199881683,6961,2717,2795,1050
