"아이디","새주소 아이디","시설 아이디","시설명","위도","경도","건물군여부","시설용도분류","소재지 도로명주소","소재지 지번주소","기타","국가지점번호","데이터 기준일자"
"3007","","P0877","꿈동산어린이공원","37.650288","127.03686","BG_AA","FU_BI","서울특별시 도봉구 도봉로110나길 99","서울특별시 도봉구 창동 663-1","","다사 5914 6130","2022-12-07 00:00:00.0"
"3008","","P0878","미화어린이공원","37.654945","127.03969","BG_AA","FU_BI","서울특별시 도봉구 도봉로 564","서울특별시 도봉구 창동 715-17","","다사 5939 6181","2022-12-07 00:00:00.0"
"3009","","P0879","꿈동산어린이공원","37.57329","127.04584","BG_AA","FU_BI","서울특별시 동대문구 황물로 42","서울특별시 동대문구 답십리동 1002-1","","다사 5989 5275","2022-12-07 00:00:00.0"
"3010","","P0880","새움어린이공원","37.57076","127.048676","BG_AA","FU_BI","서울특별시 동대문구 천호대로55길 11","서울특별시 동대문구 답십리동 1009-1","","다사 6014 5247","2022-12-07 00:00:00.0"
"3012","","P0882","동산어린이공원","37.566967","127.05754","BG_AA","FU_BI","서울특별시 동대문구 전농로2나길 7","서울특별시 동대문구 답십리동 998-1","","다사 6092 5204","2022-12-07 00:00:00.0"
"3013","","P0883","우산각어린이공원","37.57345","127.02443","BG_AA","FU_BI","서울특별시 동대문구 천호대로4길 22","서울특별시 동대문구 신설동 109-4","","다사 5800 5278","2022-12-07 00:00:00.0"
"31","","B0031","주양쇼핑","37.55252","127.153496","BG_AB","FU_BA","서울특별시 강동구 고덕로62길 55","서울특별시 강동구 명일동 48","공사중","다사 6939 5040","2022-12-07 00:00:00.0"
"308","","B0308","에이피엠 플레이스","37.565273","127.00841","BG_AB","FU_BA","서울특별시 중구 을지로 276","서울특별시 중구 을지로7가 105","라모도쇼핑몰이 에이피엠 플레이스로 변경됨","다사 5658 5188","2022-12-07 00:00:00.0"
"2177","","P0047","강일공원","37.56955","127.17451","BG_AA","FU_BI","서울특별시 강동구 아리수로97길 68","서울특별시 강동구 강일동 332-5","","다사 7125 5229","2022-12-07 00:00:00.0"
"2179","","P0049","능골근린공원","37.556427","127.174545","BG_AA","FU_BI","","서울특별시 강동구 상일동 536","","다사 7125 5083","2022-12-07 00:00:00.0"
"2180","","P0050","벌말공원","37.560326","127.17666","BG_AA","FU_BI","서울특별시 강동구 아리수로94길 72","서울특별시 강동구 강일동 700","","다사 7144 5126","2022-12-07 00:00:00.0"
"2184","","P0054","동명공원","37.561466","127.16493","BG_AA","FU_BI","서울특별시 강동구 아리수로78길 23","서울특별시 강동구 고덕동 229","","다사 7040 5139","2022-12-07 00:00:00.0"
"2185","","P0055","샘터공원","37.561546","127.15907","BG_AA","FU_BI","","서울특별시 강동구 고덕동 287","","다사 6988 5140","2022-12-07 00:00:00.0"
"2186","","P0056","방죽공원","37.558132","127.15808","BG_AA","FU_BI","서울특별시 강동구 고덕로 295-45","서울특별시 강동구 고덕동 296","","다사 6980 5103","2022-12-07 00:00:00.0"
"2139","","P0009","늘벗근린공원","37.48957","127.05716","","FU_BI","","서울특별시 강남구 대치동 501","","다사 6085 4346","2022-12-07 00:00:00.0"
"2188","","P0058","일자산공원","37.53302","127.15136","BG_AA","FU_BI","서울특별시 강동구 동남로 660","서울특별시 강동구 둔촌동 산 125","","다사 6919 4824","2022-12-07 00:00:00.0"
"2192","","P0062","상일공원","37.54755","127.168396","BG_AA","FU_BI","서울특별시 강동구 상암로79길 88","서울특별시 강동구 상일동 188","","다사 7070 4985","2022-12-07 00:00:00.0"
"2194","","P0064","솜다래공원","37.55368","127.14127","BG_AA","FU_BI","서울특별시 강동구 고덕로38길 8","서울특별시 강동구 암사동 413-4","","다사 6831 5054","2022-12-07 00:00:00.0"
"2196","","P0066","암사공원","37.556423","127.14172","BG_AA","FU_BI","서울특별시 강동구 고덕로 131","서울특별시 강동구 암사동 414-20","","다사 6835 5084","2022-12-07 00:00:00.0"
"2197","","P0067","오동근린공원","37.629242","127.03305","BG_AA","FU_BI","","서울특별시 강북구 번동 산 20-1","","다사 5879 5896","2022-12-07 00:00:00.0"
"2198","","P0068","솔밭근린공원","37.65296","127.0119","BG_AA","FU_BI","서울특별시 강북구 삼양로 561","서울특별시 강북구 우이동 80","","다사 5694 6160","2022-12-07 00:00:00.0"
"2199","","P0069","공암나루","37.569897","126.85034","BG_AA","FU_BI","서울특별시 강서구 허준로5길 15","서울특별시 강서구 가양동 1459-9","","다사 4262 5247","2022-12-07 00:00:00.0"
"2210","","P0080","서울식물원","37.568172","126.832985","BG_AA","FU_BI","","서울특별시 강서구 마곡동 812","","다사 4109 5229","2022-12-07 00:00:00.0"
"2213","","P0083","방화근린공원","37.581966","126.81326","BG_AA","FU_BI","","서울특별시 강서구 방화동 855","","다사 3936 5384","2022-12-07 00:00:00.0"
"2","","B0002","대치2단지상가","37.493477","127.07579","BG_AB","FU_BA","서울특별시 강남구 개포로109길 9","서울특별시 강남구 개포동 12","","다사 6250 4388","2022-12-07 00:00:00.0"
"3","","B0003","로즈데일오피스텔","37.487328","127.10314","BG_AB","FU_BA","서울특별시 강남구 광평로 280","서울특별시 강남구 수서동 724","","다사 6491 4319","2022-12-07 00:00:00.0"
"602","","B0602","김세중미술관","37.542038","126.963875","BG_AA","FU_BC","서울특별시 용산구 효창원로70길 35","서울특별시 용산구 효창동 5-390","","다사 5263 4932","2022-12-07 00:00:00.0"
"8","","B0008","롯데백화점 강남점","37.49706","127.0536","BG_AA","FU_BA","서울특별시 강남구 도곡로 401","서울특별시 강남구 대치동 937","","다사 6054 4429","2022-12-07 00:00:00.0"
"4","","B0004","수서종합상가","37.49027","127.10109","BG_AB","FU_BA","서울특별시 강남구 광평로51길 49","서울특별시 강남구 수서동 707","","다사 6473 4352","2022-12-07 00:00:00.0"
"7","","B0007","역삼서해더블루","37.493","127.039116","BG_AA","FU_BA","서울특별시 강남구 논현로63길 16","서울특별시 강남구 역삼동 796-29","","다사 5925 4384","2022-12-07 00:00:00.0"
"55","","B0055","이마트 가양점","37.557953","126.862274","BG_AB","FU_BA","서울특별시 강서구 양천로 559","서울특별시 강서구 가양동 449-19","폐점","다사 4367 5114","2022-12-07 00:00:00.0"
"10","","B0010","신원아침도시마인상가","37.52646","127.049675","BG_AB","FU_BA","서울특별시 강남구 도산대로85길 30","서울특별시 강남구 청담동 122-35","","다사 6020 4755","2022-12-07 00:00:00.0"
"11","","B0011","한보종합상가(미도상가)","37.49477","127.06656","BG_AB","FU_BA","서울특별시 강남구 삼성로 150","서울특별시 강남구 대치동 511","","다사 6168 4403","2022-12-07 00:00:00.0"
"59","","B0059","강서뉴타워","37.539104","126.83542","BG_AB","FU_BA","서울특별시 강서구 화곡로18길 24","서울특별시 강서구 화곡동 1071-19","공사중","다사 4128 4907","2022-12-07 00:00:00.0"
"12","","B0012","삼성동 신도브래뉴주상 복합상가","37.510387","127.053406","BG_AA","FU_BA","서울특별시 강남구 삼성로103길 12","서울특별시 강남구 삼성동 121-38","","다사 6053 4577","2022-12-07 00:00:00.0"
"15","","B0015","금강쇼핑센타","37.53037","127.0298","BG_AA","FU_BA","서울특별시 강남구 압구정로 201","서울특별시 강남구 압구정동 458","","다사 5845 4799","2022-12-07 00:00:00.0"
"2218","","P0088","우장근린공원","37.554943","126.84458","BG_AA","FU_BI","서울특별시 강서구 우장산로10길 25-19","서울특별시 강서구 화곡동 산 60-1","","다사 4210 5082","2022-12-07 00:00:00.0"
"2221","","P0091","신림근린공원","37.481503","126.9175","BG_AA","FU_BI","서울특별시 관악구 난곡로64길 47","서울특별시 관악구 신림동 1707-1","","다사 4849 4263","2022-12-07 00:00:00.0"
"2222","","P0092","장군봉근린공원","37.478657","126.93909","BG_AA","FU_BI","서울특별시 관악구 장군봉길 100","서울특별시 관악구 신림동 산 1-1","","다사 5040 4230","2022-12-07 00:00:00.0"
"2223","","P0093","온수근린공원","37.502087","126.83835","BG_AA","FU_BI","","서울특별시 구로구 개봉동 45-2","","다사 4151 4496","2022-12-07 00:00:00.0"
"2224","","P0094","개웅산근린공원","37.486908","126.84712","BG_AA","FU_BI","","서울특별시 구로구 개봉동 산53-3","","다사 4228 4327","2022-12-07 00:00:00.0"
"2226","","P0096","계남근린공원","37.509285","126.85012","BG_AA","FU_BI","","서울특별시 구로구 고척동 산 8","","다사 4256 4575","2022-12-07 00:00:00.0"
"2227","","P0097","고척근린공원","37.505936","126.852005","BG_AA","FU_BI","","서울특별시 구로구 고척동 산 9-14","","다사 4272 4538","2022-12-07 00:00:00.0"
"2229","","P0099","테크노근린공원","37.507988","126.89093","BG_AA","FU_BI","서울특별시 구로구 새말로 107-32","서울특별시 구로구 구로동 3-33","","다사 4616 4558","2022-12-07 00:00:00.0"
"16","","B0016","갤러리아명품관(서관)","37.52856","127.040054","BG_AB","FU_BA","서울특별시 강남구 압구정로 343","서울특별시 강남구 압구정동 494","","다사 5936 4779","2022-12-07 00:00:00.0"
"17","","B0017","갤러리아명품관(동관)","37.52808","127.04157","BG_AB","FU_BA","서울특별시 강남구 압구정로 407","서울특별시 강남구 압구정동 515","","다사 5949 4774","2022-12-07 00:00:00.0"
"22","","B0022","(주)한솔필리아 (이마트역삼점)","37.499218","127.04844","BG_AA","FU_BA","서울특별시 강남구 역삼로 310","서울특별시 강남구 역삼동 755","","다사 6008 4453","2022-12-07 00:00:00.0"
"80","","B0080","자양종합상가","37.531994","127.07644","BG_AB","FU_BA","서울특별시 광진구 자양번영로6길 20","서울특별시 광진구 자양동 602","건물 노후화로인한 폐쇄","다사 6257 4816","2022-12-07 00:00:00.0"
"24","","B0024","현대백화점 무역센타(한무쇼핑㈜)","37.508595","127.059715","BG_AB","FU_BA","서울특별시 강남구 테헤란로 517","서울특별시 강남구 삼성동 159-7","","다사 6108 4557","2022-12-07 00:00:00.0"
"82","","B0082","롯데마트 구로점","37.498234","126.87266","BG_AA","FU_BA","서울특별시 구로구 경인로 482","서울특별시 구로구 구로동 636-89","폐점","다사 4454 4451","2022-12-07 00:00:00.0"
"26","","B0026","한국도심공항몰","37.509644","127.05943","BG_AB","FU_BA","서울특별시 강남구 테헤란로87길 21","서울특별시 강남구 삼성동 159-6","","다사 6106 4568","2022-12-07 00:00:00.0"
"2232","","P0102","천왕근린공원(시)","37.479607","126.83104","BG_AA","FU_BI","","서울특별시 구로구 항동 149-1","","다사 4085 4247","2022-12-07 00:00:00.0"
"2233","","P0103","푸른수목원","37.48354","126.82405","BG_AA","FU_BI","","서울특별시 구로구 항동 31","","다사 4023 4291","2022-12-07 00:00:00.0"
"2216","","P0086","봉제산","37.5398","126.8591","","FU_BI","","서울특별시 강서구 화곡동 산 5-6","","다사 4338 4913","2022-12-07 00:00:00.0"
"2235","","P0105","감로천생태공원","37.469616","126.90791","BG_AA","FU_BI","서울특별시 금천구 독산로54길 188","서울특별시 금천구 독산동 373","","다사 4764 4132","2022-12-07 00:00:00.0"
"227","","B0227","룩스쇼핑센터","37.517605","126.89998","BG_AB","FU_BA","서울특별시 영등포구 문래로 164","서울특별시 영등포구 문래동3가 55-16","","다사 4697 4664","2022-12-07 00:00:00.0"
"559","","B0559","송파어린이도서관","37.51211","127.08242","BG_AA","FU_BB","서울특별시 송파구 올림픽로 105","서울특별시 송파구 잠실동 19-6","","다사 6309 4595","2022-12-07 00:00:00.0"
"560","","B0560","롯데뮤지엄","37.51257","127.10257","BG_AB","FU_BC","서울특별시 송파구 올림픽로 300","서울특별시 송파구 신천동 29","","다사 6487 4599","2022-12-07 00:00:00.0"
"640","","B0640","짚풀생활사박물관","37.584908","126.99999","BG_AA","FU_BC","서울특별시 종로구 성균관로4길 45","서울특별시 종로구 명륜2가 8-4","","다사 5585 5406","2022-12-07 00:00:00.0"
"1027","","B1027","서울중앙요양병원","37.5652","126.96546","BG_AA","FU_BD","서울특별시 서대문구 충정로 71-5","서울특별시 서대문구 충정로2가 78","","다사 5279 5189","2022-12-07 00:00:00.0"
"1028","","B1028","제이여성병원","37.58852","126.944916","BG_AA","FU_BD","서울특별시 서대문구 통일로 442","서울특별시 서대문구 홍제동 251-4","","다사 5099 5449","2022-12-07 00:00:00.0"
"1088","","B1088","의료법인일맥의료재단 송파인애가한방병원","37.48729","127.129486","BG_AB","FU_BD","서울특별시 송파구 문정로 65","서울특별시 송파구 문정동 17-5","","다사 6724 4318","2022-12-07 00:00:00.0"
"1228","","B1228","마인드웰병원","37.599556","127.09693","BG_AB","FU_BD","서울특별시 중랑구 망우로 403","서울특별시 중랑구 망우동 489-1","","다사 6441 5564","2022-12-07 00:00:00.0"
"1230","","B1230","조앤조병원","37.600273","127.10471","BG_AB","FU_BD","서울특별시 중랑구 망우로 474","서울특별시 중랑구 망우동 207-1","","다사 6510 5572","2022-12-07 00:00:00.0"
"1313","","B1313","은마아파트","37.497696","127.06498","BG_AB","FU_BA","서울특별시 강남구 삼성로 212-3","서울특별시 강남구 대치동 316","","다사 6154 4435","2022-12-07 00:00:00.0"
"1886","","B1887","토마스케네디치과의원","37.563087","126.92157","BG_AB","FU_BE","서울특별시 마포구 연남로 42","서울특별시 마포구 연남동 573-1","","다사 4891 5168","2022-12-07 00:00:00.0"
"1887","","B1888","사랑의두레치과의원","37.561924","126.918755","BG_AB","FU_BE","서울특별시 마포구 성미산로 105","서울특별시 마포구 연남동 488-11","","다사 4866 5155","2022-12-07 00:00:00.0"
"60","","B0060","홈플러스 남현점","37.471634","126.982445","BG_AA","FU_BA","서울특별시 관악구 과천대로 909","서울특별시 관악구 남현동 612-51","","다사 5423 4150","2022-12-07 00:00:00.0"
"61","","B0061","관악프라자","37.483616","126.95515","BG_AB","FU_BA","서울특별시 관악구 관악로 212","서울특별시 관악구 봉천동 31-1","","다사 5182 4284","2022-12-07 00:00:00.0"
"63","","B0063","세이브마트","37.47433","126.91792","BG_AA","FU_BA","서울특별시 관악구 난곡로 220","서울특별시 관악구 신림동 607-73","","다사 4853 4183","2022-12-07 00:00:00.0"
"64","","B0064","라붐아울렛(에그옐로우)","37.48095","126.952065","BG_AB","FU_BA","서울특별시 관악구 남부순환로 1820","서울특별시 관악구 봉천동 862-1","","다사 5155 4255","2022-12-07 00:00:00.0"
"68","","B0068","일성트루엘상가","37.47042","126.934494","BG_AA","FU_BA","서울특별시 관악구 신림로23길 16","서울특별시 관악구 신림동 1523-1","","다사 4999 4139","2022-12-07 00:00:00.0"
"70","","B0070","광진두산위브파크","37.54844","127.07109","BG_AB","FU_BA","서울특별시 광진구 광나루로 369","서울특별시 광진구 군자동 503","","다사 6211 4998","2022-12-07 00:00:00.0"
"71","","B0071","현대종합상가","37.540054","127.09783","BG_AB","FU_BA","서울특별시 광진구 광나루로 635","서울특별시 광진구 광장동 484","","다사 6447 4904","2022-12-07 00:00:00.0"
"72","","B0072","프라임프라자상가","37.53679","127.09619","BG_AB","FU_BA","서울특별시 광진구 광나루로56길 63","서울특별시 광진구 구의동 631-1","","다사 6432 4868","2022-12-07 00:00:00.0"
"126","","B0126","VIC마켓도봉점","37.667694","127.04555","BG_AB","FU_BA","서울특별시 도봉구 도봉로150다길 42","서울특별시 도봉구 방학동 717-6","폐점","다사 5992 6322","2022-12-07 00:00:00.0"
"73","","B0073","테크노마트21","37.535698","127.095764","BG_AA","FU_BA","서울특별시 광진구 광나루로56길 85","서울특별시 광진구 구의동 546-4","","다사 6428 4856","2022-12-07 00:00:00.0"
"79","","B0079","프라젠스파","37.530907","127.08415","BG_AB","FU_BA","서울특별시 광진구 자양로5길 33","서울특별시 광진구 자양동 663-21","","다사 6325 4803","2022-12-07 00:00:00.0"
"83","","B0083","디큐브시티 백화점","37.508583","126.8889","BG_AA","FU_BA","서울특별시 구로구 경인로 662","서울특별시 구로구 신도림동 692","","다사 4599 4565","2022-12-07 00:00:00.0"
"84","","B0084","중앙유통단지","37.500904","126.87459","BG_AB","FU_BA","서울특별시 구로구 경인로53길 15","서울특별시 구로구 구로동 1258","","다사 4472 4481","2022-12-07 00:00:00.0"
"135","","B0135","롯데플라자(롯데쇼핑㈜청량리플라자)","37.57982","127.04603","BG_AA","FU_BA","서울특별시 동대문구 왕산로 200-1","서울특별시 동대문구 전농동 620-69","공사중","다사 5991 5347","2022-12-07 00:00:00.0"
"139","","B0139","바우하우스","37.571926","127.07239","BG_AA","FU_BA","서울특별시 동대문구 답십리로 288","서울특별시 동대문구 장안동 368-1","공사중","다사 6223 5259","2022-12-07 00:00:00.0"
"41","","B0041","이안강동주상복합","37.535538","127.127945","BG_AA","FU_BA","서울특별시 강동구 천호대로162길 34","서울특별시 강동구 성내동 25-1","","다사 6712 4853","2022-12-07 00:00:00.0"
"92","","B0092","홈플러스데스코㈜ 신도림점","37.509834","126.88847","BG_AA","FU_BA","서울특별시 구로구 경인로 661","서울특별시 구로구 신도림동 337","","다사 4595 4579","2022-12-07 00:00:00.0"
"97","","B0097","Vic 마켓(롯데마트 금천점)","37.470592","126.89571","BG_AA","FU_BA","서울특별시 금천구 두산로 71","서울특별시 금천구 독산동 295-10","","다사 4656 4143","2022-12-07 00:00:00.0"
"157","","B0157","마포영화블렌하임(성산프라자)","37.55849","126.9063","BG_AB","FU_BA","서울특별시 마포구 월드컵로25길 26","서울특별시 마포구 망원동 517","중복시설","다사 4756 5118","2022-12-07 00:00:00.0"
"161","","B0161","신촌밀리오레","37.559795","126.94192","BG_AB","FU_BA","서울특별시 서대문구 신촌역로 30","서울특별시 서대문구 신촌동 74-12","공사중","다사 5071 5130","2022-12-07 00:00:00.0"
"164","","B0164","예스에이피엠","37.55764","126.94492","BG_AB","FU_BA","서울특별시 서대문구 이화여대1길 10","서울특별시 서대문구 대현동 145","건물 영업종료됨","다사 5097 5106","2022-12-07 00:00:00.0"
"100","","B0100","현대아울렛","37.47758","126.889084","BG_AA","FU_BA","서울특별시 금천구 디지털로10길 9","서울특별시 금천구 가산동 60-8","","다사 4598 4221","2022-12-07 00:00:00.0"
"104","","B0104","홈플러스 시흥점","37.452118","126.90072","BG_AA","FU_BA","서울특별시 금천구 시흥대로 201","서울특별시 금천구 시흥동 992-47","","다사 4699 3938","2022-12-07 00:00:00.0"
"110","","B0110","정안프라자","37.645966","127.06417","","FU_BA","서울특별시 노원구 덕릉로 517","서울특별시 노원구 중계동 515-2","","다사 6155 6080","2022-12-07 00:00:00.0"
"123","","B0123","삼익쇼핑","37.64008","127.03728","BG_AB","FU_BA","서울특별시 도봉구 덕릉로57길 30","서울특별시 도봉구 창동 581-28","","다사 5917 6016","2022-12-07 00:00:00.0"
"43","","B0043","트레지오(대규모점포)","37.612057","127.030716","BG_AB","FU_BA","서울특별시 강북구 도봉로 34","서울특별시 강북구 미아동 35-4","","다사 5858 5706","2022-12-07 00:00:00.0"
"44","","B0044","와이스퀘어","37.6137","127.03052","BG_AB","FU_BA","서울특별시 강북구 도봉로 52","서울특별시 강북구 미아동 1364","","다사 5856 5724","2022-12-07 00:00:00.0"
"45","","B0045","롯데쇼핑㈜ 미아점","37.614216","127.030525","BG_AB","FU_BA","서울특별시 강북구 도봉로 62","서울특별시 강북구 미아동 70-6","","다사 5856 5730","2022-12-07 00:00:00.0"
"46","","B0046","성북프라자","37.621567","127.02646","BG_AB","FU_BA","서울특별시 강북구 도봉로33길 18","서울특별시 강북구 미아동 318-5","","다사 5821 5811","2022-12-07 00:00:00.0"
"47","","B0047","수유시장","37.630783","127.02295","BG_AB","FU_BA","서울특별시 강북구 도봉로67길 18","서울특별시 강북구 수유동 54-5","","다사 5790 5914","2022-12-07 00:00:00.0"
"48","","B0048","롯데마트 삼양점","37.625576","127.017715","BG_AA","FU_BA","서울특별시 강북구 삼양로 247","서울특별시 강북구 미아동 1359","","다사 5744 5856","2022-12-07 00:00:00.0"
"49","","B0049","동북프라자","37.620247","127.01879","BG_AB","FU_BA","서울특별시 강북구 솔샘로 233","서울특별시 강북구 미아동 701-3","","다사 5753 5797","2022-12-07 00:00:00.0"
"50","","B0050","NC백화점 강서점","37.559963","126.84035","BG_AA","FU_BA","서울특별시 강서구 강서로56길 17","서울특별시 강서구 등촌동 689","","다사 4173 5138","2022-12-07 00:00:00.0"
"51","","B0051","㈜송춘스페이스","37.549496","126.872826","BG_AA","FU_BA","서울특별시 강서구 공항대로71길 49","서울특별시 강서구 염창동 264-18","","다사 4460 5020","2022-12-07 00:00:00.0"
"56","","B0056","롯데몰김포공항","37.56327","126.803085","BG_AB","FU_BA","","서울특별시 강서구 방화동 886","","다사 3845 5177","2022-12-07 00:00:00.0"
"113","","B0113","공릉동종합상가","37.62195","127.07531","BG_AB","FU_BA","서울특별시 노원구 동일로180길 14","서울특별시 노원구 공릉동 581-1","폐점","다사 6252 5814","2022-12-07 00:00:00.0"
"140","","B0140","해태전농프라자","37.574543","127.047","BG_AA","FU_BA","서울특별시 동대문구 서울시립대로 36","서울특별시 동대문구 전농동 647-1","공사중","다사 5999 5289","2022-12-07 00:00:00.0"
"143","","B0143","경유산업㈜ 태평백화점","37.486877","126.981606","BG_AB","FU_BA","서울특별시 동작구 동작대로 115","서울특별시 동작구 사당동 136-1","폐점","다사 5417 4319","2022-12-07 00:00:00.0"
"124","","B0124","대우상가","37.64261","127.03735","BG_AB","FU_BA","서울특별시 도봉구 덕릉로63가길 43","서울특별시 도봉구 창동 804","","다사 5918 6044","2022-12-07 00:00:00.0"
"130","","B0130","경동시장","37.579422","127.03946","BG_AB","FU_BA","서울특별시 동대문구 고산자로36길 3","서울특별시 동대문구 제기동 1022","","다사 5933 5343","2022-12-07 00:00:00.0"
"133","","B0133","한솔동의보감","37.578564","127.0356","BG_AB","FU_BA","서울특별시 동대문구 왕산로 109","서울특별시 동대문구 제기동 892-71","","다사 5899 5334","2022-12-07 00:00:00.0"
"134","","B0134","불로장생타워㈜","37.578526","127.036514","BG_AB","FU_BA","서울특별시 동대문구 왕산로 117","서울특별시 동대문구 제기동 1140-5","","다사 5907 5333","2022-12-07 00:00:00.0"
"136","","B0136","롯데백화점_롯데쇼핑(주)청량리점","37.58016","127.047905","BG_AB","FU_BA","서울특별시 동대문구 왕산로 214","서울특별시 동대문구 전농동 588-1","","다사 6008 5351","2022-12-07 00:00:00.0"
"137","","B0137","이문동 kcc웰츠타워","37.59848","127.06191","BG_AB","FU_BA","서울특별시 동대문구 이문로 136","서울특별시 동대문구 이문동 292-10","","다사 6132 5554","2022-12-07 00:00:00.0"
"138","","B0138","베라체캠퍼스에비뉴","37.59082","127.05606","BG_AA","FU_BA","서울특별시 동대문구 이문로 37","서울특별시 동대문구 회기동 346-18","","다사 6080 5469","2022-12-07 00:00:00.0"
"141","","B0141","홈플러스 동대문점","37.574512","127.03879","BG_AA","FU_BA","서울특별시 동대문구 천호대로 133","서울특별시 동대문구 용두동 33-1","","다사 5927 5289","2022-12-07 00:00:00.0"
"142","","B0142","청량리현대코아","37.58144","127.04439","BG_AA","FU_BA","서울특별시 동대문구 홍릉로 13","서울특별시 동대문구 청량리동 738","","다사 5977 5365","2022-12-07 00:00:00.0"
"147","","B0147","현대상가","37.49465","126.91144","BG_AA","FU_BA","서울특별시 동작구 여의대방로 28","서울특별시 동작구 신대방동 707","","다사 4797 4409","2022-12-07 00:00:00.0"
"148","","B0148","마포트라팰리스아케이드","37.54144","126.94722","BG_AB","FU_BA","서울특별시 마포구 마포대로 53","서울특별시 마포구 도화동 559","","다사 5116 4926","2022-12-07 00:00:00.0"
"149","","B0149","성산프라자 마포영화블렌하임","37.55849","126.9063","BG_AB","FU_BA","서울특별시 마포구 월드컵로25길 26","서울특별시 마포구 망원동 517","","다사 4756 5118","2022-12-07 00:00:00.0"
"150","","B0150","이마트 마포공덕점","37.542446","126.95337","BG_AB","FU_BA","서울특별시 마포구 백범로 212","서울특별시 마포구 신공덕동 173","","다사 5171 4937","2022-12-07 00:00:00.0"
"151","","B0151","신촌농협 하나로클럽","37.55609","126.93311","BG_AB","FU_BA","서울특별시 마포구 신촌로 66","서울특별시 마포구 노고산동 49-31","","다사 4992 5090","2022-12-07 00:00:00.0"
"270","","B0270","광장시장","37.570107","126.99954","BG_AA","FU_BA","서울특별시 종로구 창경궁로 88","서울특별시 종로구 예지동 2-1","","다사 5580 5242","2022-12-07 00:00:00.0"
"152","","B0152","이마트 신촌좀","37.55514","126.93598","BG_AB","FU_BA","서울특별시 마포구 신촌로 94","서울특별시 마포구 노고산동 57-1","","다사 5018 5079","2022-12-07 00:00:00.0"
"171","","B0171","신세계백화점(강남점)","37.50466","127.00439","BG_AB","FU_BA","","서울특별시 서초구 반포동 19-3","","다사 5619 4515","2022-12-07 00:00:00.0"
"155","","B0155","마포농수산물시장","37.565086","126.89814","BG_AB","FU_BA","서울특별시 마포구 월드컵로 235","서울특별시 마포구 성산동 533-1","","다사 4684 5191","2022-12-07 00:00:00.0"
"156","","B0156","홈플러스월드컵몰점","37.568237","126.897316","BG_AA","FU_BA","서울특별시 마포구 월드컵로 240","서울특별시 마포구 성산동 421-22","","다사 4677 5226","2022-12-07 00:00:00.0"
"158","","B0158","대우미래사랑상가(대우하나로마트)","37.55737","126.91679","BG_AB","FU_BA","서울특별시 마포구 월드컵북로5나길 18","서울특별시 마포구 서교동 487","","다사 4848 5105","2022-12-07 00:00:00.0"
"159","","B0159","서강한화오벨리스크상가","37.546535","126.931725","BG_AB","FU_BA","서울특별시 마포구 창전로 45","서울특별시 마포구 창전동 442","","다사 4980 4984","2022-12-07 00:00:00.0"
"160","","B0160","현대백화점신촌점","37.556156","126.93588","BG_AA","FU_BA","서울특별시 서대문구 신촌로 83","서울특별시 서대문구 창천동 30-33","","다사 5017 5090","2022-12-07 00:00:00.0"
"162","","B0162","현대 U-Plex","37.556767","126.93658","BG_AA","FU_BA","서울특별시 서대문구 연세로 13","서울특별시 서대문구 창천동 30-1","","다사 5023 5097","2022-12-07 00:00:00.0"
"163","","B0163","연희사러가","37.567146","126.929665","BG_AB","FU_BA","서울특별시 서대문구 연희맛로 23","서울특별시 서대문구 연희동 131-1","","다사 4963 5212","2022-12-07 00:00:00.0"
"260","","B0260","비스포레스포츠센터","37.618248","126.9231","BG_AB","FU_BA","서울특별시 은평구 통일로78길 7","서울특별시 은평구 불광동 305-35","건물공사중","다사 4908 5780","2022-12-07 00:00:00.0"
"165","","B0165","유진상가 관리실","37.591396","126.94248","BG_AB","FU_BA","서울특별시 서대문구 통일로 484","서울특별시 서대문구 홍제동 294-46","","다사 5078 5481","2022-12-07 00:00:00.0"
"166","","B0166","강남교보타워","37.503777","127.02407","BG_AB","FU_BA","서울특별시 서초구 강남대로 465","서울특별시 서초구 서초동 1303-22","","다사 5793 4505","2022-12-07 00:00:00.0"
"167","","B0167","라시따","37.463394","127.03701","BG_AB","FU_BA","서울특별시 서초구 매헌로 16","서울특별시 서초구 양재동 215","","다사 5905 4056","2022-12-07 00:00:00.0"
"168","","B0168","방배한신트리플","37.49127","126.9893","BG_AB","FU_BA","서울특별시 서초구 방배로33길 29","서울특별시 서초구 방배동 816-1","","다사 5485 4368","2022-12-07 00:00:00.0"
"455","","B0455","서울여자대학교 박물관","37.627773","127.090485","BG_AB","FU_BC","서울특별시 노원구 화랑로 621","서울특별시 노원구 공릉동 126","50주년 기념관 2층 박물관이나 현재 미운영","다사 6386 5878","2022-12-07 00:00:00.0"
"93","","B0093","고척프라자(고척시장)","37.503803","126.86281","","FU_BA","서울특별시 구로구 중앙로 64","서울특별시 구로구 고척동 50-48","","다사 4368 4513","2022-12-07 00:00:00.0"
"324","","B0324","평화시장","37.569466","127.00809","BG_AB","FU_BA","서울특별시 중구 청계천로 274","서울특별시 중구 을지로6가 17-48","","다사 5656 5234","2022-12-07 00:00:00.0"
"325","","B0325","신평화패션타운","37.569435","127.01158","BG_AB","FU_BA","서울특별시 중구 청계천로 298","서울특별시 중구 신당동 217-1","","다사 5686 5234","2022-12-07 00:00:00.0"
