Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
1239, 하늘공원 입구,마포구,마포구 하늘공원로 108-2,37.57012177,126.8813477,하늘공원로,상암동,수색,1733.0,0
1240,신석초교앞 교차로 교통섬,마포구,마포구 용강동 494-6 ,37.54364014,126.9383087,대흥로,용강동,대흥,566.2,0
1241,푸르메병원,마포구,마포구 상암동 632,37.58456802,126.8802109,월드컵북로,상암동,수색,1421.7,1
1242,구룡근린공원,마포구,마포구 상암동 1583,37.58320236,126.8827667,월드컵북로62길,상암동,수색,1164.4,1
1243,가온문화공원,마포구,마포구 상암동 1594,37.58207703,126.8876648,월드컵북로58길,상암동,수색,715.1,1
1244,월드컵파크 4단지,마포구,마포구 상암동 1761,37.57597733,126.8880692,상암산로,상암동,수색,857.5,0
1245,성산시영아파트 후문,마포구, 마포구 중동 77-11,37.57313538,126.9018478,성암로11길,중동,디지털미디어시티,397.0,0
1246,홍대입구역 6번출구,마포구,마포구 서교동 193-4,37.55657578,126.9288559,와우산로35길,동교동,홍대입구,314.6,0
1247,신수동주민센터,마포구,마포구 신수동 458,37.54724503,126.9350281,신수로,신수동,광흥창,269.2,0
1248,염리초등학교 앞,마포구,마포구 도화동 536,37.54243088,126.9469986,마포대로,도화동,마포,330.8,0
1249,합정동주민센터 앞,마포구,마포구 합정동 473-2,37.551754,126.9123001,월드컵로5길,합정동,합정,284.3,2
1250,연남동주민센터 앞,마포구,마포구 연남동 250-11,37.56465149,126.9221268,성미산로29길,연남동,가좌,725.1,1
1251,벽산상암스마트큐브,마포구,마포구 성산동 593-1,37.5650444,126.9036026,모래내로1길,성산동,마포구청,171.3,0
1252,래미안신공덕3차아파트,마포구,마포구 공덕동 457,37.54554749,126.9567947,만리재로,신공덕동,공덕,490.1,0
1253,마포구청 청사내,마포구,마포구 월드컵로 212,37.56624603,126.9021835,월드컵로34길,성산동,마포구청,320.0,2
1254, 상암월드컵파크5단지(상암중학교),마포구,마포구 상암동 1727,37.57948685,126.8873901,월드컵북로,상암동,수색,741.6,0
1255,MBC 앞,마포구,마포구 상암동 1704,37.58194733,126.8902969,월드컵북로54길,상암동,수색,485.2,0
1256,DMC역7번출구,마포구,마포구 상암동 1133,37.57711411,126.8983612,성암로,상암동,디지털미디어시티,237.4,0
1257,서교동사거리(신),마포구,마포구 서교동 418,37.55583954,126.920433,동교로,서교동,홍대입구,462.3,1
1258,홍대입구역 3번출구,마포구,마포구 동교동 155-27,37.5582962,126.9253845,양화로,동교동,홍대입구,122.6,2
1259,경의선(노고산동),마포구,마포구 노고산동 112-12,37.55342865,126.9337921,신촌로14안길,창전동,서강대,241.4,0
1260, 프런트원(공덕역4번출구 앞),마포구,마포구 마포대로 122,37.54585266,126.9525986,만리재로1길,공덕동,공덕,222.2,0
1261, 광흥창역5번출구,마포구,마포구 창전동 246-34,37.54737854,126.931633,창전로,창전동,광흥창,33.0,3
1262, 아만티호텔 앞,마포구,마포구 서교동 445-7,37.5573082,126.9188538,월드컵북로,서교동,홍대입구,576.9,0
1263, 스타벅스(동교동) 앞,마포구,마포구 동교동 205-6,37.5566597,126.9198685,월드컵북로,동교동,홍대입구,490.6,0
1264, 가좌행복주택 앞,마포구,마포구 중동 275,37.56949234,126.9118424,성암로,중동,가좌,340.6,0
1265, 시석빌딩 앞,마포구,마포구 합정동 412-34,37.5483017,126.9167175,독막로,합정동,합정,293.1,1
1266, 한화오벨리스크 앞,마포구,마포구 상암동 1758,37.58332062,126.8815613,월드컵북로,상암동,수색,1271.1,0
1267, 마포구중앙도서관 정문 앞,마포구,마포구 성산동 275-26,37.56415558,126.9081497,성산로4길,성산동,마포구청,430.6,2
1268, JTBC 앞,마포구,마포구 상암산로 38 ,37.57730484,126.8901825,상암산로,상암동,수색,619.7,0
1269, 망원정 앞,마포구,마포구 합정동454-23,37.5500679,126.9048004,동교로8안길,합정동,망원,814.0,0
1270, 한강공원 망원나들목,마포구,마포구 망원동 462-8,37.55557632,126.8968887,망원로,망원동,마포구청,1049.5,0
1271, 디지털매직스페이스,마포구,MBC본사와 디지털매직스페이스 건물 사이 횡단보도 2개 중간,37.58119965,126.8895798,월드컵북로54길,상암동,수색,534.2,1
1272, 신촌 청년주택,마포구,마포구 창전동15-1,37.54985428,126.9320374,서강로,창전동,광흥창,266.2,0
1273, 솔리스타오피스텔(공덕동주민센터),마포구,서울  마포구 공덕동 30-19,37.55015945,126.9605255,만리재옛12길,공덕동,애오개,514.6,0
1274, 서울디자인고등학교 앞,마포구,마포구 염리동 160-68 (동도중학교.서울디자인고등학교 버스정류장에서 공덕방향으로의 보도블럭 공간) (매장 '호계식' 앞),37.54568481,126.9467697,백범로26길,염리동,공덕,464.6,0
1275, 서부운전면허시험장,마포구,서울 마포구 월드컵로42길 13,37.57892227,126.882164,월드컵로42길,상암동,수색,1206.7,0
1276, 마포프레스티지자이 1,마포구,서울시 마포구 염리동 30-29,37.55152893,126.9466934,숭문길,대흥동,이대,580.7,0
1277, 코오롱아파트사거리,마포구,마포구 연남로 42 코오롱아파트사거리,37.56303787,126.9214325,성미산로,연남동,홍대입구,736.7,3
1278, 에스테반,마포구,마포구 만리재로 95,37.54891968,126.9595184,만리재로7길,공덕동,애오개,585.3,0
1279, 상암한샘빌딩앞,마포구,서울시 마포구 성암로 179,37.57649231,126.898674,성암로,상암동,디지털미디어시티,204.8,0
1280, 성산2동 주민센터,마포구,서울 마포구 성산동 601-8,37.56896973,126.9077988,월드컵북로30길,성산동,마포구청,722.1,1
1281, 아현문화건강센터,마포구,서울시 마포구 아현동 645-14,37.55235291,126.9514771,대흥로24바길,아현동,애오개,496.4,1
1282, 당인리발전소 공원 앞,마포구,서울 마포구 합정동 50-15,37.54529572,126.9176483,토정로,합정동,합정,577.3,0
1283, 상수역새마을금고,마포구,서울 마포구 독막로 8,37.54758835,126.9246445,독막로,상수동,상수,159.0,0
1284, 서울서부지방법원등기국앞,마포구,서울서부지방법원등기국앞,37.55184937,126.9547806,마포대로19길,아현동,애오개,276.3,0
1285, 신촌 교보빌딩,마포구,신촌로 134,37.5560112,126.9403458,백범로1길,노고산동,신촌,320.2,0
1286, 공덕역 경의선숲길 커뮤니티센터,마포구,서울시 마포구 도화동 1-402 경의선 숲길 커뮤니티센터,37.54161072,126.9537582,새창로6가길,도화동,공덕,328.7,1
1287, 마포아트센터 앞,마포구,대흥로20길8,37.55034256,126.9458008,대흥로20길,대흥동,대흥,436.1,1
1288, KB국민은행 염창역 지점 앞,양천구,서울특별시 양천구 목동 559,37.5468483,126.8727722,목동중앙본로,목동,염창,189.7,2
1289, 목동사거리 부근,양천구,서울특별시 양천구 목동 813,37.53280258,126.8639298,목동중앙서로1길,목동,목동,753.0,2
1290, 목4동주민센터 옆,양천구,서울특별시 양천구 목동 904-3,37.53254318,126.8687286,목동중앙서로,목동,목동,793.5,0
1291, 오목교역 7번출구 앞,양천구,서울특별시 양천구 목동 451,37.52362823,126.8752441,목동동로12길,목동,오목교,96.5,1
1292, 남부법원검찰청 교차로,양천구,서울특별시 양천구 신정동 1095,37.52325439,126.8649063,오목로50길,신정동,목동,312.0,0
1293, 신정네거리역,양천구,서울특별시 양천구 신월동 894,37.5218811,126.8517532,중앙로45길,신월동,신정네거리,225.2,0
1294, 서울출입국관리사무소 앞,양천구,서울특별시 양천구 신정동 319-3,37.51897049,126.8699646,목동동로10길,신정동,오목교,767.3,0
1295, 신정3동 현장민원실 앞,양천구,서울특별시 양천구 신정동 760-2,37.51158524,126.8415604,남부순환로88길,신정동,신정네거리,1376.5,0
1296, 금옥여고보도육교,양천구,신정로 213,37.50971222,126.8441696,신정로,신정동,신정네거리,1385.6,1
1297, 신일해피트리아파트 앞,양천구,서울특별시 양천구 신월동 1063-4,37.51705933,126.8484879,중앙로29길,신월동,신정네거리,514.7,0
1298, 강월초교입구 사거리,양천구,서울특별시 양천구 신월동 905,37.51699829,126.8383179,남부순환로80길,신월동,신정네거리,1334.6,0
1299, 양서중학교 옆,양천구,서울특별시 양천구 신월동 790,37.53304672,126.8299561,남부순환로56길,신월동,화곡,1321.0,0
1300, 한국SGI 양천문화회관 앞,양천구,서울특별시 양천구 신월동 790,37.532547,126.8308029,곰달래로1길,신월동,화곡,1311.1,0
1301,신정6동 주민센터 인근,양천구,서울특별시 양천구 목동서로 355,37.51731873,126.8643189,목동서로10길,신정동,양천구청,562.0,0
1302, 홍익병원앞 교차로,양천구,서울특별시 양천구 등촌로 2,37.5303688,126.8642578,목동중앙서로8가길,목동,목동,481.4,0
1303, 서울강월초등학교 앞,양천구,서울특별시 양천구 신월로 97,37.5161972,126.8348999,신월로5길,신월동,신정네거리,1649.5,0
1304, 경서농협 버스정류장(우리은행신정동지점방향),양천구,서울특별시 양천구 신월로 328,37.52151108,126.8573837,은행정로5길,신정동,신정,401.0,0
1305, SBS방송국,양천구,서울특별시 양천구 목동서로161,37.52916336,126.8727493,목동동로,목동,오목교,560.8,0
1306, 계남공원 입구 주출입구 좌측,양천구,서울특별시 양천구 신정동 621-14,37.51068115,126.857399,중앙로17길,신정동,양천구청,768.4,0
1307, 양강중학교앞 교차로,양천구,서울특별시 양천구 남부순환로88길5-16,37.52433395,126.8505478,오목로,신월동,신정네거리,516.9,1
1308, 목동3단지 시내버스정류장,양천구,서울특별시 양천구 목동중앙로 49 ,37.5343895,126.8695984,목동중앙로,목동,목동,1011.8,0
1309, 서부식자재마트 건너편,양천구,서울특별시 양천구 신정동 236 ,37.51037979,126.8667984,목동남로,신정동,양천구청,240.1,0
1310, 서울시 도로환경관리센터,양천구,서울특별시 양천구 목동동로 316-6,37.5298996,126.8765411,목동동로,목동,오목교,611.7,1
1311, 신월중학교,양천구,서울특별시 양천구 화곡로 59,37.53955078,126.8283005,화곡로,신월동,우장산,1244.4,2
1312, 신정이펜하우스314동,양천구,서울특별시 양천구 신정이펜1로50 ,37.51409912,126.8310013,신정이펜2로,신정동,까치울,1978.3,0
1313, 신트리공원 입구,양천구,서울특별시 양천구 신정동 310-8 ,37.51395035,126.8560562,중앙로21길,신정동,신정네거리,734.3,1
1314, 영도초등학교,양천구,서울특별시 양천구 목동중앙로 70 ,37.53637695,126.8715134,목동중앙로5길,목동,염창,1209.9,0
1315, 오솔길공원,양천구,서울특별시 양천구 남부순환로70길11-9,37.52219009,126.8367004,남부순환로70길,신월동,까치산,1381.5,0
1316, 장수공원,양천구,서울특별시 양천구 신월로 894 ,37.52256012,126.8494797,중앙로49길,신월동,신정네거리,410.1,0
1317, 신월사거리,양천구,서울특별시 양천구 신월동 263,37.53620148,126.8277969,가로공원로,신월동,화곡,1265.0,1
1318, 으뜸공원,양천구,서울특별시 양천구 가로공원로 133,37.53636932,126.8317108,가로공원로,신월동,화곡,961.2,0
1319, 화곡로 입구 교차로,양천구,서울특별시 양천구 신월동 258,37.53952026,126.8254013,남부순환로30길,신월동,우장산,1408.6,0
1320, 등촌역 5번 출구 뒤,양천구,서울특별시 양천구 등촌로 236,37.55073166,126.8645783,목동중앙북로7가길,목동,등촌,98.8,1
1321, 현대6차아파트 101동 옆,양천구,서울특별시 양천구 신정동 735-5,37.50889969,126.8426819,신정로,신정동,오류동,1612.8,1
1322, 신목동역 2번 출구,양천구,서울특별시 양천구 목동중앙로 212 앞,37.54384232,126.8825455,목동중앙로13길,목동,신목동,67.5,0
1323, 강서초등학교,양천구,서울특별시 양천구 오목로 31 부근,37.52228165,126.8396988,오목로3길,신월동,까치산,1220.5,0
1324, 목동2단지 상가,양천구,서울특별시  양천구 목동 902-5 ,37.53650284,126.8777466,목동서로4길,목동,신목동,983.2,1
1325, 목동3단지 상가,양천구,서울특별시 양천구 목동 903-6,37.53458023,126.8756485,목동서로6길,목동,오목교,1120.0,0
1326, 목동운동장,양천구,서울특별시 양천구 안양천로 939,37.53025055,126.879303,목동동로,목동,오목교,735.3,0
1327, 이대목동병원보도육교,양천구,서울특별시 양천구 목동 911-10,37.53722763,126.8866119,안양천동자전거길,목동,선유도,617.3,1
1328, 연의근린공원 건너편,양천구,서울특별시 양천구 신정로7길 92,37.51215744,126.8356247,신정로7길,신정동,신정네거리,1762.9,0
1329, 성원2차 아파트,양천구,서울특별시 양천구 목동중앙남로 100,37.54218292,126.8633041,목동중앙남로16가길,목동,등촌,961.1,0
1330, 목동1단지아파트 118동 앞,양천구, 양천구 목동서로 38,37.54114151,126.8766785,용왕정길,목동,염창,661.7,0
1331, 목동1단지아파트 상가 앞,양천구,양천구 목동서로 38,37.5378685,126.8814087,목동서로2길,목동,신목동,726.4,1
1332, 목동주차장,양천구,양천구 목동동로 298,37.52667999,126.8761673,목동동로,목동,오목교,257.6,0
1333, 신정이펜하우스 1단지아파트 입구 사거리,양천구,양천구 신정이펜1로 99,37.51427841,126.828743,신정이펜1로,신정동,까치울,1811.2,0
1334, 한사랑교회 앞,양천구,양천구 목동동로 33,37.51472092,126.8591995,목동동로1길,신정동,양천구청,639.5,0
1335, 보아스아파트 앞,양천구,양천구 오목로3길 32,37.52407074,126.8386002,오목로3길,신월동,까치산,1113.7,1
1336, 잣절보도육교 아래,양천구, 양천구 남부순환로 699,37.50682068,126.8442993,남부순환로,신정동,오류동,1367.8,0
1337, 오목로 무중력지대 앞,양천구, 양천구 신목로 126,37.52474213,126.8776627,목동동로,목동,오목교,221.1,2
1338, 목동11단지 아파트,양천구,목동동로 10,37.51065826,126.8591614,목동동로2길,신정동,양천구청,619.5,0
1339, 목동청소년수련관,양천구,양천구 목동동로 323,37.53102875,126.8758926,목동서로,목동,오목교,727.8,0
1340, 오목교역 3번출구,양천구,서울특별시 양천구 목동동로 270,37.52477646,126.8754807,오목로,목동,오목교,40.9,1
1341, 신목동역 3번출구,양천구,양천구 목동 136-1,37.54394913,126.883461,목동중앙로13길,목동,신목동,49.6,0
1342,신정숲속마을아파트,양천구,양천구 신정로 110,37.50574493,126.8363113,신정로6길,신정동,오류동,1480.3,0
