Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
1038, 서울특별시 은평병원,은평구,서울특별시 은평구 백련산로 90 서울특별시 은평병원,37.59347916,126.9231873,백련산로,응암동,응암,880.5,1
1039, 서울혁신파크1,은평구,서울특별시 은평구 통일로 684 서울혁신파크1,37.60903168,126.9346771,통일로62길,녹번동,불광,452.0,0
1040, 서울혁신파크2,은평구,서울특별시 은평구 통일로 684 서울혁신파크2,37.60890961,126.9324188,통일로,녹번동,불광,282.7,0
1041, 은평뉴타운 상림마을 13단지,은평구,서울특별시 은평구 진관4로 48-50 은평뉴타운 상림마을 13단지,37.64208984,126.9294128,진관4로,진관동,구파발,1106.1,0
1042, 은평 지웰테라스,은평구,서울특별시 은평구 진관4로 78-38 은평지웰 테라스,37.64339447,126.9321365,진관4로,진관동,구파발,1386.7,0
1043, 역촌 센트레빌 아파트,은평구,서울특별시 은평구 갈현로3나길 23 역촌 센트레빌 아파트 107동 인근,37.60232925,126.9065476,갈현로3나길,역촌동,응암,898.1,0
1044, 수색역,은평구,서울특별시 은평구 수색로 261 수색역,37.58216095,126.894928,수색로,수색동,수색,158.3,0
1045,제각말푸르지오 5-1단지 아파트,은평구,서울특별시 은평구 진관동 136-45,37.63734818,126.9358444,연서로48길,진관동,구파발,1503.9,0
1046,연신초등학교옆 마을마당,은평구,서울특별시 은평구 불광동 70-1,37.62672043,126.9290161,연서로43가길,불광동,독바위,983.4,0
1047,백련산 힐스테이트상가앞,은평구,서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차,37.59036255,126.9230118,백련산로2길,응암동,새절,833.2,0
1048,진관고등학교앞,은평구,서울특별시 은평구 진관4로 26 진관고등학교,37.64350891,126.9241028,진관4로,진관동,구파발,882.0,0
1049,신도중학교앞,은평구,서울특별시 은평구 진관동 148-31,37.63310242,126.9315033,진관1로,진관동,구파발,1190.9,0
1050,녹번 힐스테이트상가앞,은평구,서울특별시 은평구 통일로 602-1 지하철3호선 녹번역,37.60100937,126.9359283,통일로,녹번동,녹번,17.8,0
1051,원풍빌라앞,은평구,서울특별시 은평구 신사동 178-9,37.59186172,126.9060822,은평터널로,신사동,새절,671.2,0
1052, 녹번초등학교(서오릉로),은평구,서울특별시 은평구 녹번동 81-27,37.60412598,126.925087,서오릉로4길,녹번동,역촌,295.0,1
1053,상신초등학교앞 버스정류장,은평구,서울특별시 은평구 가좌로 316 상신교회,37.59580994,126.9102631,가좌로,신사동,새절,596.7,0
1054, 은평세무서 버스정류장(은평구청 방면),은평구,서울특별시 은평구 은평로 170 상현빌딩,37.60119247,126.926384,백련산로,응암동,역촌,624.9,1
1055, 신응교(가좌로) 앞,은평구,서울특별시 은평구 가좌로 255,37.59181213,126.9148331,불광천길,응암동,새절,129.4,0
1056,흥국사 정류장,은평구,서울특별시 은평구 진관동 298-2,37.6567688,126.942009,북한산로,진관동,지축,2658.5,0
1057,북한산입구 정류장,은평구,서울특별시 은평구 진관동 289,37.65842819,126.9460602,대서문길,진관동,지축,3058.7,0
1058,은평뉴타운 은뜨락아파트앞,은평구,서울특별시 은평구 진관동 235-2,37.63028717,126.9195633,진관1로,진관동,구파발,721.7,1
1059,북한산생태공원입구(교통섬),은평구,서울특별시 은평구 불광동 2-1,37.61050797,126.9385376,진흥로,불광동,불광,763.8,0
1060,은평다목적체육관,은평구,서울특별시 은평구 진관1로 52,37.63140869,126.9254074,진관1로,진관동,구파발,831.3,0
1061,응암역2번출구 국민은행 앞,은평구,서울특별시 은평구 연서로 9 센타폴리스,37.59996796,126.9157257,은평로3길,역촌동,응암,151.8,1
1062, 본 서부병원 교차로 사거리,은평구,서울특별시 은평구 은평로127,37.60049438,126.9221573,은평로,응암동,역촌,615.6,3
1063, 녹번역1번출구앞,은평구,서울특별시 은평구 통일로,37.60176849,126.9354248,통일로,녹번동,녹번,97.9,0
1064, 신진과학기술고등학교 버스정류장(응암시장 방면),은평구,서울특별시 은평구 응암로291,37.59750366,126.9199982,응암로,응암동,응암,409.1,1
1065," 불광역3,6호선 버스정류장(동명여고 방면)",은평구,서울특별시 은평구 통일로760,37.61326218,126.9278641,통일로,불광동,불광,357.8,0
1066, 응암역3번 출구(서부경찰서 방면),은평구,서울특별시 은평구 은평로85 CJ드림시티 A동,37.59967041,126.91716,진흥로,역촌동,응암,183.1,1
1067, 폭포동입구 교차로,은평구,서울특별시 은평구 연서로,37.62962723,126.9301148,연서로43가길,진관동,독바위,1266.3,1
1068, 기자촌사거리,은평구,서울특별시 은평구 진관2로,37.63390732,126.931778,진관2로,진관동,구파발,1186.8,0
1069, 청구성심병원 앞,은평구,진관2로,37.62087631,126.9197998,통일로83길,갈현동,연신내,233.9,2
1070, 준빌딩 앞,은평구,진관2로,37.62205124,126.9195862,통일로85길,갈현동,연신내,361.1,0
1071, 신사두산위브2차아파트 앞,은평구,가좌로12길,37.59931564,126.9075928,갈현로1길,신사동,응암,709.5,0
1072, 녹번역e편한세상 캐슬 정문 앞,은평구,은평로220,37.60034561,126.9314804,은평로18길,응암동,녹번,383.0,0
1073, 불광역 9번 출구 맞은편,은평구,불광로 41,37.61156845,126.9304886,불광로,불광동,불광,133.1,1
1074, 갈현1동 주민센터,은평구,은평구 갈현로 301,37.62360764,126.9168854,갈현로,갈현동,연신내,627.6,1
1075, 백련산 SK뷰 아이파크 해모로 아파트 앞,은평구,"은평구 응암로 278 맞은편
(응암동 767-1 공원 앞)",37.59612656,126.9196243,응암로,응암동,응암,451.0,2
1076, 백련산로 녹번센트레빌,은평구,은평구 백련산로160,37.59954453,126.9265366,백련산로,응암동,역촌,793.0,0
1077,박석고개(은평소방서) 앞,은평구,은평구 불광동 474-2,37.62794495,126.9197693,통일로94길,불광동,구파발,982.3,0
1078, 은평 성모병원 사거리,은평구,은평구 통일로 1034,37.63470078,126.9173584,진관2로,진관동,구파발,262.8,0
1079, 응암2동주민센터 버스정류장(영락중학교 방면),은평구,은평구 백련산로 112,37.59586716,126.9234924,백련산로8길,응암동,응암,762.2,0
1080, DMC역 5번 출구(수색역 방향),은평구,은평구 수색로 194,37.57890701,126.9012985,증산서길,증산동,디지털미디어시티,252.5,0
1081, 우물골 근린공원,은평구,은평구 진관2로 60 323동 앞,37.63406754,126.9253922,진관2로,진관동,구파발,652.6,1
1082, 역촌센트레빌아파트 101동 앞,은평구,은평구 갈현로3나길 23 101동 앞,37.60354233,126.906723,갈현로3나길,역촌동,응암,954.8,0
1083,은평서해그랑블아파트앞,은평구,은평구 서오릉로 253,37.61705017,126.9065857,서오릉로25길,구산동,구산,1134.2,0
1084, 마스타 빌딩 앞,서대문구,서울특별시 서대문구 연희로 7,37.55893326,126.9271164,연희로2안길,창천동,홍대입구,246.7,1
1085, 홍은사거리,서대문구,마포구 서강로1길 30 ,37.59115982,126.94133,통일로,홍은동,홍제,314.9,1
1086, 문화촌 공원,서대문구,서울특별시 서대문구 홍제동 277-23,37.59432983,126.9473877,세검정로3길,홍제동,홍제,667.3,1
1087, 신촌역(2호선) 1번출구 옆,서대문구,서울특별시 서대문구 연세로 3-5,37.55549622,126.9363403,연세로,창천동,신촌,63.3,5
1088, 증산2교,서대문구,서울특별시 서대문구 증가로 264,37.5841713,126.9111023,증가로,북가좌동,증산,132.8,1
1089, 해담는다리,서대문구,서울특별시 서대문구 불광천길 150,37.58203125,126.9089966,응암로1길,북가좌동,증산,212.6,0
1090, 연세로 명물길,서대문구,서울특별시 서대문구 명물길 33,37.55789185,126.9380798,연세로4길,창천동,신촌,323.6,0
1091, 명물길 원형무대 앞,서대문구,서대문구 창천동 31-69,37.55922699,126.9398422,명물길,창천동,신촌,523.7,0
1092, 신촌기차역입구 교차로,서대문구,서울특별시 서대문구 연세로2다길 58,37.55681229,126.9431839,신촌로,대현동,이대,250.1,0
1093, 신촌동 제1공영주차장 앞,서대문구,서울특별시 서대문구 증가로 264,37.5591774,126.9345245,연세로9길,창천동,신촌,495.2,0
1094, 연세대 정문 건너편,서대문구,서울특별시 서대문구 연세로 42,37.55986404,126.9344177,성산로22길,창천동,신촌,568.7,0
1095, 이화여대 후문,서대문구,서울특별시 서대문구 연세로 50-1,37.560009,126.9407349,신촌역로,신촌동,신촌,638.7,0
1096, 연대 대운동장 옆,서대문구,서울특별시 서대문구 연세로 50,37.56238174,126.9326477,성산로17길,연희동,신촌,887.6,0
1097, 이대역 4번 출구,서대문구,서울특별시 서대문구 대현동 60-11,37.55695343,126.9463425,이화여대2길,대현동,이대,38.0,0
1098,북아현동 가구거리,서대문구,서울특별시 서대문구 북아현동 251-78,37.55754852,126.9593811,신촌로,북아현동,아현,287.2,0
1099, 무악재역1번 출구,서대문구,서울특별시 서대문구 통일로 380-4,37.58224487,126.9506455,통일로26길,홍제동,무악재,31.9,0
1100, 봉원고가차도 밑,서대문구,서울특별시 서대문구 대신동 143-1,37.56526947,126.9462433,연대동문길,대신동,이대,947.7,0
1101, 명지전문대학교 정문 앞,서대문구,서울특별시 서대문구 홍은동 산25-3,37.58369827,126.9249649,명지대2안길,홍은동,새절,1298.5,0
1102, 북가좌1동 주민센터,서대문구,서울특별시 서대문구 북가좌동 477-1,37.57447815,126.9100494,수색로,북가좌동,가좌,819.9,2
1103, 중앙근린공원,서대문구,서울특별시 서대문구 북가좌동 470-1,37.57513809,126.9139404,거북골로,북가좌동,가좌,750.3,1
1104, 가재울 초등학교,서대문구,서울특별시 서대문구 연희동 530,37.57381821,126.9192352,모래내로15길,남가좌동,가좌,677.7,1
1105, 연가초등학교 옆,서대문구,서울특별시 서대문구 북가좌동 70-119,37.57946014,126.9171295,증가로,북가좌동,증산,823.0,1
1106, 북가좌 삼거리,서대문구,서울특별시 서대문구 북가좌동 400,37.57300186,126.9077988,수색로,북가좌동,디지털미디어시티,725.3,1
1107, DMC파크뷰자이아파트 302동 앞,서대문구,서울특별시 서대문구 남가좌동 124,37.57311249,126.9224472,가재울로,남가좌동,가좌,800.7,0
1108, 임광빌딩 앞,서대문구,미근동 317-1,37.56472397,126.9672775,통일로,미근동,서대문,129.3,0
1109, 서대문역 8번출구 앞,서대문구,서울특별시 서대문구 충정로2가 138,37.56477737,126.9661484,충정로,미근동,서대문,118.8,1
1110, 홍연2교옆,서대문구,서울특별시 서대문구 홍은동 387-16,37.57806778,126.9308853,모래내로,홍은동,홍제,1666.9,0
1111, 명지대학교 도서관,서대문구,서울특별시 서대문구 거북골로 34,37.58109665,126.9240265,명지대1길,남가좌동,새절,1445.0,0
1112, 북가좌 초등학교,서대문구,서울특별시 서대문구 거북골로19길 20,37.57767487,126.9098053,거북골로,북가좌동,증산,688.4,0
1113, 증산3교 앞,서대문구,서울특별시 서대문구 북가좌동 352-9,37.57987595,126.9063492,거북골로23길,북가좌동,증산,530.9,0
1114, 가좌역 4번출구 앞,서대문구,서울특별시 서대문구 남가좌동 293-3 ,37.56912231,126.9147949,수색로,남가좌동,가좌,93.0,0
1115, 충정로역 7번출구 아래,서대문구,서울특별시 서대문구 충정로3가 56-1,37.55996704,126.9624634,충정로,충정로3가,충정로,106.8,1
1116, 홍은동 정원여중 입구,서대문구,서울특별시 서대문구 연희로37안길 51,37.58638763,126.9351273,연희로,홍은동,홍제,816.4,0
1117, 서우빌딩,서대문구,서울특별시 서대문구 응암로 66,37.57889175,126.9107361,응암로,북가좌동,증산,561.5,0
1118, 연서어린이공원,서대문구,서울특별시 서대문구 연희동 519-7,37.57222748,126.9230652,홍제천로,연희동,가좌,787.5,1
1119, 증산교 앞,서대문구,서울특별시 서대문구 불광천길 36,37.57731628,126.9029694,수색로,북가좌동,디지털미디어시티,190.5,0
1120, 모래내고가차도,서대문구,서울특별시 서대문구 연희동 446-76,37.56765747,126.9178085,성산로,연희동,가좌,225.0,0
1121, 연희교차로 인근,서대문구,서울특별시 서대문구 홍제천로 48,37.56612015,126.9258957,연희로5길,연희동,홍대입구,992.0,0
1122, 충정2교,서대문구,서울특별시 서대문구 충정로3가 155-4,37.5621376,126.9637756,충정로5길,충정로3가,충정로,240.4,0
1123, 북성초교,서대문구,서울특별시 서대문구 신촌로 235-1,37.55739594,126.9521637,신촌로29길,북아현동,아현,351.5,2
1124, 서대문구청,서대문구,서울특별시 서대문구 연희로 242,37.57838058,126.9360962,연희로,연희동,홍제,1364.5,1
1125, 연희삼거리,서대문구,서울특별시 서대문구 연희로 113,37.56799698,126.9316559,연희맛로,연희동,홍대입구,1321.2,0
1126, 홍제삼거리 북측,서대문구,서대문구 홍제동 161-1,37.58670044,126.9467697,홍제원1길,홍제동,홍제,375.1,1
1127, e편한세상 신촌4단지 앞,서대문구,북아현동 251-71,37.55812836,126.9562073,신촌로37안길,북아현동,아현,87.1,2
1128, 홍은센트레빌 아파트 앞,서대문구,서대문구 홍은동 164-44,37.5971489,126.93853,통일로,홍은동,녹번,485.6,0
1129, 연희초등학교 앞,서대문구,서대문구 연희동 87-27,37.56962967,126.9333115,연희로,연희동,홍대입구,1548.1,0
1130,북한산더? 106동 앞,서대문구,홍은동 137-8 ,37.59293365,126.9412918,통일로42길,홍은동,홍제,480.5,0
1131,홍은 현대아이파크 아파트 202동 앞,서대문구,홍은동 202-6,37.58928299,126.9369431,홍제내길,홍은동,홍제,600.4,0
1132,무악재역 4번 출구,서대문구,홍제동 25-1,37.58221054,126.9501648,통일로26길,홍제동,무악재,14.9,0
1133,독립문역사거리,서대문구,현저동 935,37.57220459,126.9597473,통일로,현저동,독립문,316.5,1
1134,충정로역 3번 출구,서대문구,합동 31-16,37.56046295,126.9655228,서소문로,합동,충정로,172.3,0
1135,북아현 치안센터 인근,서대문구,북아현동 251-73,37.56145477,126.9557495,북아현로6길,북아현동,아현,457.4,0
1136,신촌역 4번출구,서대문구,창천동 30-16,37.55550385,126.9372025,신촌로,창천동,신촌,49.3,1
1137,이화여대 인문관 인근,서대문구,대신동 143-14 ,37.56406784,126.9453278,연대동문길,대신동,이대,816.3,0
1138,연희 브라운스톤 아파트 앞,서대문구,연희동 209-2,37.56519699,126.9298554,성산로,연희동,홍대입구,972.4,1
1139,DMC엘가아파트 앞,서대문구,남가좌동 105-4,37.56983566,126.9180908,모래내로,남가좌동,가좌,274.2,0
1140,가좌삼거리,서대문구,북가좌동 487-1,37.57065201,126.9129868,수색로6길,북가좌동,가좌,326.1,1
1141,북가좌삼거리2,서대문구,북가좌동474-1,37.5742836,126.9064636,수색로,북가좌동,디지털미디어시티,550.5,1
1142,DMC파크뷰자이1단지 110동 앞,서대문구,남가좌동 385-13 ,37.5723877,126.9151077,가재울미래로,남가좌동,가좌,433.8,0
1143,연희파크푸르지오아파트 앞,서대문구,연희동 736,37.57564163,126.9278259,홍연4길,연희동,가좌,1348.3,0
1144,남가좌동 제2공영주차장,서대문구,남가좌동 3-76,37.58334351,126.9227448,명지대5길,남가좌동,새절,1182.6,0
1145,홍은2파출소 옆,서대문구,서대문구 홍은동424-1,37.58333588,126.9362869,홍제내길,홍은동,홍제,915.1,0
1146,동신병원 맞은편,서대문구,서대문구 홍은동274-18,37.5813179,126.935997,연희로,홍은동,홍제,1098.5,1
1147,DMC래미안e편한세상203동옆,서대문구,서대문구 북가좌동477-1,37.57626343,126.9113236,거북골로16길,북가좌동,증산,857.8,0
1148,가재울사거리,서대문구,서대문구 남가좌동385-16,37.57456207,126.9179916,모래내로15길,남가좌동,가좌,709.2,0
1149,연가교 교차로,서대문구,서대문구 남가좌동 385-6,37.57215881,126.9211884,홍제천로,남가좌동,가좌,647.6,0
1150,홍제교,서대문구,서대문구 홍제동394-46,37.59186172,126.9442139,통일로40안길,홍제동,홍제,313.2,0
1151,핀란드 타워앞,서대문구,서대문구 대현동60-11,37.55711365,126.9488144,신촌로27길,대현동,이대,251.1,0
1152,SK리쳄블(상수도사업본부),서대문구,서대문구 합동 17-3 ,37.56131744,126.9665833,청파로,합동,충정로,297.4,0
1153, 홍은도담도서관,서대문구,서대문구 홍은동 11-7,37.60169601,126.9491653,홍은중앙로,홍은동,녹번,1187.2,2
1154, 래미안 루센티아 아파트 108동 앞,서대문구,서대문구 남가좌동 390,37.57515717,126.91745,거북골로12길,남가좌동,가좌,759.9,0
1155, 서대문자연사박물관 입구,서대문구,서대문구 연희동 150-11,37.57540131,126.9354401,연희로31길,연희동,홍제,1684.4,0
1156, 홍남교 버스정류장,서대문구,서울시 서대문구 홍은동 415-51,37.57675552,126.9282761,증가로4길,홍은동,가좌,1455.3,0
1157, 안산초등학교 앞,서대문구,안산초등학교 아래 육교 밑,37.57987976,126.952301,통일로,홍제동,무악재,321.9,0
1158,국민연금공단충정로사옥,서대문구,서울 서대문구 충정로 36,37.56184769,126.9641495,충정로4길,충정로3가,충정로,212.3,0
1159, 서대문역 2번 출구,서대문구,서대문구 충정로2가 8-3 ,37.56599045,126.9660721,통일로,충정로2가,서대문,55.8,0
1160, 연희IC 남측,서대문구,서대문구 연희로 5길,37.56355667,126.9282761,연희로,연희동,홍대입구,751.3,0
1161, 우국한마음 아파트 맞은편,서대문구,서대문구 연희동 735,37.57913971,126.9345093,홍제천로,연희동,홍제,1370.4,0
1162, 충정로역 1번 출구,서대문구,서대문구 충정로 28-1,37.55942535,126.9630585,서소문로,충정로3가,충정로,81.4,1
1163, 홍남교 사거리,서대문구,서대문구 남가좌동 318-20,37.57601929,126.9268341,모래내로,남가좌동,가좌,1305.0,0
1164, 홍연2교 사거리,서대문구,서대문구 홍은동 422-13,37.57716751,126.9290619,홍제천서자전거길,홍은동,가좌,1538.0,1
1165, 신촌 파랑고래 입구,서대문구,서대문구 창천동 57-18,37.55687714,126.9360352,연세로5길,창천동,신촌,207.8,4
1166, 망원역 1번출구 앞,마포구,서울특별시 마포구 월드컵로 72,37.5556488,126.9106293,월드컵로,서교동,망원,71.0,2
1167, 망원역 2번출구 앞,마포구,서울특별시 마포구 월드컵로 79,37.55495071,126.9108353,월드컵로,망원동,망원,144.5,1
1168, 합정역 1번출구 앞,마포구,서울특별시 마포구 양화로 59,37.55062866,126.9149857,양화로7길,서교동,합정,169.9,0
1169, 합정역 5번출구 앞,마포구,서울특별시 마포구 양화로 48,37.55000687,126.9148254,양화로7길,서교동,합정,113.4,0
1170, 합정역 7번출구 앞,마포구,서울특별시 마포구 독막로 4,37.54864502,126.9128265,성지길,합정동,합정,121.4,0
1171, 신한은행 서교동지점,마포구,서울특별시 마포구 월드컵북로 35,37.55751038,126.9185028,월드컵북로5길,서교동,홍대입구,608.8,0
1172, 서교동 사거리,마포구,서울특별시 마포구 양화로 93,37.55274582,126.9186173,양화로,서교동,합정,564.4,0
1173, 제일빌딩 앞,마포구,서울특별시 마포구 어울마당로 26,37.54769135,126.9199829,독막로,당인동,상수,253.6,0
1174, 상수역 2번출구 앞,마포구,서울특별시 마포구 와우산로 40,37.54787064,126.9235306,와우산로10길,상수동,상수,62.4,1
1175, 극동방송국 앞,마포구,서울특별시 마포구 와우산로 56,37.54920197,126.9232025,독막로19길,상수동,상수,167.8,1
1176, 홍대입구역 2번출구 앞,마포구,서울특별시 마포구 양화로 165,37.5574379,126.9238205,양화로,동교동,홍대입구,140.6,2
1177, 홍대입구역 8번출구 앞,마포구,서울특별시 마포구 양화로18길 3,37.55706024,126.9244232,양화로18길,동교동,홍대입구,85.9,4
1178, 광흥창역 2번출구 앞,마포구,서울특별시 마포구 독막로 지하165,37.54773331,126.9317627,창전로,창전동,광흥창,36.9,2
1179, 서강나루 공원,마포구,서울특별시 마포구 창전로 30,37.54528427,126.9310532,창전로,창전동,광흥창,254.9,1
1180, 신수동 사거리,마포구,서울특별시 마포구 토정로 211,37.54524231,126.9341126,신수로,신수동,광흥창,309.0,0
1181, 마포소방서 앞,마포구,서울특별시 마포구 창전로 76,37.54976654,126.9331741,창전로2길,신수동,광흥창,276.9,1
1182, 신성기사식당 앞,마포구,서울특별시 마포구 독막로 223-1,37.54745865,126.9383774,독막로,신수동,대흥,328.1,0
1183, 서강대 정문 건너편,마포구,서울특별시 마포구 서강로16길 72,37.55113983,126.9369888,백범로,신수동,서강대,139.7,0
1184, 서강대 남문 옆,마포구,서울특별시 마포구 백범로 35,37.54948425,126.9389496,서강대길,신수동,대흥,334.9,0
1185, 서강대 후문 옆,마포구,서울특별시 마포구 대흥로 122,37.55041122,126.9438477,대흥로,대흥동,대흥,332.5,0
1186, 현대벤처빌 앞,마포구,서울특별시 마포구 백범로 10,37.5535202,126.9369507,백범로,노고산동,신촌,179.2,0
1187, 신촌역(2호선) 6번출구 옆,마포구,서울특별시 마포구 신촌로 106,37.55505371,126.9375687,신촌로,노고산동,신촌,60.4,1
1188, 신촌역(2호선) 7번출구 앞,마포구,서울특별시 마포구 신촌로 94,37.55485916,126.9361572,신촌로,노고산동,신촌,71.8,4
1189, 아현역 4번출구 앞,마포구,서울특별시 마포구 아현동 329-15,37.55720139,126.9556656,굴레방로,아현동,아현,44.9,0
1190, 공덕역 2번출구,마포구,서울특별시 마포구 공덕동 257-88,37.54457855,126.9502182,백범로,공덕동,공덕,136.4,1
1191, 공덕역 8번출구,마포구,서울특별시 마포구 공덕동 438-5,37.5435791,126.9513245,마포대로,공덕동,공덕,54.1,1
1192, 공덕역 5번출구,마포구,서울특별시 마포구 공덕동 237-9,37.54425049,126.9516373,마포대로,공덕동,공덕,26.1,1
1193, 마포역 2번출구 뒤,마포구,서울특별시 마포구 도화동 555-2,37.53993607,126.9458237,마포대로,도화동,마포,41.3,1
1194, 마포역 4번출구 뒤,마포구,서울특별시 마포구 도화동 292-29,37.53927231,126.9459152,마포대로4나길,도화동,마포,33.5,1
1195, 용강동 주민센터 앞,마포구,서울특별시 마포구 용강동 234-1,37.54234695,126.9430237,큰우물로,용강동,마포,401.0,0
1196, 서강대역 2번출구 앞,마포구,서울특별시 마포구 노고산동 112-13,37.55295563,126.9343414,서강로14길,노고산동,서강대,169.9,1
1197, 성산2교 사거리,마포구,서울특별시 마포구 성산동 54-17,37.56469727,126.9126129,월드컵북로,성산동,가좌,491.7,0
1198, 마포구청역,마포구,서울특별시 마포구 망원동 477-23,37.56090927,126.9054947,월드컵로,망원동,마포구청,346.1,0
1199, 가좌역1 번출구 앞,마포구,서울특별시 마포구 성산동123-29,37.56829453,126.9150467,성암로,성산동,가좌,44.6,1
1200, 서울서부지방법원 앞,마포구,서울특별시 마포구 공덕동 105-11,37.54933167,126.9549179,마포대로,공덕동,애오개,516.9,0
1201, 애오개역 4번출구 앞,마포구,서울특별시 마포구 아현동 607-1,37.5530014,126.9566879,봉작길,아현동,애오개,82.4,0
1202, 망원초록길 입구,마포구,서울특별시 마포구 마포나루길 467,37.55134201,126.9026718,동교로,망원동,망원,838.7,0
1203, 망원2빗물펌프장 앞,마포구,서울특별시?마포구?동교로?8,37.5513649,126.9030609,동교로,합정동,망원,810.6,0
1204, 하늘채코오롱아파트 건너편,마포구,서울특별시 마포구 연남로 30,37.56516647,126.9193955,연남로,연남동,가좌,505.4,0
1205, 7번가피자 서교망원점,마포구,서울특별시 마포구 월드컵로 119,37.55894852,126.907753,성미산로1길,성산동,망원,376.3,0
1206, 마포 신수공원 앞,마포구,서울특별시 마포구 현석동 106-32,37.54254532,126.9342957,신수로3길,현석동,광흥창,581.8,0
1207, 월드컵공원,마포구,서울특별시 마포구 하늘공원로 108-1,37.56396484,126.8982086,월드컵로,성산동,마포구청,456.4,0
1208, 서울 월드컵 경기장,마포구,서울특별시 마포구 성산동 515,37.56684494,126.8964462,월드컵로,성산동,월드컵경기장,390.4,0
1209, 상암한화오벨리스크 1차 앞,마포구,서울특별시 마포구 구룡길 19,37.58752441,126.8830032,구룡길,상암동,수색,1338.0,0
1210, 상암월드컵파크 10단지 앞,마포구,서울특별시 마포구 월드컵북로 502-36,37.58618927,126.8816147,월드컵북로,상암동,수색,1371.3,0
1211, 상암월드컵파크 9단지 앞,마포구,서울특별시 마포구 월드컵북로 501,37.58285522,126.8798218,월드컵로42길,상암동,수색,1412.4,1
1212, 부엉이공원 앞,마포구,서울특별시 마포구 가양대로 189,37.58559036,126.8847275,가양대로,상암동,수색,1096.3,0
1213, DMC빌 앞,마포구,서울특별시 마포구 월드컵북로60길 13,37.58265686,126.885788,월드컵북로60길,상암동,수색,890.7,0
1214, 상암월드컵파크 7단지 앞,마포구,서울특별시 마포구 월드컵로42길 22,37.58111191,126.8808746,월드컵로42길,상암동,수색,1302.0,1
1215, 마포구 육아종합지원센터,마포구,서울특별시 마포구 상암산로1길 71,37.58063126,126.8836746,상암산로1길,상암동,수색,1054.6,0
1216, LG CNS앞,마포구,서울특별시 마포구 월드컵북로 424,37.58081055,126.8866501,월드컵북로58길,상암동,수색,791.5,0
1217, 누리꿈스퀘어 옆,마포구,서울특별시 마포구 월드컵북로 396,37.57939911,126.8891602,월드컵북로54길,상암동,수색,591.9,1
1218, 상암중학교 옆,마포구,서울특별시 마포구 상암동 1691,37.57739258,126.8874741,상암산로1길,상암동,수색,814.4,1
1219, DMC홍보관,마포구,서울특별시 마포구 월드컵북로 366,37.5779953,126.8914719,월드컵북로,상암동,수색,483.2,1
1220, DMC산학협력연구센터 앞,마포구,서울특별시 마포구 매봉산로 37,37.57580185,126.8907394,매봉산로,상암동,수색,705.8,0
1221, 상암월드컵파크 3단지 후문,마포구,서울특별시 마포구 매봉산로 8,37.57147598,126.8896866,상암산로,상암동,월드컵경기장,876.1,0
1222, 상암동주민센터 옆,마포구,서울특별시 마포구 매봉산로2길 16,37.57822037,126.8944702,매봉산로,상암동,수색,307.9,0
1223, DMC역 9번출구 앞,마포구,서울특별시 마포구 성암로 지하184,37.57746887,126.8973618,성암로,상암동,디지털미디어시티,332.7,0
1224, 상암월드컵파크 1단지 교차로,마포구,서울특별시 마포구 월드컵북로 502-7,37.57566452,126.8944473,월드컵북로,상암동,수색,583.8,0
1225, DMC역 2번출구 옆,마포구,서울특별시 은평구 수색로 지하175,37.57506943,126.8999176,성암로,상암동,디지털미디어시티,198.7,0
1226, 월드컵경기장역 3번출구 옆,마포구,서울특별시 마포구 월드컵로 지하240,37.57072067,126.8989792,성중길,성산동,월드컵경기장,134.9,0
1227, 홈플러스 앞,마포구,서울특별시 마포구 월드컵로 240,37.56842041,126.8994293,불광천서자전거길,성산동,월드컵경기장,123.9,0
1228, 서울시 공공자전거 상암센터,마포구,서울특별시 마포구 월드컵북로47길 10,37.56624603,126.8961792,월드컵로,성산동,월드컵경기장,457.1,0
1229, 마포구청 앞,마포구,서울특별시 마포구 월드컵로 212,37.56574631,126.9018631,월드컵로34길,성산동,마포구청,280.0,2
1230, 문화비축기지,마포구,서울특별시 마포구 증산로 87,37.56897736,126.8944016,증산로,성산동,월드컵경기장,436.9,0
1231, 롯데하이마트 (상암월드컵점),마포구,서울특별시 상암동 1715-29,37.57361984,126.8980484,월드컵북로42길,상암동,디지털미디어시티,424.3,0
1232, DMC첨단산업센터,마포구,서울특별시 마포구 성암로330,37.58450317,126.8855972,월드컵북로62길,상암동,수색,973.4,0
1233, 서울신용보증재단,마포구,서울특별시 마포구 마포대로 163,37.54906082,126.9541779,마포대로,공덕동,애오개,569.0,0
1234, 성산시영아파트,마포구,서울특별시 마포구 월드컵북로 260,37.56958389,126.9038162,월드컵북로,성산동,월드컵경기장,399.2,1
1235, 마포중앙도서관,마포구,마포구 성산로 128,37.56333923,126.9082031,월드컵로30다길,성산동,마포구청,429.8,3
1236, 이대역 5번출구,마포구,마포구 대흥동 2-1,37.55659103,126.9461899,숭문길,대흥동,이대,22.2,0
1237, 대흥역 1번출구,마포구,마포구 대흥동 105-4,37.54846954,126.9409256,백범로,대흥동,대흥,127.4,0
1238, 성산2-1 공영주차장,마포구,마포구 성산동 199-46,37.56472015,126.9067688,새터산길,성산동,마포구청,330.9,0
