,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
441,439,439,439,광진광장,광진구,서울특별시 광진구 군자동 374-10,37.54747009,127.073967,능동로,군자동,어린이대공원,85.9,0,어린이대공원역.화양천주교회,98.8,2,0,0,0,0,ST-2320,39248,33586,-0.07773841887030783
705,440,440,440,화양동 우체국,광진구,서울특별시 광진구 화양동 18-39,37.54798889,127.0695038,동일로30길,화양동,어린이대공원,455.5,0,화양사거리,81.7,1,0,0,0,0,ST-2321,45555,42680,-0.03258344194480648
1459,441,441,441,군자역 비채온 오피스텔,광진구,서울특별시 광진구 군자동 473-26,37.55771255,127.0772705,면목로,군자동,군자,211.2,0,KEB.하나은행.군자동.지점,49.6,2,0,0,0,0,ST-2325,36909,36973,0.0008662461763352373
1569,442,442,442,우성식품 앞,광진구,서울특별시 광진구 구의동 201-2,37.54246521,127.0942307,광나루로48길,구의동,강변,819.0,0,광장자이아파트,45.1,3,0,0,0,0,ST-2407,30120,30323,0.0033585361414886754
1752,443,443,443,세종대학교(영실관),광진구,서울특별시 광진구 군자로 114 세종초등학교,37.55237198,127.0735397,군자로,군자동,어린이대공원,493.7,0,세종초등학교.세종사이버대학교앞,119.9,0,1,0,1,1,ST-2408,13123,13329,0.007787690911840315
352,444,444,444, 어린이대공원역 2번출구,광진구,서울특별시 광진구 광진구 능동 463-1,37.54764938,127.074707,능동로,능동,어린이대공원,40.7,0,어린이대공원역3번출구,116.1,1,0,0,0,0,ST-2541,17596,14249,-0.10510284189040665
932,445,445,445, 건국대학교 정문 앞,광진구,서울특별시 광진구 광진구 광나루로 416,37.5465126,127.0757141,광나루로22길,화양동,어린이대공원,191.0,0,어린이대공원역3번출구,46.1,1,0,0,0,0,ST-2542,30006,29063,-0.015964380639590988
554,446,446,446, 동일로58길 입구,광진구,서울특별시 광진구 광진구 동일로 296,37.55775452,127.0729752,동일로58길,군자동,군자,584.5,0,군자교남단,41.6,2,0,0,0,0,ST-2543,14937,13381,-0.054947383289780355
670,447,447,447, 광진소방서 앞,광진구,서울특별시 광진구 광진구 광나루로 486,37.5450058,127.083374,광나루로32길,구의동,구의,908.2,0,구의사거리.광진소방서앞,59.8,1,0,0,0,0,ST-2544,23653,22026,-0.03561811773462641
1929,448,448,448, 이튼타워리버 2차,광진구,서울특별시 광진구 광진구 능동로 50,37.53520966,127.0690002,능동로6길,자양동,뚝섬유원지,455.1,0,신양초등학교앞,5.4,4,0,0,0,0,ST-2545,34952,35874,0.013017818315307938
1271,449,449,449, 자양한강도서관,광진구,서울특별시 광진구 광진구 뚝섬로52길 58,37.52916336,127.0779877,뚝섬로52길,자양동,구의,1123.6,1,국민은행자양지점,332.2,0,0,0,0,1,ST-2546,35105,34848,-0.0036738953297213842
1242,450,450,450, 동서울우편집중국 앞,광진구,서울특별시 광진구 광진구 자양로 80,37.53470993,127.0844727,자양로,자양동,구의,292.0,0,동서울우편집중국앞,63.8,1,0,0,0,0,ST-2547,19485,19315,-0.004381443298969072
296,451,451,451, 장로회신학대학교 주기철 기념관,광진구,서울특별시 광진구 광장로5길 25-1 장로회신학대학교,37.54983902,127.1030273,광장로1다길,광장동,광나루,505.7,0,광장중학교앞,324.4,0,0,1,1,1,ST-2548,1630,1261,-0.12763749567623658
2425,452,452,452, 중랑천 뚝방길 산책로 입구,광진구,서울특별시 광진구 광진구 동일로 399,37.56628036,127.0774765,긴고랑로1길,중곡동,중곡,605.9,0,중곡아파트,39.7,3,0,0,0,0,ST-2843,28582,31022,0.04093684987584726
2009,453,453,453, 신자초교입구 교차로,광진구,서울특별시 광진구 뚝섬로 596,37.53298569,127.0757904,자양번영로6길,자양동,뚝섬유원지,819.0,0,자양종합복지관앞,72.3,1,0,0,0,0,ST-2865,58387,60247,0.015678473287590405
294,454,454,454, 홍련봉 공원,광진구,서울특별시 광진구 광진구 천호대로 717-18,37.54896927,127.0935288,천호대로,구의동,아차산,449.6,0,새밭교회,6.3,4,0,0,0,0,ST-2830,12755,9862,-0.12791263209090506
1642,455,455,455, 자양2동 주민센터,광진구,서울특별시 광진구 자양로3가길 28,37.52879333,127.0846329,자양로3가길,자양동,구의,926.4,0,자양아파트앞,352.9,0,1,0,1,1,ST-2891,28855,29159,0.00524011445513152
2000,456,456,456,광진구 민방위교육센터,광진구,서울특별시 광진구 구의동 623-1,37.5391922,127.0980148,광나루로56길,구의동,강변,541.9,1,프라임아파트앞,173.6,0,0,0,0,1,ST-3012,25133,25910,0.015222459494935642
1354,457,457,457,군자역4번출구,광진구,광진구 중곡동 341-27,37.55681229,127.0810776,능동로38길,중곡동,군자,139.9,2,군자역.용마초등학교,78.3,2,0,0,0,2,ST-3186,333,332,-0.0015037593984962407
708,458,458,458, 휘경2동 주민센터,동대문구,서울특별시 동대문구 한천로 329 휘경2동 주민센터,37.58991241,127.0686798,외대역동로,휘경동,외대앞,820.3,0,휘경2동주민센터,103.3,0,0,0,0,0,ST-260,9654,9050,-0.03229255774165954
1714,459,459,459, 용신동주민센터,동대문구,서울특별시 동대문구 용두동 65-25 용신동주민센터,37.57594681,127.0373612,고산자로29길,용두동,용두,222.5,0,동대문구청.용신동주민센터,75.1,2,0,0,0,0,ST-261,20240,20516,0.006772009029345372
2506,460,460,460, 장안동 사거리,동대문구,서울특별시 동대문구 장한로 25길 2 장안동 사거리,37.57217407,127.0713882,답십리로,장안동,장한평,1332.9,2,장안동삼성쉐르빌아파트,103.2,1,0,0,0,2,ST-262,83916,92893,0.05077230231492741
2035,461,461,461, 신설동역8번출구,동대문구,서울특별시 동대문구 천호대로 26 신설동역9번출구,37.57419968,127.0264969,하정로,신설동,신설동,174.2,0,신설동역.서울풍물시장,73.3,1,0,0,0,0,ST-265,33285,34390,0.016328038418913927
2325,462,462,462, 휘경공고앞,동대문구,서울특별시 동대문구 겸재로 21 휘경공고앞,37.58462524,127.0702896,겸재로,휘경동,중랑,1252.8,0,휘경공고.휘경주공아파트,17.8,2,1,0,1,1,ST-266,11534,12304,0.03230136756439299
2629,463,463,463, 신이문역 2번출구,동대문구,서울특별시 동대문구 이문동186-1 신이문역 2번출구,37.60271072,127.0678635,신이문로28길,이문동,신이문,106.3,0,신이문역,20.2,1,0,0,0,0,ST-267,15013,17555,0.07805207565708672
666,464,464,464, 전농삼성아파트,동대문구,서울특별시 동대문구 전농로 192 전농삼성아파트,37.58131027,127.0553436,전농로,전농동,회기,925.9,0,서울시립대학교앞,196.2,0,1,0,1,1,ST-268,6828,6347,-0.03650853889943074
1142,465,465,465, 제기2교,동대문구,서울특별시 동대문구 제기동 122-388,37.58774567,127.037384,제기로9길,제기동,고려대,321.3,0,제기동한신아파트앞,47.2,1,0,0,0,0,ST-269,37444,36868,-0.0077511034557002905
1259,466,466,466, 동대문중 교차로,동대문구,서울특별시 동대문구 답십리동 524-1 동대문중 교차로,37.57308578,127.0521622,답십리로,답십리동,답십리,705.2,0,동대문구답십리도서관앞,116.1,0,0,0,0,0,ST-270,23345,23166,-0.0038485519554513985
1436,467,467,467, 시립동부병원 앞 사거리,동대문구,서울특별시 동대문구 용두동 237-10 시립동부병원 앞 사거리,37.57366562,127.0308151,무학로,용두동,신설동,537.4,0,서울시동부병원,31.7,2,0,0,0,0,ST-271,47163,47188,0.00026496804485379063
1986,468,468,468, 신설동역 10번출구 앞,동대문구,서울특별시 동대문구 신설동 92-34 신설동역 10번출구 앞,37.57527161,127.023468,왕산로,신설동,신설동,143.0,2,신설동역,70.0,4,0,0,0,2,ST-272,51468,53012,0.014777947932618683
983,469,469,469, 용두동 사거리,동대문구,서울특별시 동대문구 용두동 237-10 용두동 사거리,37.57768631,127.0310135,왕산로,용두동,제기동,345.8,0,용두동사거리,92.2,1,0,0,0,0,ST-273,56037,54501,-0.01389567388590349
882,470,470,470, 용두동 래미안허브리츠아파트 앞,동대문구,서울특별시 동대문구 용두동 696-13 용두동 레미안허브리츠아파트 앞,37.57638168,127.0351105,천호대로25길,용두동,제기동,192.0,0,서울약령시장,195.7,0,0,0,0,0,ST-274,34269,32976,-0.019228195404862813
87,471,471,471, 서울시립대 앞,동대문구,서울특별시 동대문구 전농동 135-5 시립대 앞,37.58256149,127.0543671,전농로30길,전농동,회기,816.6,0,서울시립대학교앞,40.0,3,0,0,0,0,ST-275,5233,2344,-0.381285469183054
2607,472,472,472, 청솔우성아파트 앞,동대문구,서울특별시 동대문구 답십리동 94-2 청솔우성아파트 앞,37.57420349,127.0576935,전농로9길,답십리동,답십리,937.6,1,청솔우성아파트.답십리시장,28.8,2,0,0,0,1,ST-276,26356,30463,0.07228215913690843
343,473,473,473, 동대문중학교 옆,동대문구,서울특별시 동대문구 전농동 693-1,37.57489014,127.0535355,답십리로41길,전농동,답십리,906.8,0,동대문중학교,7.9,2,1,0,1,1,ST-389,9343,7500,-0.1094223119396782
2542,474,474,474, 전농사거리 교통섬,동대문구,서울특별시 동대문구 사가정로 119 전농사거리 교통섬(전농서적 앞),37.57779312,127.0578308,전농로16길,전농동,청량리,1006.7,0,전농로터리시장,88.0,1,0,0,0,0,ST-390,27888,31212,0.056243654822335024
217,475,475,475, 서울시립대 정문 앞,동대문구,서울특별시 동대문구 서울시립대로 161 서울시립대 정문 앞(시더프라자빌딩 앞),37.58369827,127.0538559,서울시립대로29길,전농동,회기,719.2,0,시립대입구,38.4,4,0,0,0,0,ST-391,42448,29280,-0.1835824224849431
2351,476,476,476, 전농동 동아아파트 앞,동대문구,서울특별시 동대문구 서울시립대로 31 전농동 동아아파트 앞(T-World 앞 보도),37.57418823,127.0458908,서울시립대로2길,전농동,신답,463.3,1,동아아파트,27.9,2,0,0,0,1,ST-392,33265,35592,0.03379467592256415
2001,477,477,477, 군자교 서측 녹지대,동대문구,서울특별시 동대문구 장한로6길 95 군자교녹지대 동측 앞,37.56115341,127.0709686,천호대로97길,장안동,장한평,561.6,0,파라브아파트,296.9,0,0,0,0,0,ST-394,36690,37829,0.015284692494531595
2099,478,478,478, 장안동삼거리 교통섬,동대문구,서울특별시 동대문구 사가정로 240 장안동삼거리 교통섬,37.57863235,127.071907,사가정로,장안동,용마산,1421.3,1,장안동근린공원,66.7,3,0,0,0,1,ST-395,26593,27617,0.018889503781590114
1626,479,479,479, 휘봉고등학교 앞,동대문구,서울특별시 동대문구 한천로 290 휘봉고등학교 앞,37.58681488,127.067543,한천로49길,휘경동,외대앞,1086.4,1,동일스위트리버앞.휘봉고교,41.9,1,0,0,0,1,ST-396,18500,18676,0.004734237142242307
2259,480,480,480, 동대문구 보건소,동대문구,서울특별시 동대문구 천호대로 145 동대문구 보건소,37.57485199,127.0403061,고산자로28길,용두동,용두,216.0,2,동대문구청,157.1,0,0,0,0,2,ST-397,47055,49697,0.027306929055730116
2290,481,481,481, 답십리역 1번출구,동대문구,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.5681839,127.0512772,천호대로,답십리동,답십리,203.3,1,농협답십리역지점,58.6,2,0,0,0,1,ST-398,77778,82560,0.029824495752722373
2430,482,482,482, 청량리 기업은행 앞,동대문구,서울특별시 동대문구 홍릉로 1 청량리 기업은행 앞,37.58040619,127.0448227,왕산로40길,청량리동,청량리,179.5,0,청량리역환승센타,53.7,4,0,0,0,0,ST-400,48479,52641,0.04115901898734177
1532,483,483,483, 외국어대 정문 앞,동대문구,서울특별시 동대문구 이문로 107 외국어대 정문 앞,37.59601974,127.0598297,이문로28길,이문동,외대앞,328.5,0,외대앞,47.7,3,0,0,0,0,ST-401,65443,65781,0.0025757483387185273
820,484,484,484, 시조사 앞,동대문구,서울특별시 동대문구 이문로1길 11 시조사 앞 (청량고정문 옆),37.58751678,127.0527725,왕산로,청량리동,회기,476.5,0,시조사,86.0,1,0,0,0,0,ST-402,32083,30599,-0.02367505823043298
2314,485,485,485, 세종대왕기념관 교차로,동대문구,서울특별시 동대문구 회기로 56 세종대왕기념관 교차로,37.59090042,127.0425873,홍릉로,청량리동,고려대,557.3,0,세종대왕기념관,48.7,1,0,0,0,0,ST-403,12011,12797,0.031683327958722994
396,486,486,486, KAIST 경영대학 앞,동대문구,서울특별시 동대문구 회기로 85 KAIST 경영대학 앞,37.59161377,127.0457916,회기로10길,청량리동,고려대,847.6,0,한국과학기술원.홍릉초등학교,25.3,2,0,0,0,0,ST-404,25503,21371,-0.08815121389256304
421,487,487,487, 서울시립대 정보기술관,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 정보기술관,37.58300781,127.0609741,망우로18다길,전농동,회기,776.2,0,전동초등학교.전농동SK아파트,547.6,0,0,1,1,1,ST-405,12578,10678,-0.08169934640522876
190,488,488,488, 서울시립대 후문,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 후문,37.58519745,127.0609512,망우로18다길,전농동,회기,558.9,0,삼육서울병원,494.9,0,0,0,0,0,ST-406,18839,12510,-0.20188841749338096
2628,489,489,489, 동대문경찰서 교차로,동대문구,서울특별시 동대문구 홍릉로 26-1 거리가게,37.58255005,127.0446014,약령시로,청량리동,청량리,329.0,0,현대코아,85.4,1,0,0,0,0,ST-407,21677,25332,0.07775106894424472
2262,490,490,490, 용두역 4번출구,동대문구,서울특별시 동대문구 청계천로 563 용두역 4번출구,37.57375336,127.0385361,고산자로,용두동,용두,49.8,3,동대문구청,38.5,2,0,0,0,3,ST-408,58454,61760,0.027500956627347896
1843,491,491,491, 신답역 사거리,동대문구,서울특별시 동대문구 천호대로 231,37.57035446,127.0484314,천호대로65길,답십리동,신답,175.8,2,신답역,61.1,3,0,0,0,2,ST-409,39130,39959,0.010481862205869337
2466,492,492,492, 동대문구민체육센터 (육교아래),동대문구,서울특별시 동대문구 장안동 473-6,37.56697083,127.074295,중랑천서자전거길,장안동,중곡,893.3,1,구민회관앞,48.9,1,0,0,0,1,ST-410,45676,49988,0.04507442716173273
2511,493,493,493, 장한평역 1번출구,동대문구,서울특별시 동대문구 장한로 3-1 구두수선대,37.56196594,127.0645065,천호대로,장안동,장한평,59.3,2,장한평역,97.4,3,0,0,0,2,ST-1298,101068,112029,0.05143666968563612
2206,494,494,494, 신이문역 1번출구,동대문구,서울특별시 동대문구 신이문로 44 신이문역 1번출구,37.60279846,127.0672684,신이문로28길,이문동,신이문,104.9,0,신이문역,46.9,1,0,0,0,0,ST-1299,19453,20395,0.023639831359164826
2038,495,495,495, 장안동위더스빌옆,동대문구,서울특별시 동대문구 한천로 42 장안동위더스빌옆,37.56669998,127.0624237,한천로,답십리동,장한평,615.3,1,동아.위더스빌아파트,14.6,1,0,0,0,1,ST-1300,59491,61481,0.016450087623582316
695,496,496,496, 중랑교사거리,동대문구,서울특별시 동대문구 망우로 131 중랑교사거리,37.59153366,127.0677414,외대역동로,휘경동,외대앞,625.2,0,중랑교,18.7,3,0,0,0,0,ST-1302,26508,24797,-0.03334957606471104
1554,497,497,497, 답십리 래미안엘파인아파트 입구,동대문구,서울특별시 동대문구 사가정로 190 답십리 래미안엘파인아파트 입구,37.57653046,127.0659409,한천로37길,전농동,장한평,1678.9,0,전곡시장앞,181.6,0,0,0,0,0,ST-1447,14789,14882,0.0031343736308179705
401,498,498,498, 전농동 텃골공원,동대문구,서울특별시 동대문구 사가정로 65 전농동 텃골공원,37.57762146,127.0521088,전농로23길,전농동,청량리,545.5,1,신성미소지움아파트,227.3,0,0,0,0,1,ST-1449,18323,15401,-0.0866445261534812
2513,499,499,499, 영휘원 교차로,동대문구,서울특별시 동대문구 홍릉로 78-1 영휘원 교차로,37.58723831,127.0431366,제기로,청량리동,고려대,704.8,0,홍릉갈비,92.4,1,0,0,0,0,ST-1628,18136,20110,0.05161324060032422
2090,500,500,500, 동대문롯데캐슬아파트 앞,동대문구,서울특별시 동대문구 전농동 695-5,37.57551956,127.0487747,답십리로30길,전농동,청량리,544.7,0,롯데캐슬노블레스,27.1,1,0,0,0,0,ST-1629,35558,36892,0.018412698412698412
986,501,501,501, 제기역1번출구,동대문구,서울특별시 동대문구 왕산로 87 제기역1번출구,37.57835007,127.0333862,왕산로19나길,제기동,제기동,135.9,0,제기역,52.9,1,0,0,0,0,ST-1631,58826,57225,-0.01379565880518048
2012,502,502,502, 동의보감타워,동대문구,서울특별시 동대문구 왕산로 128 동의보감타워,37.57799911,127.0376282,고산자로33길,용두동,제기동,241.9,1,제기동역.서울약령시,15.5,4,0,0,0,1,ST-1632,41137,42450,0.01570818428703028
1084,503,503,503, 경희대학교 청운관,동대문구,서울특별시 동대문구 경희대로 23 경희의료원,37.59460068,127.0519714,경희대로,회기동,회기,755.7,0,경희대의료원,64.6,1,0,1,1,1,ST-1625,26888,26367,-0.009783118955966575
