,보관소(대여소)명,자치구,위도,경도,public_place_in_100m,public_transport_in_100m,total_schools_in_100m,population_per_station,area_per_station,거치대 개수
876, 중계근린공원내,노원구,37.63957977,127.0651016,3,2,0,0,0,25
877, 상계동 우방유쉘아파트 앞,노원구,37.67237473,127.0559921,0,2,0,120,135.66,20
878, 파르코 앞,노원구,37.68000031,127.0555801,1,3,0,173,81.73,10
879, 노원역1번출구,노원구,37.65620041,127.0636215,1,4,0,88,237.26,10
880, 당고개입구 오거리,노원구,37.66379166,127.0754471,0,2,0,542,0,15
881, 공릉1단지아파트,노원구,37.63111115,127.0701599,0,5,0,302,0,15
882, 중앙하이츠 아파트 입구,노원구,37.65501785,127.0675049,0,3,0,443,0,12
883, 노원구청,노원구,37.65404892,127.0573273,2,6,0,0,343.04,20
884, 중계동 을지중학교,노원구,37.65032959,127.0716019,0,2,1,0,85.36,10
885, 서울시립과학관,노원구,37.64207077,127.076622,0,0,0,0,0,8
886, 당현천근린공원,노원구,37.64963913,127.0656052,0,0,0,783,0,10
887, 노원역7번출구,노원구,37.65421677,127.0592117,3,4,0,0,448.27,20
888, 동해문화예술관앞,노원구,37.61938095,127.0578537,0,1,1,223,197.29,25
889, 노해근린공원내,노원구,37.64936066,127.0704422,1,0,0,0,0,10
890, 양지근린공원앞,노원구,37.64733505,127.0764237,1,2,0,0,0,10
891, 노원소방서인근,노원구,37.65578079,127.0717773,0,0,0,8,109.92,10
892, 중계중학교,노원구,37.65449905,127.0743866,0,0,1,281,114.74,10
893, 중계역 6번출구,노원구,37.64550781,127.0632553,2,2,0,0,2.83,10
894, 중계역 3번출구,노원구,37.64352798,127.0652237,0,2,0,249,0,9
895, 노원경찰서교차로,노원구,37.64340973,127.0718384,0,1,0,582,0,20
896, 인덕대학교,노원구,37.62934875,127.0548248,0,5,0,374,0,15
897, 상계동수락리버시티,노원구,37.68859863,127.0534058,0,0,0,0,0,15
898, 서울북부고용센터앞,노원구,37.65354919,127.0580826,1,6,0,49,418.78,15
899, 월계문화체육센터,노원구,37.62694168,127.05513,0,0,0,0,8.2,9
900, 육군사관학교 앞,노원구,37.62316513,127.0904999,0,1,0,0,0,15
901, 성서대학교 밀알관,노원구,37.6484375,127.0644455,0,0,0,0,0,10
902, 삼육대 도서관,노원구,37.6428299,127.1066666,0,0,0,0,0,10
903, 삼육대 제3과학관,노원구,37.64265442,127.1083832,1,0,2,0,0,7
904, 현대6차 아파트,노원구,37.64580154,127.0822601,1,2,0,287,67.79,12
905, 중계종합사회복지관 교차로,노원구,37.65745544,127.0755463,3,0,0,570,0,13
906, 노원문화예술회관,노원구,37.65045929,127.0808868,0,2,1,77,229.15,7
907, 태릉입구역 5번출구,노원구,37.61832047,127.0756302,2,3,1,351,254.55,20
908, 불암고등학교 앞 횡단보도,노원구,37.64818954,127.0804825,0,4,0,321,89.19,8
909, 상계주공10단지 종합상가 앞,노원구,37.66114044,127.0580521,0,2,0,365,0,15
910, 마들역 7번출구,노원구,37.66566086,127.0572968,0,5,0,0,154.06,9
911, 마들역 3번출구,노원구,37.66524887,127.0578919,0,5,0,421,225.63,10
912, 도봉운전면허시험장 버스정류장 옆,노원구,37.6577301,127.0593109,0,2,0,166,0,10
913, 노원정보도서관,노원구,37.66070938,127.0653305,1,2,1,0,80.89,10
914, 온곡초교 교차로,노원구,37.66418839,127.0660095,4,10,0,104,169.06,10
915, 원자력 병원,노원구,37.62818909,127.0821075,1,1,0,0,0,10
916,수락리버시티4단지,노원구,37.68645096,127.0528336,0,3,0,46,194.33,10
917,상계주공2단지 219동,노원구,37.65024948,127.0571518,0,1,0,427,0,10
918,공릉동풍림아파트 101동,노원구,37.62981415,127.0665054,0,0,0,277,0,8
919,공릉풍림아파트 108동,노원구,37.62862015,127.0669098,0,0,0,623,0,12
920,월계초안아파트 1단지,노원구,37.63372803,127.0443649,0,1,0,0,163.84,10
921,중계3차청구아파트,노원구,37.65050507,127.0739822,0,1,1,0,0,8
922, 월계중학교,노원구,37.63074875,127.0531082,1,0,1,0,0,15
923, 광운대학교 중앙도서관,노원구,37.62000275,127.0585632,0,2,0,115,175.17,20
924, 석계역 3번 출구,노원구,37.61545944,127.0674515,0,5,0,0,0,13
925,도깨비시장,노원구,37.6220932,127.0744247,1,1,0,51,198.08,10
926,상계역중앙시장,노원구,37.6588707,127.0719147,1,0,0,0,0,7
927,대진고등학교,노원구,37.63815689,127.0732651,1,1,0,0,0,20
928,상계8동 주민센터,노원구,37.666996,127.0515289,0,1,1,447,124.53,17
929,서울과학기술대학교(미래관),노원구,37.62950897,127.0810394,0,0,0,0,0,10
930,서울과학기술대학교(어학교육원),노원구,37.63489914,127.0776749,1,0,0,0,0,35
931,신창중학교 후문 맞은편 버스정류장,노원구,37.62807083,127.0469208,0,2,1,31,0,10
932,등나무 근린공원(시립북서울미술관 앞),노원구,37.63999557,127.0665741,2,2,0,0,0,22
933,상계중학교(당현2교사거리),노원구,37.65103531,127.0687103,0,1,0,0,0,14
934,중계역 2번출구,노원구,37.64548874,127.0645828,1,3,0,0,0,10
935, 상계주공 14단지 상가 앞,노원구,37.66963577,127.0597076,0,2,0,118,0,10
936, 상계초교 입구 교차로 명주빌딩 앞,노원구,37.65680313,127.0665741,1,1,0,50,123.75,15
937, 당고개입구오거리 당현천변,노원구,37.66260529,127.0755768,0,0,0,438,158.8,10
938, 중계2차 한화꿈에그린 101동 인근,노원구,37.65955734,127.0752564,2,0,0,127,191.7,10
939, 노원 을지대학교 병원,노원구,37.63666916,127.0696945,1,2,0,0,248.17,9
940, 하계 어린이 공원,노원구,37.63214493,127.0698242,1,5,0,0,0,10
941, 월계프라자,노원구,37.63284302,127.0521317,0,6,0,386,287.98,20
942, 월계 센트럴 아이파크,노원구,37.62917328,127.0569305,1,4,0,473,295.04,10
943, 중계 롯데마트,노원구,37.64584351,127.070755,2,0,0,201,0,20
944, 당고개역 3번 출구,노원구,37.67030334,127.0788422,0,2,0,315,185.02,10
945, 노원 마들스타디움,노원구,37.64530945,127.0574417,0,0,0,0,0,10
946, 월계 청백1단지 아파트 정류장,노원구,37.63459396,127.052063,1,2,0,418,0,20
947, 상계주공15단지 버스정류소,노원구,37.66782761,127.056839,0,1,0,441,0,8
948, 상계주공10단지 버스정류소,노원구,37.66214371,127.058197,0,2,0,0,0,7
949, 중계동 성모빌딩 앞,노원구,37.65116119,127.0765915,3,1,0,0,287.41,10
950, 중계본동 입구,노원구,37.64426041,127.083313,0,3,0,645,171.73,10
951, 월계역 1번 출구,노원구,37.63441086,127.0588684,0,3,0,22,195.12,10
952, 꿈의숲 SK뷰 아파트,노원구,37.62045288,127.054451,0,4,0,0,0,10
953, 한천교 동편,노원구,37.62533569,127.0701904,0,0,0,247,143.47,10
954, 상계주공1단지아파트,노원구,37.64795303,127.0579376,1,2,1,267,0,10
955, 한내 행복발전소 옆,노원구,37.62741089,127.0621414,0,0,0,0,0,10
956, 한일유앤아이아파트 105동 인근,노원구,37.65351868,127.0713043,0,2,0,401,133.7,10
957, 청소년수련관 후문,노원구,37.6396637,127.0604172,0,0,0,317,0,8
958, 청암예술학교 앞,노원구,37.65153503,127.0732727,0,1,0,434,217.59,10
959, 은행사거리 성모빌딩 앞,노원구,37.65149689,127.0770416,2,3,0,249,440.22,10
960, 녹천역 4번 출구 옆,노원구,37.64292908,127.0519486,0,1,0,0,0,9
961, 상계근린공원 운동장 앞,노원구,37.67099762,127.0501785,0,0,0,0,0,10
962, 휴플러스 수락한신아파트 101동 앞,노원구,37.674366,127.0594711,0,2,0,575,138.33,6
963, 하계역 6번출구,노원구,37.63793945,127.0671539,0,0,0,878,0,9
964, 물넘이교,노원구,37.65408325,127.0719528,0,2,0,0,59.04,15
965, 서울시 북부여성발전센터,노원구,37.64304352,127.0621338,0,3,1,0,0,10
966, 공릉로 26길,노원구,37.61965561,127.0814667,0,0,0,0,0,10
967, 공릉역3번출구,노원구,37.62500381,127.0730133,0,2,0,223,189.67,8
968, 상계문화정보도서관,노원구,37.67851257,127.0517426,3,0,0,0,166.98,10
969, 상계주공13단지 1301동,노원구,37.66674042,127.0638886,0,2,0,0,0,10
970, 공릉산 백세문 입구,노원구,37.62812042,127.0854874,0,2,0,182,0,4
971, 은하수 공원,노원구,37.63000488,127.0440979,1,0,0,0,0,8
972, 상계주공1단지 버스정류장 옆(대원빌딩 앞),노원구,37.64805984,127.0623932,4,3,0,399,341.82,4
973, 대륜E&S 서울지사 앞,노원구,37.64255524,127.0603867,0,0,0,0,89.55,10
974, 동신아파트 후문 옆,노원구,37.62786102,127.0763779,0,0,0,172,227.42,6
975, 월계 롯데캐슬아파트 뒤,노원구,37.62514877,127.0499344,0,0,0,131,0,5
976, 목련아파트,노원구,37.64862823,127.0691834,1,1,0,0,0,9
977, 상계신동아아파트,노원구,37.66767883,127.068367,0,0,0,313,0,5
978, 주공601동 상가 노원지하보도 앞,노원구,37.65229416,127.061348,4,3,0,595,292.92,5
979, 월계1동주민센터 앞,노원구,37.61985016,127.0631027,0,3,0,94,205.48,6
980, 중계주공2단지 앞,노원구,37.65694046,127.0780487,1,2,0,363,0,5
981, 당고개역 앞,노원구,37.67073822,127.0796204,0,2,0,66,188.99,5
982,공릉동 신도1차 아파트 뒤,노원구,37.62780762,127.0696182,0,2,0,1018,0,10
983, 극동의 푸른별 아파트 뒤(중계4동주민센터 앞),노원구,37.65868759,127.0775909,0,0,1,290,111.77,10
984,연해피빌 앞,노원구,37.63645935,127.0727692,1,0,0,137,117.35,10
985,한국스포츠정책과학원 앞,노원구,37.63573456,127.1058502,0,2,0,0,0,8
986, 은평예술회관,은평구,37.60394287,126.9276962,1,1,0,0,0,20
987, 진관동 은빛초등학교,은평구,37.64310837,126.9182205,0,0,1,343,0,10
988, 은평뉴타운 아이파크,은평구,37.64586639,126.9273911,1,2,0,386,0,20
989, 은평뉴타운 푸르지오,은평구,37.64867401,126.9307022,0,1,0,615,199.84,18
990, 구파발역 2번출구,은평구,37.63623428,126.9189987,1,10,0,463,499.29,10
991, 연신내역 5번출구,은평구,37.61721039,126.9195786,1,4,0,130,161.95,10
992, CJ 드림시티,은평구,37.59949112,126.9168625,1,0,0,109.5,198.85,10
993, 구산역 4번출구,은평구,37.61318588,126.9173508,0,0,0,142,233.48,10
994, 백련산 힐스테이트 3차,은평구,37.58699417,126.9228821,1,2,0,320,118.92,10
995, 은평평화공원(역촌역4번출구),은평구,37.60558319,126.9229355,0,3,0,0,4.2,10
996, 응암오거리,은평구,37.58966064,126.9169464,0,1,0,28,145.45,20
997, 이마트 버스정류장(서부경찰서 방면),은평구,37.60070038,126.9201279,2,0,0,190,370.41,15
998, 새절역 2번출구,은평구,37.59079742,126.9136505,0,6,0,0,246.98,20
999, 증산역 4번출구,은평구,37.5843811,126.9098969,0,5,0,0,217.19,10
1000, 평생학습관 앞,은평구,37.60784912,126.9213257,0,4,0,158,200.54,13
1001, 녹번역 3번출구,은평구,37.60078049,126.9352112,1,3,0,0,0,10
1002, 서울혁신파크,은평구,37.60702515,126.9333115,0,5,0,96,162.82,10
1003, 신도고등학교,은평구,37.63001633,126.9190292,0,2,0,0,0,10
1004, 연신내역 4번출구,은평구,37.61780167,126.9219666,1,7,0,432,322.52,10
1005, 국민은행 연서지점,은평구,37.62094879,126.9256363,0,0,0,447,153.98,10
1006, 메뚜기다리,은평구,37.62851715,126.9295807,0,2,0,0,0,12
1007, 불광역 2번출구,은평구,37.60956573,126.9309769,1,6,0,49,243.81,8
1008, 연신내역 3번출구 인근,은평구,37.61785507,126.9225235,1,7,0,76,346.1,10
1009, 은평역사한옥박물관,은평구,37.64131546,126.9380417,0,2,1,40,70.96,15
1010, 구 서부경찰서 건너편,은평구,37.60166168,126.9203033,0,2,0,156,226.88,7
1011, 역촌파출소,은평구,37.60473633,126.9153366,0,0,0,388,201.48,32
1012, 예일여중,은평구,37.61000443,126.9163971,0,4,0,6,104.92,20
1013, 역촌종합시장 버스정류장(예일여고 방면),은평구,37.61248398,126.9148789,0,2,0,59,219.56,15
1014, 신사동 성당,은평구,37.59714127,126.9095993,0,1,0,314,245.19,10
1015, 상림마을 롯데캐슬2단지 옆,은평구,37.64585114,126.9237976,0,1,0,86,0,10
1016, 금암 문화공원,은평구,37.64468384,126.918457,0,1,0,0,0,10
1017, 은평구청 교차로,은평구,37.60169983,126.9274216,1,1,0,0,226.18,15
1018, 은평뉴타운 도서관,은평구,37.63722229,126.9333038,1,0,0,187,0,13
1019, 상림마을 생태공원,은평구,37.64408112,126.9292831,1,2,0,56,0,9
1020, 은평구청 보건소,은평구,37.60240173,126.9286499,2,0,0,533,258.79,10
1021, 기자촌 사거리,은평구,37.63414001,126.9323425,0,2,0,428,0,10
1022, 독바위역,은평구,37.61843872,126.9328842,1,4,0,305,237.08,16
1023, 연신내 선일하이츠빌 정류소,은평구,37.62266922,126.9199905,0,2,0,412,208.72,10
1024, 디지털미디어 시티역 4번출구(DMC역),은평구,37.57720184,126.9023514,0,0,0,0,0,10
1025, 연신내역 1번 출구,은평구,37.61978149,126.9208069,3,4,0,0,477.26,6
1026, 구산역 2번 출구 예일여고 버스정류장,은평구,37.60980225,126.9167938,0,3,0,342,177.42,15
1027, 서울연신중학교,은평구,37.62265015,126.9252472,0,0,0,417,163.65,10
1028, 서울연신초등학교,은평구,37.6257782,126.9288178,0,2,1,65,180.44,10
1029, 은평뉴타운구파발9단지,은평구,37.64260864,126.9214783,0,1,0,476,0,10
1030, 응암시장교차로,은평구,37.59441376,126.9180145,0,2,0,143,177.54,9
1031, 본 서부병원 버스정류장(은평 세무서 방면),은평구,37.60036087,126.9228134,2,3,0,6,166.33,13
1032, 구파발10단지 인근,은평구,37.6436615,126.9145584,0,2,0,0,0,10
1033, 구파발역 환승센터,은평구,37.63825226,126.9194565,1,1,0,0,406.87,15
1034, 불광역 9번 출구,은평구,37.61096954,126.9298096,3,5,0,9,183.47,8
1035, 은평뉴타운 힐데스하임,은평구,37.63925934,126.9189072,1,1,0,556,166.64,10
1036, 대호프라자아파트,은평구,37.61442947,126.932579,1,2,0,697,215.09,13
1037, 북한산힐스테이트 7차아파트,은평구,37.61654282,126.9251251,0,1,0,500,136.05,10
1038, 서울특별시 은평병원,은평구,37.59347916,126.9231873,1,5,0,172,170.25,10
1039, 서울혁신파크1,은평구,37.60903168,126.9346771,0,0,0,0,0,10
1040, 서울혁신파크2,은평구,37.60890961,126.9324188,0,3,0,0,0,13
1041, 은평뉴타운 상림마을 13단지,은평구,37.64208984,126.9294128,0,0,0,357,0,7
1042, 은평 지웰테라스,은평구,37.64339447,126.9321365,0,0,0,174,0,9
1043, 역촌 센트레빌 아파트,은평구,37.60232925,126.9065476,0,2,0,499,180.95,20
1044, 수색역,은평구,37.58216095,126.894928,0,0,0,13,318.06,20
1045,제각말푸르지오 5-1단지 아파트,은평구,37.63734818,126.9358444,0,0,0,109,0,10
1046,연신초등학교옆 마을마당,은평구,37.62672043,126.9290161,0,2,0,10,0,10
1047,백련산 힐스테이트상가앞,은평구,37.59036255,126.9230118,0,2,0,455,0,10
1048,진관고등학교앞,은평구,37.64350891,126.9241028,0,2,1,409,0,10
1049,신도중학교앞,은평구,37.63310242,126.9315033,0,2,1,0,0,10
1050,녹번 힐스테이트상가앞,은평구,37.60100937,126.9359283,0,3,0,236,196.58,10
1051,원풍빌라앞,은평구,37.59186172,126.9060822,0,4,0,79,126.81,10
1052, 녹번초등학교(서오릉로),은평구,37.60412598,126.925087,1,1,1,76,156.69,10
1053,상신초등학교앞 버스정류장,은평구,37.59580994,126.9102631,0,5,0,509,212.91,9
1054, 은평세무서 버스정류장(은평구청 방면),은평구,37.60119247,126.926384,1,3,0,230,258.67,10
1055, 신응교(가좌로) 앞,은평구,37.59181213,126.9148331,0,2,0,186,148.4,10
1056,흥국사 정류장,은평구,37.6567688,126.942009,0,2,0,0,0,10
1057,북한산입구 정류장,은평구,37.65842819,126.9460602,0,2,0,0,0,10
1058,은평뉴타운 은뜨락아파트앞,은평구,37.63028717,126.9195633,1,2,0,0,0,15
1059,북한산생태공원입구(교통섬),은평구,37.61050797,126.9385376,0,3,0,185,184.11,10
1060,은평다목적체육관,은평구,37.63140869,126.9254074,0,1,0,0,0,10
1061,응암역2번출구 국민은행 앞,은평구,37.59996796,126.9157257,1,1,0,284,310.64,10
1062, 본 서부병원 교차로 사거리,은평구,37.60049438,126.9221573,3,1,0,538,260.53,17
1063, 녹번역1번출구앞,은평구,37.60176849,126.9354248,0,8,0,0,0,10
1064, 신진과학기술고등학교 버스정류장(응암시장 방면),은평구,37.59750366,126.9199982,1,4,0,420,249.79,10
1065," 불광역3,6호선 버스정류장(동명여고 방면)",은평구,37.61326218,126.9278641,0,6,0,554,100.11,10
1066, 응암역3번 출구(서부경찰서 방면),은평구,37.59967041,126.91716,1,1,0,109.5,198.85,10
1067, 폭포동입구 교차로,은평구,37.62962723,126.9301148,1,0,0,0,0,10
1068, 기자촌사거리,은평구,37.63390732,126.931778,0,2,0,0,0,10
1069, 청구성심병원 앞,은평구,37.62087631,126.9197998,2,2,0,147,210.01,10
1070, 준빌딩 앞,은평구,37.62205124,126.9195862,0,1,0,183,215.57,10
1071, 신사두산위브2차아파트 앞,은평구,37.59931564,126.9075928,0,0,0,347,204.2,10
1072, 녹번역e편한세상 캐슬 정문 앞,은평구,37.60034561,126.9314804,0,0,0,265,185.1,10
1073, 불광역 9번 출구 맞은편,은평구,37.61156845,126.9304886,1,4,0,196,253.12,10
1074, 갈현1동 주민센터,은평구,37.62360764,126.9168854,1,6,0,460,202.7,9
1075, 백련산 SK뷰 아이파크 해모로 아파트 앞,은평구,37.59612656,126.9196243,2,1,0,218,255.99,10
1076, 백련산로 녹번센트레빌,은평구,37.59954453,126.9265366,0,3,0,365,175.97,10
1077,박석고개(은평소방서) 앞,은평구,37.62794495,126.9197693,0,1,0,181,126.08,6
1078, 은평 성모병원 사거리,은평구,37.63470078,126.9173584,0,0,0,0,167.04,10
1079, 응암2동주민센터 버스정류장(영락중학교 방면),은평구,37.59586716,126.9234924,0,2,0,55,0,10
1080, DMC역 5번 출구(수색역 방향),은평구,37.57890701,126.9012985,0,4,0,0,75.7,25
1081, 우물골 근린공원,은평구,37.63406754,126.9253922,1,2,0,258,0,7
1082, 역촌센트레빌아파트 101동 앞,은평구,37.60354233,126.906723,0,2,0,0,121.1,10
1083,은평서해그랑블아파트앞,은평구,37.61705017,126.9065857,0,1,0,386,100.68,10
1084, 마스타 빌딩 앞,서대문구,37.55893326,126.9271164,1,1,0,206,222.24,15
1085, 홍은사거리,서대문구,37.59115982,126.94133,1,3,0,58,47.27,23
1086, 문화촌 공원,서대문구,37.59432983,126.9473877,1,4,0,37,154.54,20
1087, 신촌역(2호선) 1번출구 옆,서대문구,37.55549622,126.9363403,5,6,0,0,213.065,20
1088, 증산2교,서대문구,37.5841713,126.9111023,1,2,0,293,180.97,20
1089, 해담는다리,서대문구,37.58203125,126.9089966,0,1,0,341,194.44,15
1090, 연세로 명물길,서대문구,37.55789185,126.9380798,0,1,0,52,243.98,8
1091, 명물길 원형무대 앞,서대문구,37.55922699,126.9398422,0,0,0,31,249.18,10
1092, 신촌기차역입구 교차로,서대문구,37.55681229,126.9431839,0,3,0,298,421.29,10
1093, 신촌동 제1공영주차장 앞,서대문구,37.5591774,126.9345245,0,1,1,151,203.21,10
1094, 연세대 정문 건너편,서대문구,37.55986404,126.9344177,0,2,0,11,114.06,10
1095, 이화여대 후문,서대문구,37.560009,126.9407349,0,0,0,14,0,22
