,기준_날짜,기준_시간,시작_대여소,종료_대여소,전체건수,전체_이용_분,전체_이용_거리,전 체건수
8027318,20220627,855,ST-2036,ST-1688,,1,200,1.0
8027319,20220627,830,ST-2489,ST-1712,,6,917,1.0
8027320,20220627,835,ST-2489,ST-1712,,7,853,1.0
8027321,20220627,820,ST-510,ST-1715,,9,1600,1.0
8027322,20220627,1310,ST-1515,ST-1715,,15,2175,1.0
8027323,20220627,945,ST-1718,ST-1715,,2,492,1.0
8027324,20220627,840,ST-1709,ST-2031,,4,790,1.0
8027325,20220627,1915,ST-1709,ST-2031,,5,720,1.0
8027326,20220627,1945,ST-1709,ST-2031,,5,710,1.0
8027327,20220627,815,ST-1689,ST-2031,,3,787,1.0
8027328,20220627,1715,ST-1689,ST-2031,,4,793,1.0
8027329,20220627,1915,ST-2035,ST-2041,,8,1430,1.0
8027330,20220627,1850,ST-2033,ST-2041,,5,1170,1.0
8027331,20220627,1325,ST-1688,ST-1688,,13,1220,1.0
8027332,20220627,1645,ST-1688,ST-1688,,9,1536,1.0
8027333,20220627,955,ST-10,ST-2531,,4,445,1.0
8027334,20220627,855,ST-21,ST-2152,,12,1870,1.0
8027335,20220627,935,ST-2874,ST-2152,,12,2298,1.0
8027336,20220627,720,ST-4,ST-8,,6,897,1.0
8027337,20220627,1900,ST-23,ST-8,,15,2160,1.0
8027338,20220627,2100,ST-206,ST-8,,26,3930,1.0
8027339,20220627,55,ST-441,ST-8,,44,4018,1.0
8027340,20220627,1010,ST-2168,ST-2157,,5,883,1.0
8027341,20220627,1815,ST-2168,ST-2157,,4,800,1.0
8027342,20220627,2040,ST-2168,ST-2157,,5,824,1.0
8027343,20220627,1030,ST-4,ST-2531,,4,760,1.0
8027344,20220627,1240,ST-2531,ST-2531,,97,1160,1.0
8027345,20220627,1835,ST-2168,ST-2531,,9,1130,1.0
8027346,20220627,920,ST-210,ST-9,,7,963,1.0
8027347,20220627,1415,ST-211,ST-9,,8,1420,1.0
8027348,20220627,1355,ST-2152,ST-2152,,38,4346,1.0
8027349,20220627,1910,ST-2152,ST-2152,,80,1640,1.0
8027350,20220627,1840,ST-2167,ST-2152,,50,9240,1.0
8027351,20220627,2120,ST-1554,ST-2152,,148,18556,1.0
8027352,20220627,920,ST-2160,ST-5,,8,1610,1.0
8027353,20220627,2345,ST-2783,ST-2905,,47,8610,1.0
8027354,20220627,1140,ST-366,ST-2905,,292,41524,3.0
8027355,20220627,2355,ST-442,ST-2905,,43,10540,1.0
8027356,20220627,2315,ST-2650,ST-2905,,57,9060,1.0
8027357,20220627,940,ST-4,ST-9,,5,790,1.0
8027358,20220627,850,ST-18,ST-9,,2,650,1.0
8027359,20220627,905,ST-18,ST-9,,4,370,1.0
8027360,20220627,1025,ST-18,ST-9,,4,610,1.0
8027361,20220627,2220,ST-201,ST-3008,,3,300,1.0
8027362,20220627,2245,ST-202,ST-3008,,2,420,1.0
8027363,20220627,525,ST-8,ST-3008,,17,3294,1.0
8027364,20220627,1045,ST-32,ST-3008,,13,1930,1.0
8027365,20220627,2145,ST-5,ST-5,,32,4747,1.0
8027366,20220627,2115,ST-8,ST-5,,9,720,1.0
8027367,20220627,1210,ST-10,ST-5,,7,790,1.0
8027368,20220627,2150,ST-93,ST-343,,31,6870,1.0
8027369,20220627,1645,ST-2534,ST-343,,13,2450,1.0
8027370,20220627,2310,ST-343,ST-343,,48,8670,1.0
8027371,20220627,1910,ST-18,ST-9,,3,619,1.0
8027372,20220627,2050,ST-1190,ST-9,,6,1720,1.0
8027373,20220627,850,ST-555,ST-9,,22,2668,1.0
8027374,20220627,2320,ST-1691,ST-3008,,5,704,1.0
8027375,20220627,2035,ST-1443,ST-3008,,53,10002,1.0
8027376,20220627,710,ST-2175,ST-3008,,9,1174,1.0
8027377,20220627,2355,ST-24,ST-5,,16,2800,1.0
8027378,20220627,2130,ST-2550,ST-5,,49,7790,1.0
8027379,20220627,1920,ST-1778,ST-5,,73,12180,1.0
8027380,20220627,120,ST-11,ST-2905,,30,5070,1.0
8027381,20220627,135,ST-750,ST-343,,37,8660,1.0
8027382,20220627,2305,ST-2978,ST-343,,17,1480,1.0
8027383,20220627,2055,ST-2866,ST-343,,20,2800,1.0
8027384,20220627,1115,ST-2533,ST-2168,,50,1770,1.0
8027385,20220627,1000,ST-1097,ST-566,,29,2006,1.0
8027386,20220627,1530,ST-2498,ST-566,,9,1180,1.0
8027387,20220627,2235,ST-570,ST-570,,22,2978,1.0
8027388,20220627,2330,ST-1093,ST-570,,8,1270,1.0
8027389,20220627,845,ST-2295,ST-570,,16,1960,1.0
8027390,20220627,1530,ST-780,ST-1908,,4,571,1.0
8027391,20220627,1000,ST-750,ST-1909,,2,705,1.0
8027392,20220627,2320,ST-2846,ST-2629,,8,1330,1.0
8027393,20220627,710,ST-2629,ST-2629,,0,0,1.0
8027394,20220627,810,ST-2631,ST-2631,,1,0,1.0
8027395,20220627,1845,ST-3044,ST-2631,,32,7210,1.0
8027396,20220627,1935,ST-1608,ST-2283,,47,12631,1.0
8027397,20220627,1500,ST-402,ST-2282,,16,2310,1.0
8027398,20220627,1835,ST-2632,ST-599,,10,1927,1.0
8027399,20220627,1850,ST-599,ST-599,,0,0,1.0
8027400,20220627,1535,ST-564,ST-1203,,6,954,1.0
8027401,20220627,2115,ST-2227,ST-1203,,16,2350,1.0
8027402,20220627,2115,ST-158,ST-1203,,15,4843,1.0
8027403,20220627,935,ST-574,ST-1203,,11,2128,1.0
8027404,20220627,2140,ST-1723,ST-1203,,16,2042,2.0
8027405,20220627,1725,ST-2237,ST-2237,,4,0,1.0
8027406,20220627,2105,ST-3014,ST-2237,,16,2532,1.0
8027407,20220627,2000,ST-2532,ST-15,,148,22220,2.0
8027408,20220627,955,ST-206,ST-15,,13,2250,1.0
8027409,20220627,1900,ST-366,ST-15,,76,11584,1.0
8027410,20220627,1900,ST-21,ST-16,,9,899,1.0
8027411,20220627,2215,ST-16,ST-16,,0,0,1.0
8027412,20220627,2115,ST-1105,ST-1203,,4,530,1.0
8027413,20220627,310,ST-910,ST-2898,,5,760,1.0
8027414,20220627,755,ST-910,ST-2898,,4,734,1.0
8027415,20220627,1120,ST-910,ST-2898,,4,801,1.0
8027416,20220627,2315,ST-910,ST-2898,,5,722,1.0
8027417,20220627,2345,ST-1280,ST-2237,,4,593,1.0
8027418,20220627,2015,ST-579,ST-2731,,27,2270,1.0
8027419,20220627,1905,ST-1204,ST-2731,,10,1110,1.0
8027420,20220627,2240,ST-1385,ST-2731,,2,390,1.0
8027421,20220627,1825,ST-2793,ST-2731,,6,1110,1.0
8027422,20220627,900,ST-26,ST-19,,3,650,1.0
8027423,20220627,2220,ST-19,ST-2169,,10,951,1.0
8027424,20220627,715,ST-1455,ST-1454,,1,0,1.0
8027425,20220627,2225,ST-1723,ST-2898,,2,0,1.0
8027426,20220627,1205,ST-2342,ST-2898,,74,6140,1.0
8027427,20220627,1110,ST-1105,ST-2898,,5,1160,1.0
8027428,20220627,2140,ST-910,ST-574,,14,1881,2.0
8027429,20220627,350,ST-2318,ST-2731,,51,10190,1.0
8027430,20220627,15,ST-1280,ST-2731,,9,1050,1.0
8027431,20220627,1815,ST-2231,ST-2793,,4,830,1.0
8027432,20220627,1005,ST-580,ST-2793,,3,666,2.0
8027433,20220627,2305,ST-580,ST-2793,,12,1032,2.0
8027434,20220627,1905,ST-2874,ST-205,,21,4940,1.0
8027435,20220627,610,ST-3008,ST-205,,6,760,1.0
8027436,20220627,2210,ST-207,ST-205,,14,2370,1.0
8027437,20220627,2230,ST-562,ST-2235,,9,1580,1.0
8027438,20220627,2145,ST-574,ST-574,,9,1530,1.0
8027439,20220627,40,ST-2406,ST-574,,8,3020,1.0
8027440,20220627,915,ST-2266,ST-574,,15,2265,1.0
8027441,20220627,30,ST-2280,ST-574,,10,2520,1.0
8027442,20220627,905,ST-970,ST-574,,18,2550,1.0
8027443,20220627,2220,ST-2075,ST-574,,14,1770,1.0
8027444,20220627,2125,ST-2236,ST-2793,,6,1350,1.0
8027445,20220627,805,ST-2232,ST-2793,,3,850,1.0
8027446,20220627,655,ST-1385,ST-2793,,5,1119,1.0
8027447,20220627,830,ST-2237,ST-2793,,5,1130,1.0
8027448,20220627,1625,ST-572,ST-2793,,33,3126,1.0
8027449,20220627,1820,ST-73,ST-205,,10,1821,1.0
8027450,20220627,1830,ST-424,ST-205,,16,2730,1.0
8027451,20220627,2110,ST-3072,ST-205,,16,2594,1.0
8027452,20220627,630,ST-297,ST-205,,10,2440,1.0
8027453,20220627,1255,ST-1208,ST-2235,,6,580,1.0
8027454,20220627,1815,ST-1208,ST-2235,,10,1130,1.0
8027455,20220627,1915,ST-562,ST-1384,,3,735,1.0
8027456,20220627,25,ST-1455,ST-1384,,19,2652,1.0
8027457,20220627,25,ST-2793,ST-559,,25,4835,1.0
8027458,20220627,1815,ST-580,ST-910,,16,2094,1.0
8027459,20220627,855,ST-565,ST-910,,6,530,1.0
8027460,20220627,1110,ST-913,ST-2793,,8,1560,1.0
8027461,20220627,2320,ST-913,ST-2793,,7,1590,1.0
8027462,20220627,820,ST-1106,ST-2793,,10,1896,1.0
8027463,20220627,1855,ST-32,ST-2169,,7,560,1.0
8027464,20220627,2345,ST-32,ST-2169,,74,9640,2.0
8027465,20220627,125,ST-9,ST-2169,,12,1740,1.0
8027466,20220627,2135,ST-26,ST-2169,,3,350,1.0
8027467,20220627,2215,ST-1454,ST-1201,,3,797,1.0
8027468,20220627,1840,ST-1855,ST-904,,18,1627,1.0
8027469,20220627,2130,ST-579,CENTER,,5,0,1.0
8027470,20220627,925,ST-156,CENTER,,59,0,1.0
8027471,20220627,2220,ST-2589,ST-897,,24,1590,1.0
8027472,20220627,2215,ST-1707,ST-1072,,15,1834,1.0
8027473,20220627,2230,ST-2576,ST-2972,,2,460,1.0
8027474,20220627,805,ST-1084,ST-2972,,8,980,1.0
8027475,20220627,1010,ST-1855,ST-2972,,6,810,1.0
8027476,20220627,935,ST-1855,ST-2972,,6,1116,1.0
8027477,20220627,1920,ST-1855,ST-2972,,6,783,1.0
8027478,20220627,805,ST-1076,ST-2972,,5,890,1.0
8027479,20220627,2255,ST-2577,ST-904,,21,3310,1.0
8027480,20220627,1030,ST-1592,ST-904,,12,707,1.0
8027481,20220627,910,ST-304,CENTER,,58,0,1.0
8027482,20220627,1935,ST-2815,CENTER,,50,0,1.0
8027483,20220627,2005,ST-293,CENTER,,20,0,1.0
8027484,20220627,2335,ST-1968,CENTER,,60,0,1.0
8027485,20220627,2020,ST-95,CENTER,,50,0,1.0
8027486,20220627,2325,ST-589,CENTER,,30,0,1.0
8027487,20220627,830,ST-1716,ST-1072,,7,1380,1.0
8027488,20220627,850,ST-1716,ST-1072,,10,1244,1.0
8027489,20220627,1025,ST-2409,ST-1077,,14,1462,1.0
8027490,20220627,130,ST-2605,ST-1717,,19,3730,1.0
8027491,20220627,855,ST-2572,ST-2972,,25,3350,1.0
8027492,20220627,1735,ST-2973,ST-2973,,0,0,1.0
8027493,20220627,810,ST-905,ST-905,,18,2210,1.0
8027494,20220627,925,ST-904,ST-905,,2,0,1.0
8027495,20220627,1900,ST-2984,ST-905,,12,1233,1.0
8027496,20220627,650,ST-2987,ST-905,,10,1630,1.0
8027497,20220627,825,ST-1320,CENTER,,9,0,1.0
8027498,20220627,2035,ST-1681,ST-1717,,36,7000,1.0
8027499,20220627,950,ST-2591,ST-2973,,4,800,1.0
8027500,20220627,1930,ST-3079,ST-905,,30,7010,1.0
8027501,20220627,1320,ST-1657,ST-905,,71,4270,1.0
8027502,20220627,655,ST-2589,ST-905,,5,1183,1.0
8027503,20220627,2305,ST-904,ST-907,,3,253,1.0
8027504,20220627,1050,ST-1707,ST-907,,17,2573,2.0
8027505,20220627,945,ST-28,CENTER,,55,0,1.0
8027506,20220627,1815,ST-53,CENTER,,35,0,1.0
8027507,20220627,2240,ST-1873,ST-2878,,6,1219,1.0
8027508,20220627,1950,ST-1857,ST-2878,,27,3911,2.0
8027509,20220627,10,ST-930,ST-2878,,8,1010,1.0
8027510,20220627,2315,ST-2589,ST-2878,,11,1610,1.0
8027511,20220627,855,ST-1076,ST-2973,,4,1000,1.0
8027512,20220627,725,ST-1885,ST-2973,,38,6770,1.0
8027513,20220627,800,ST-2897,CENTER,,27,0,1.0
8027514,20220627,1955,ST-2208,CENTER,,55,0,1.0
8027515,20220627,2355,ST-3033,CENTER,,60,0,1.0
8027516,20220627,1610,ST-1298,CENTER,,80,0,1.0
8027517,20220627,1515,ST-394,CENTER,,60,0,1.0
8027518,20220627,905,ST-2501,CENTER,,21,0,1.0
8027519,20220627,1600,ST-1853,ST-2590,,10,1259,1.0
8027520,20220627,2315,ST-2605,ST-1855,,5,1266,1.0
8027521,20220627,1915,ST-1855,ST-1855,,1,0,1.0
8027522,20220627,1900,ST-1855,ST-1855,,0,0,1.0
8027523,20220627,930,ST-897,ST-2605,,14,2820,1.0
8027524,20220627,1850,ST-2907,ST-2605,,20,3220,1.0
8027525,20220627,715,ST-1082,ST-2605,,8,1451,1.0
8027526,20220627,2035,ST-508,CENTER,,30,0,1.0
8027527,20220627,1045,ST-913,CENTER,,50,0,1.0
8027528,20220627,1110,ST-2420,CENTER,,20,0,1.0
8027529,20220627,135,ST-2450,CENTER,,91,0,1.0
8027530,20220627,2030,ST-2556,CENTER,,10,0,1.0
8027531,20220627,140,ST-2083,CENTER,,60,0,1.0
8027532,20220627,715,ST-2796,ST-1855,,11,2220,1.0
8027533,20220627,845,ST-1186,ST-1855,,16,2307,1.0
8027534,20220627,1540,ST-2973,ST-2984,,2,340,1.0
8027535,20220627,955,ST-2573,ST-2984,,18,2412,1.0
8027536,20220627,1855,ST-2588,ST-2605,,8,962,1.0
8027537,20220627,820,ST-2589,ST-2605,,9,1310,1.0
8027538,20220627,845,ST-2395,ST-2014,,4,596,1.0
8027539,20220627,915,ST-2395,ST-2014,,3,690,1.0
8027540,20220627,2210,ST-311,ST-2692,,10,1794,1.0
8027541,20220627,1905,ST-2692,ST-2692,,0,0,1.0
8027542,20220627,815,ST-1000,ST-2692,,3,288,1.0
8027543,20220627,2300,ST-664,ST-2012,,25,3414,1.0
8027544,20220627,1905,ST-312,ST-2012,,65,2076,1.0
8027545,20220627,1625,ST-2398,ST-2012,,3,426,1.0
8027546,20220627,1815,ST-2396,ST-2012,,5,631,1.0
8027547,20220627,2335,ST-1997,ST-2395,,9,1413,1.0
8027548,20220627,1840,ST-1995,ST-2395,,29,3906,2.0
8027549,20220627,1715,ST-2017,ST-2395,,21,1898,1.0
8027550,20220627,1410,ST-1961,ST-2395,,15,2227,1.0
8027551,20220627,810,ST-312,ST-2395,,7,731,1.0
8027552,20220627,2220,ST-312,ST-2395,,6,940,1.0
8027553,20220627,2350,ST-2761,ST-2395,,9,860,1.0
8027554,20220627,1150,ST-2013,ST-2397,,6,1112,1.0
8027555,20220627,1900,ST-2398,ST-2397,,9,272,1.0
8027556,20220627,2045,ST-2014,ST-1504,,5,747,1.0
8027557,20220627,2120,ST-1005,ST-1504,,35,970,1.0
8027558,20220627,1855,ST-1996,ST-2960,,23,3500,2.0
8027559,20220627,1810,ST-311,ST-2960,,13,2112,1.0
8027560,20220627,2205,ST-2017,ST-2960,,9,2320,1.0
8027561,20220627,2120,ST-1539,ST-2960,,20,4078,1.0
8027562,20220627,2020,ST-66,ST-2960,,64,14431,1.0
8027563,20220627,1700,ST-2011,ST-2012,,4,470,1.0
8027564,20220627,1910,ST-315,ST-2012,,3,318,1.0
8027565,20220627,905,ST-2768,ST-315,,33,2227,1.0
8027566,20220627,830,ST-2013,ST-2395,,7,1210,1.0
8027567,20220627,1830,ST-1501,ST-2395,,26,2240,1.0
8027568,20220627,2105,ST-2396,ST-2397,,12,1720,2.0
8027569,20220627,1745,ST-2011,ST-2397,,5,740,1.0
8027570,20220627,1855,ST-311,ST-2398,,17,1154,1.0
8027571,20220627,745,ST-1546,ST-733,,7,1140,1.0
8027572,20220627,845,ST-1008,ST-315,,11,2140,1.0
8027573,20220627,1950,ST-1008,ST-315,,10,2120,1.0
8027574,20220627,850,ST-997,ST-315,,15,2076,1.0
8027575,20220627,850,ST-2005,ST-2395,,3,791,1.0
8027576,20220627,1345,ST-1996,ST-2396,,6,1270,1.0
8027577,20220627,1040,ST-994,ST-2396,,12,1811,1.0
8027578,20220627,1955,ST-311,ST-2398,,7,1108,1.0
8027579,20220627,2230,ST-311,ST-2398,,7,1110,1.0
8027580,20220627,2145,ST-1997,ST-2398,,14,1660,1.0
8027581,20220627,1820,ST-1019,ST-2398,,15,580,1.0
8027582,20220627,2325,ST-1731,ST-2398,,7,1203,1.0
8027583,20220627,2135,ST-2398,ST-2692,,6,560,1.0
8027584,20220627,905,ST-2011,ST-2692,,5,630,1.0
8027585,20220627,755,ST-3047,ST-2692,,7,1205,1.0
8027586,20220627,800,ST-311,ST-315,,7,1530,2.0
8027587,20220627,2025,ST-1505,ST-315,,10,1597,1.0
8027588,20220627,710,ST-3089,ST-2396,,8,1130,1.0
8027589,20220627,2045,ST-639,ST-2398,,32,6617,1.0
8027590,20220627,2255,ST-919,ST-2398,,11,1955,1.0
8027591,20220627,1915,ST-664,ST-2398,,111,2911,1.0
8027592,20220627,2230,ST-312,ST-2398,,8,1303,1.0
8027593,20220627,1745,ST-1495,ST-2398,,19,3190,1.0
8027594,20220627,1850,ST-1521,ST-2960,,35,7228,1.0
8027595,20220627,830,ST-1504,ST-2960,,2,0,1.0
8027596,20220627,1845,ST-2014,ST-2960,,2,518,1.0
8027597,20220627,1720,ST-2017,ST-315,,16,890,1.0
8027598,20220627,905,ST-534,ST-315,,12,1650,1.0
8027599,20220627,1830,ST-2398,ST-2396,,6,845,1.0
8027600,20220627,1825,ST-315,ST-2396,,4,654,1.0
8027601,20220627,1815,ST-315,ST-2396,,2,375,1.0
8027602,20220627,2210,ST-2692,ST-2398,,6,690,1.0
8027603,20220627,1700,ST-2397,ST-2398,,10,1468,1.0
8027604,20220627,1540,ST-1249,ST-2059,,8,1261,2.0
8027605,20220627,1745,ST-2059,ST-2059,,0,0,1.0
8027606,20220627,845,ST-2994,ST-2059,,9,1583,1.0
8027607,20220627,955,ST-1510,ST-2059,,53,520,1.0
8027608,20220627,1815,ST-2613,ST-2557,,6,900,1.0
8027609,20220627,705,ST-2050,ST-2557,,22,2993,1.0
8027610,20220627,15,ST-2538,ST-2557,,10,1410,1.0
8027611,20220627,1820,ST-2538,ST-2557,,20,2789,2.0
8027612,20220627,2315,ST-835,ST-2557,,8,1724,1.0
8027613,20220627,700,ST-2539,ST-1249,,12,2110,1.0
8027614,20220627,1950,ST-522,ST-1249,,9,1930,1.0
8027615,20220627,30,ST-520,ST-834,,12,2225,1.0
8027616,20220627,1940,ST-518,ST-834,,12,1530,1.0
8027617,20220627,1230,ST-1714,ST-834,,13,1870,1.0
8027618,20220627,1630,ST-1065,ST-834,,6,800,1.0
8027619,20220627,850,ST-2871,ST-834,,12,1928,1.0
8027620,20220627,1730,ST-1013,ST-538,,15,2900,1.0
8027621,20220627,1850,ST-2029,ST-538,,5,990,1.0
8027622,20220627,35,ST-2411,ST-538,,23,3642,1.0
8027623,20220627,1920,ST-2550,ST-2557,,8,1390,1.0
8027624,20220627,1750,ST-2035,ST-2557,,13,2150,1.0
8027625,20220627,1830,ST-2025,ST-1249,,77,780,1.0
8027626,20220627,840,ST-1067,ST-1249,,7,1278,1.0
8027627,20220627,10,ST-1688,ST-834,,6,1080,1.0
8027628,20220627,1050,ST-1250,ST-834,,10,1000,1.0
8027629,20220627,1320,ST-1250,ST-834,,15,2105,2.0
8027630,20220627,605,ST-2492,ST-834,,14,3160,1.0
8027631,20220627,2135,ST-527,ST-538,,7,1090,1.0
8027632,20220627,1810,ST-2552,ST-1249,,5,606,1.0
8027633,20220627,1735,ST-1250,ST-1249,,5,860,1.0
8027634,20220627,855,ST-1519,ST-834,,3,385,1.0
8027635,20220627,1020,ST-538,ST-834,,60,176,1.0
8027636,20220627,840,ST-2038,ST-834,,9,810,1.0
8027637,20220627,1800,ST-2038,ST-834,,8,850,1.0
8027638,20220627,1755,ST-1646,ST-834,,6,810,1.0
8027639,20220627,10,ST-431,ST-2887,,6,1070,1.0
8027640,20220627,2050,ST-431,ST-2887,,8,1070,1.0
8027641,20220627,1950,ST-2017,ST-2887,,14,2043,1.0
8027642,20220627,20,ST-527,ST-2557,,14,1780,1.0
8027643,20220627,1105,ST-1249,ST-2557,,4,720,1.0
8027644,20220627,1725,ST-1249,ST-2557,,8,800,1.0
8027645,20220627,1825,ST-1249,ST-2557,,6,730,1.0
8027646,20220627,730,ST-2557,ST-1249,,5,750,1.0
8027647,20220627,815,ST-516,ST-834,,8,1521,1.0
8027648,20220627,530,ST-2844,ST-834,,27,5339,1.0
8027649,20220627,2230,ST-536,ST-2887,,8,790,1.0
8027650,20220627,2250,ST-2764,ST-2887,,12,1611,1.0
8027651,20220627,2120,ST-2760,ST-2887,,49,2830,1.0
8027652,20220627,1855,ST-1249,ST-2557,,4,679,1.0
8027653,20220627,2315,ST-1249,ST-2557,,6,745,1.0
8027654,20220627,1300,ST-2059,ST-2557,,32,3209,1.0
8027655,20220627,2030,ST-2487,ST-2557,,8,630,1.0
8027656,20220627,2220,ST-2487,ST-2557,,5,640,1.0
8027657,20220627,705,ST-1519,ST-1249,,4,820,1.0
8027658,20220627,800,ST-1519,ST-1249,,5,970,1.0
8027659,20220627,955,ST-2554,ST-1351,,17,2856,1.0
8027660,20220627,2015,ST-2993,ST-1351,,11,1970,1.0
8027661,20220627,2135,ST-835,ST-1351,,14,1695,1.0
8027662,20220627,1945,ST-1714,ST-1351,,6,764,1.0
8027663,20220627,2340,ST-524,ST-2992,,3,730,1.0
8027664,20220627,105,ST-2036,ST-2992,,17,2198,1.0
8027665,20220627,735,ST-835,ST-1069,,9,1299,1.0
8027666,20220627,930,ST-1511,ST-1249,,3,620,1.0
8027667,20220627,1030,ST-1511,ST-1249,,3,575,1.0
8027668,20220627,845,ST-2487,ST-1069,,7,1006,1.0
8027669,20220627,1705,ST-2020,ST-1069,,87,1698,1.0
8027670,20220627,635,ST-2490,ST-2790,,5,950,1.0
8027671,20220627,630,ST-1351,ST-2790,,6,1080,1.0
8027672,20220627,25,ST-831,ST-2943,,19,3280,1.0
8027673,20220627,2105,ST-2889,ST-2943,,8,1840,1.0
8027674,20220627,915,ST-508,ST-2943,,16,2819,1.0
8027675,20220627,735,ST-1718,ST-1689,,3,587,1.0
8027676,20220627,730,ST-512,ST-2031,,2,530,1.0
8027677,20220627,810,ST-1718,ST-2033,,7,2500,2.0
8027678,20220627,800,ST-1718,ST-2033,,6,920,1.0
8027679,20220627,900,ST-1718,ST-2033,,23,1207,1.0
8027680,20220627,855,ST-1718,ST-2033,,5,1130,1.0
8027681,20220627,110,ST-1253,ST-2033,,33,4064,1.0
8027682,20220627,810,ST-824,ST-2033,,14,2520,1.0
8027683,20220627,1040,ST-2411,ST-2943,,13,2200,1.0
8027684,20220627,1305,ST-2993,ST-2943,,12,2116,1.0
8027685,20220627,1145,ST-2569,ST-2943,,7,1690,1.0
8027686,20220627,805,ST-1710,ST-1689,,3,490,1.0
8027687,20220627,2050,ST-1710,ST-1689,,7,445,1.0
8027688,20220627,2235,ST-2538,ST-1689,,6,850,1.0
8027689,20220627,1910,ST-835,ST-1689,,12,1709,1.0
8027690,20220627,935,ST-2045,ST-1689,,9,1540,1.0
8027691,20220627,1740,ST-2045,ST-1689,,7,698,1.0
8027692,20220627,1905,ST-2045,ST-1689,,5,610,1.0
8027693,20220627,1940,ST-2045,ST-1689,,4,600,1.0
8027694,20220627,755,ST-975,ST-2031,,5,816,1.0
8027695,20220627,1330,ST-2482,ST-2031,,7,1450,1.0
8027696,20220627,750,ST-2034,ST-2033,,10,1395,2.0
8027697,20220627,820,ST-2037,ST-2033,,3,740,1.0
8027698,20220627,820,ST-2047,ST-2033,,5,421,2.0
8027699,20220627,2045,ST-2943,ST-2943,,66,3020,1.0
8027700,20220627,2115,ST-2943,ST-2943,,15,1535,1.0
8027701,20220627,1345,ST-2036,ST-1689,,1,210,1.0
8027702,20220627,1315,ST-2031,ST-1689,,9,1552,2.0
8027703,20220627,1835,ST-2031,ST-1689,,4,710,1.0
8027704,20220627,2035,ST-1063,ST-1689,,2,264,1.0
8027705,20220627,755,ST-1254,ST-2031,,4,980,1.0
8027706,20220627,930,ST-1254,ST-2031,,5,846,1.0
8027707,20220627,805,ST-1338,ST-2031,,2,320,1.0
8027708,20220627,810,ST-1694,ST-2031,,22,2921,1.0
8027709,20220627,725,ST-510,ST-2032,,13,2320,1.0
8027710,20220627,35,ST-2491,ST-1689,,20,4149,2.0
8027711,20220627,1820,ST-1718,ST-1708,,4,709,1.0
8027712,20220627,1220,ST-1708,ST-1708,,31,0,1.0
8027713,20220627,1925,ST-1402,ST-2031,,7,1240,1.0
8027714,20220627,2105,ST-2554,ST-2031,,12,1693,1.0
8027715,20220627,835,ST-1062,ST-2033,,11,1970,1.0
8027716,20220627,800,ST-2056,ST-2033,,10,1125,1.0
8027717,20220627,845,ST-1718,ST-1709,,3,556,1.0
8027718,20220627,1825,ST-1718,ST-1709,,2,556,1.0
8027719,20220627,825,ST-1645,ST-1709,,7,1043,1.0
8027720,20220627,1725,ST-2411,ST-2031,,10,176,1.0
8027721,20220627,625,ST-1352,ST-2031,,7,1440,1.0
8027722,20220627,800,ST-1065,ST-2033,,3,541,1.0
8027723,20220627,805,ST-2045,ST-2033,,4,900,1.0
8027724,20220627,855,ST-2045,ST-2033,,4,1000,1.0
8027725,20220627,915,ST-2052,ST-1063,,2,250,1.0
8027726,20220627,540,ST-824,ST-1063,,10,1793,1.0
8027727,20220627,825,ST-1727,ST-1063,,8,1300,1.0
8027728,20220627,810,ST-2965,ST-1063,,5,695,1.0
8027729,20220627,1815,ST-2045,ST-1709,,3,590,1.0
8027730,20220627,1930,ST-2044,ST-1709,,5,544,1.0
8027731,20220627,745,ST-2031,ST-1709,,10,1617,2.0
8027732,20220627,2220,ST-2993,ST-2031,,6,1020,1.0
8027733,20220627,1025,ST-1064,ST-2031,,12,1829,2.0
8027734,20220627,1845,ST-1064,ST-2031,,6,860,1.0
8027735,20220627,755,ST-2412,ST-2031,,8,1670,1.0
8027736,20220627,1820,ST-604,ST-1287,,13,1967,1.0
8027737,20220627,925,ST-2967,ST-1287,,16,2660,1.0
8027738,20220627,2205,ST-2291,ST-2078,,31,4808,1.0
8027739,20220627,735,ST-2067,ST-2078,,6,1550,1.0
8027740,20220627,1410,ST-831,ST-824,,5,595,1.0
8027741,20220627,1935,ST-831,ST-824,,6,695,1.0
8027742,20220627,1805,ST-2947,ST-824,,28,2012,1.0
8027743,20220627,755,ST-1118,ST-2702,,6,760,1.0
8027744,20220627,1525,ST-610,ST-2702,,11,1559,1.0
8027745,20220627,2100,ST-2699,ST-2702,,17,2425,1.0
8027746,20220627,2210,ST-1282,ST-2702,,6,1290,1.0
8027747,20220627,755,ST-2339,ST-360,,4,492,1.0
8027748,20220627,2340,ST-866,ST-1114,,36,6320,1.0
8027749,20220627,750,ST-1137,ST-1114,,52,10370,1.0
8027750,20220627,1905,ST-1474,ST-1395,,67,6049,1.0
8027751,20220627,1025,ST-1114,ST-1395,,4,700,1.0
8027752,20220627,515,ST-1123,ST-964,,13,2070,1.0
8027753,20220627,2005,ST-2668,ST-1166,,2,657,2.0
8027754,20220627,1810,ST-890,ST-1166,,7,907,1.0
8027755,20220627,2325,ST-890,ST-1166,,4,771,1.0
8027756,20220627,705,ST-769,ST-1166,,5,1190,1.0
8027757,20220627,2155,ST-1564,ST-2788,,11,2510,1.0
8027758,20220627,2020,ST-2805,ST-2340,,23,4760,1.0
