,기준_날짜,기준_시간,시작_대여소,종료_대여소,전체건수,전체_이용_분,전체_이용_거리,전 체건수
8009507,20220627,2055,ST-1865,ST-2592,,8,1150,1.0
8009508,20220627,950,ST-2891,ST-1661,,14,2140,1.0
8009509,20220627,1515,ST-2312,ST-1661,,11,1407,1.0
8009510,20220627,2055,ST-262,ST-2933,,19,4002,1.0
8009511,20220627,1740,ST-405,ST-2933,,9,980,1.0
8009512,20220627,945,ST-564,ST-2504,,11,1934,1.0
8009513,20220627,625,ST-655,ST-2504,,2,0,1.0
8009514,20220627,715,ST-655,ST-2504,,3,372,1.0
8009515,20220627,2000,ST-542,ST-2592,,11,2339,1.0
8009516,20220627,2135,ST-1046,ST-2592,,14,1910,1.0
8009517,20220627,2035,ST-2740,ST-2592,,7,1050,1.0
8009518,20220627,1535,ST-1194,ST-1661,,14,1643,1.0
8009519,20220627,915,ST-363,ST-1661,,16,2590,1.0
8009520,20220627,940,ST-361,ST-1661,,13,1230,1.0
8009521,20220627,420,ST-3003,ST-1661,,4,890,1.0
8009522,20220627,820,ST-112,ST-1661,,7,660,1.0
8009523,20220627,1145,ST-2933,ST-2933,,22,2130,1.0
8009524,20220627,2330,ST-2291,ST-2270,,35,2790,1.0
8009525,20220627,2000,ST-1334,ST-2270,,11,1188,1.0
8009526,20220627,1830,ST-1681,ST-2876,,4,584,1.0
8009527,20220627,2020,ST-1681,ST-2876,,3,660,1.0
8009528,20220627,1805,ST-2596,ST-2876,,6,928,1.0
8009529,20220627,2140,ST-1087,ST-3005,,6,1260,1.0
8009530,20220627,2000,ST-1865,ST-3005,,46,5730,1.0
8009531,20220627,2125,ST-1681,ST-3005,,19,2050,1.0
8009532,20220627,1915,ST-364,ST-1661,,11,1290,1.0
8009533,20220627,1605,ST-104,ST-1661,,21,2000,1.0
8009534,20220627,1840,ST-104,ST-1661,,10,1590,1.0
8009535,20220627,2315,ST-2283,ST-2270,,13,1360,1.0
8009536,20220627,2200,ST-401,ST-2270,,11,1105,1.0
8009537,20220627,1055,ST-2509,ST-2270,,10,1338,1.0
8009538,20220627,2245,ST-1409,ST-2876,,6,650,1.0
8009539,20220627,1050,ST-894,ST-2876,,6,700,1.0
8009540,20220627,2055,ST-544,ST-1588,,34,5990,1.0
8009541,20220627,1035,ST-2940,ST-1588,,2,210,1.0
8009542,20220627,1020,ST-3011,ST-413,,6,506,1.0
8009543,20220627,845,ST-1972,ST-413,,7,726,1.0
8009544,20220627,455,ST-2806,ST-294,,2,0,1.0
8009545,20220627,1955,ST-2806,ST-294,,5,619,1.0
8009546,20220627,1845,ST-418,ST-294,,0,1050,1.0
8009547,20220627,1855,ST-2045,ST-294,,43,610,1.0
8009548,20220627,1750,ST-2958,ST-287,,13,2200,1.0
8009549,20220627,2055,ST-1701,ST-287,,3,690,1.0
8009550,20220627,1845,ST-295,ST-287,,7,920,1.0
8009551,20220627,2045,ST-295,ST-287,,5,981,1.0
8009552,20220627,655,ST-2807,ST-287,,1,0,1.0
8009553,20220627,900,ST-2807,ST-287,,1,297,1.0
8009554,20220627,1235,ST-68,ST-68,,24,1334,1.0
8009555,20220627,530,ST-1677,ST-413,,3,462,1.0
8009556,20220627,845,ST-1653,ST-3011,,7,1073,1.0
8009557,20220627,1835,ST-278,ST-3011,,11,1290,1.0
8009558,20220627,2100,ST-307,ST-2807,,65,4880,2.0
8009559,20220627,915,ST-2811,ST-2807,,7,1095,1.0
8009560,20220627,835,ST-71,ST-68,,5,845,1.0
8009561,20220627,850,ST-63,ST-68,,8,1019,1.0
8009562,20220627,2055,ST-50,ST-68,,18,2600,1.0
8009563,20220627,2135,ST-62,ST-68,,17,1660,1.0
8009564,20220627,700,ST-70,ST-68,,10,1039,2.0
8009565,20220627,855,ST-73,ST-68,,6,999,1.0
8009566,20220627,1735,ST-664,ST-413,,16,2036,1.0
8009567,20220627,1935,ST-2946,ST-413,,24,4290,1.0
8009568,20220627,530,ST-1499,ST-413,,18,3830,1.0
8009569,20220627,2100,ST-1973,ST-3011,,117,1050,1.0
8009570,20220627,1815,ST-1970,ST-2807,,7,1495,1.0
8009571,20220627,2015,ST-1996,ST-295,,35,4180,1.0
8009572,20220627,1840,ST-289,ST-295,,14,1881,1.0
8009573,20220627,1910,ST-416,ST-295,,11,2120,1.0
8009574,20220627,815,ST-72,ST-68,,4,782,1.0
8009575,20220627,1850,ST-66,ST-68,,8,920,1.0
8009576,20220627,755,ST-296,ST-68,,11,1925,1.0
8009577,20220627,2100,ST-1503,ST-1677,,28,2066,1.0
8009578,20220627,2235,ST-285,ST-1677,,45,4449,1.0
8009579,20220627,2015,ST-293,ST-422,,40,1487,1.0
8009580,20220627,1835,ST-2807,ST-287,,2,318,1.0
8009581,20220627,2025,ST-287,ST-287,,18,1790,1.0
8009582,20220627,900,ST-294,ST-287,,5,540,1.0
8009583,20220627,2325,ST-422,ST-1677,,13,1120,1.0
8009584,20220627,2105,ST-3011,ST-1677,,3,320,1.0
8009585,20220627,2055,ST-1677,ST-1677,,115,250,1.0
8009586,20220627,2025,ST-285,ST-2806,,6,1590,1.0
8009587,20220627,2325,ST-1699,ST-2806,,34,3848,1.0
8009588,20220627,1820,ST-2563,ST-2806,,16,2134,1.0
8009589,20220627,950,ST-278,ST-422,,7,670,1.0
8009590,20220627,825,ST-2811,ST-422,,6,590,1.0
8009591,20220627,2000,ST-295,ST-2807,,9,1380,1.0
8009592,20220627,645,ST-287,ST-2807,,1,297,1.0
8009593,20220627,1815,ST-287,ST-2807,,1,340,1.0
8009594,20220627,2325,ST-95,ST-2806,,35,7498,1.0
8009595,20220627,1230,ST-1353,ST-2806,,23,3220,1.0
8009596,20220627,855,ST-302,ST-2806,,21,2940,1.0
8009597,20220627,940,ST-2812,ST-2806,,14,1690,1.0
8009598,20220627,1855,ST-2807,ST-2806,,1,330,1.0
8009599,20220627,855,ST-2807,ST-422,,4,954,1.0
8009600,20220627,20,ST-422,ST-422,,0,0,1.0
8009601,20220627,845,ST-1650,ST-295,,12,1760,1.0
8009602,20220627,2130,ST-293,ST-295,,3,553,1.0
8009603,20220627,905,ST-73,ST-2814,,4,142,1.0
8009604,20220627,1910,ST-1973,ST-2806,,2,0,1.0
8009605,20220627,740,ST-1986,ST-2806,,3,634,1.0
8009606,20220627,830,ST-294,ST-2806,,3,625,1.0
8009607,20220627,2310,ST-294,ST-2806,,3,545,1.0
8009608,20220627,2035,ST-2806,ST-2806,,46,1413,1.0
8009609,20220627,1440,ST-1754,ST-3017,,43,5900,1.0
8009610,20220627,1125,ST-2167,ST-341,,31,1450,1.0
8009611,20220627,100,ST-18,ST-341,,4,981,1.0
8009612,20220627,2305,ST-23,ST-341,,14,2610,1.0
8009613,20220627,2215,ST-463,ST-18,,38,4660,1.0
8009614,20220627,1300,ST-2979,ST-2532,,120,1310,1.0
8009615,20220627,855,ST-211,ST-2532,,12,1990,1.0
8009616,20220627,925,ST-5,ST-2532,,7,877,1.0
8009617,20220627,1820,ST-2532,ST-2532,,0,0,1.0
8009618,20220627,2100,ST-2532,ST-2532,,47,3090,1.0
8009619,20220627,915,ST-2168,ST-20,,101,1792,1.0
8009620,20220627,1040,ST-3008,ST-20,,22,2520,1.0
8009621,20220627,2310,ST-10,ST-3017,,6,971,1.0
8009622,20220627,855,ST-22,ST-3017,,8,1465,1.0
8009623,20220627,920,ST-2822,ST-8,,102,15970,1.0
8009624,20220627,1630,ST-3017,ST-8,,4,717,1.0
8009625,20220627,2115,ST-9,ST-211,,8,150,1.0
8009626,20220627,555,ST-2169,ST-2152,,3,550,1.0
8009627,20220627,2000,ST-2979,ST-2152,,8,1027,1.0
8009628,20220627,255,ST-341,ST-2152,,7,1290,1.0
8009629,20220627,2025,ST-4,ST-8,,77,1990,1.0
8009630,20220627,2035,ST-4,ST-8,,9,840,1.0
8009631,20220627,1815,ST-2168,ST-8,,21,2100,1.0
8009632,20220627,810,ST-2034,ST-8,,47,11370,1.0
8009633,20220627,1100,ST-18,ST-2157,,5,1040,1.0
8009634,20220627,1720,ST-18,ST-2157,,9,933,1.0
8009635,20220627,1835,ST-2168,ST-2157,,4,910,1.0
8009636,20220627,1850,ST-2168,ST-2157,,9,1430,1.0
8009637,20220627,2005,ST-2168,ST-2157,,5,830,1.0
8009638,20220627,2120,ST-2168,ST-2157,,4,860,1.0
8009639,20220627,925,ST-2163,ST-9,,10,2060,1.0
8009640,20220627,1915,ST-2979,ST-9,,87,3610,1.0
8009641,20220627,925,ST-341,ST-9,,119,3495,1.0
8009642,20220627,1110,ST-2905,ST-9,,13,2124,1.0
8009643,20220627,2200,ST-4,ST-2152,,17,2190,1.0
8009644,20220627,1805,ST-77,ST-5,,56,5355,1.0
8009645,20220627,1825,ST-968,ST-5,,18,2230,1.0
8009646,20220627,1040,ST-2536,ST-5,,12,1430,1.0
8009647,20220627,2055,ST-211,ST-5,,18,1654,2.0
8009648,20220627,910,ST-2252,ST-2905,,31,5681,1.0
8009649,20220627,2220,ST-461,ST-2905,,30,6200,1.0
8009650,20220627,830,ST-455,ST-2905,,38,5680,1.0
8009651,20220627,200,ST-2173,ST-2905,,117,7570,1.0
8009652,20220627,1240,ST-2240,ST-2905,,92,7850,1.0
8009653,20220627,2025,ST-6,ST-9,,5,1010,1.0
8009654,20220627,840,ST-4,ST-9,,5,783,1.0
8009655,20220627,720,ST-1123,ST-856,,20,4040,1.0
8009656,20220627,1835,ST-200,ST-3008,,14,2270,1.0
8009657,20220627,1925,ST-2152,ST-3008,,19,2192,1.0
8009658,20220627,1050,ST-24,ST-3008,,87,1020,1.0
8009659,20220627,2030,ST-8,ST-5,,6,774,1.0
8009660,20220627,2040,ST-8,ST-343,,44,2424,1.0
8009661,20220627,2020,ST-18,ST-9,,5,750,1.0
8009662,20220627,1850,ST-12,ST-9,,14,1939,2.0
8009663,20220627,855,ST-2205,ST-9,,9,1770,1.0
8009664,20220627,645,ST-2978,ST-3008,,3,680,1.0
8009665,20220627,840,ST-26,ST-3008,,8,1241,1.0
8009666,20220627,820,ST-439,ST-3008,,16,3259,1.0
8009667,20220627,2235,ST-217,ST-339,,31,6764,1.0
8009668,20220627,2335,ST-1013,ST-2905,,25,7310,1.0
8009669,20220627,1825,ST-46,ST-343,,10,2189,1.0
8009670,20220627,2140,ST-2436,ST-343,,47,6516,1.0
8009671,20220627,2205,ST-205,ST-2168,,20,3130,1.0
8009672,20220627,2030,ST-599,ST-2282,,3,1684,1.0
8009673,20220627,2130,ST-2294,ST-2282,,120,1290,1.0
8009674,20220627,1115,ST-1093,ST-2282,,4,770,1.0
8009675,20220627,1850,ST-857,ST-2282,,10,1690,1.0
8009676,20220627,2235,ST-216,ST-123,,25,3207,1.0
8009677,20220627,2250,ST-118,ST-180,,26,3140,2.0
8009678,20220627,1055,ST-3027,ST-180,,16,1810,1.0
8009679,20220627,1830,ST-185,ST-180,,18,2195,1.0
8009680,20220627,750,ST-165,ST-1823,,8,1266,1.0
8009681,20220627,1400,ST-588,ST-2632,,30,2079,1.0
8009682,20220627,25,ST-2632,ST-2632,,7,580,1.0
8009683,20220627,1030,ST-1333,ST-2632,,16,2280,1.0
8009684,20220627,2245,ST-912,ST-2636,,16,1395,1.0
8009685,20220627,2235,ST-596,ST-2636,,19,2253,1.0
8009686,20220627,655,ST-584,ST-2636,,16,2660,1.0
8009687,20220627,755,ST-336,ST-124,,5,750,1.0
8009688,20220627,1825,ST-170,ST-124,,16,2420,1.0
8009689,20220627,2215,ST-180,ST-124,,12,486,1.0
8009690,20220627,1245,ST-124,ST-124,,73,1480,1.0
8009691,20220627,2015,ST-116,ST-183,,7,1040,1.0
8009692,20220627,1845,ST-336,ST-183,,19,2460,1.0
8009693,20220627,750,ST-1373,ST-183,,4,660,1.0
8009694,20220627,2015,ST-183,ST-183,,0,0,1.0
8009695,20220627,1640,ST-2860,ST-2632,,5,780,1.0
8009696,20220627,900,ST-912,ST-1098,,2,222,1.0
8009697,20220627,835,ST-1096,ST-1451,,14,2407,1.0
8009698,20220627,850,ST-2501,ST-1451,,28,5370,1.0
8009699,20220627,2020,ST-2422,ST-124,,15,1562,1.0
8009700,20220627,850,ST-2518,ST-124,,4,541,2.0
8009701,20220627,320,ST-147,ST-183,,16,2823,1.0
8009702,20220627,1930,ST-116,ST-1373,,3,400,1.0
8009703,20220627,1855,ST-150,ST-1373,,17,3060,1.0
8009704,20220627,645,ST-1823,ST-1373,,7,1136,1.0
8009705,20220627,915,ST-1381,ST-1098,,3,870,1.0
8009706,20220627,920,ST-1381,ST-1098,,1,540,1.0
8009707,20220627,1145,ST-1098,ST-1098,,15,1783,1.0
8009708,20220627,905,ST-847,ST-1098,,20,7880,1.0
8009709,20220627,730,ST-2922,ST-1098,,3,703,1.0
8009710,20220627,1000,ST-2295,ST-1317,,114,4630,1.0
8009711,20220627,1920,ST-2274,ST-1317,,3,560,1.0
8009712,20220627,740,ST-404,ST-1317,,5,899,1.0
8009713,20220627,850,ST-1263,ST-1317,,37,6050,1.0
8009714,20220627,900,ST-119,ST-125,,2,350,1.0
8009715,20220627,740,ST-2196,ST-1373,,13,2190,1.0
8009716,20220627,2000,ST-1184,ST-1373,,93,19183,1.0
8009717,20220627,1125,ST-1099,ST-1098,,6,1210,1.0
8009718,20220627,835,ST-1095,ST-1098,,12,1800,1.0
8009719,20220627,2135,ST-1451,ST-1451,,62,4181,1.0
8009720,20220627,1105,ST-2636,ST-1451,,2,310,1.0
8009721,20220627,2255,ST-2473,ST-1619,,6,715,1.0
8009722,20220627,735,ST-1374,ST-1619,,12,1620,1.0
8009723,20220627,2310,ST-2520,ST-1373,,18,1828,1.0
8009724,20220627,900,ST-977,ST-1374,,8,1020,1.0
8009725,20220627,840,ST-1374,ST-1374,,0,0,1.0
8009726,20220627,815,ST-180,ST-1374,,5,790,1.0
8009727,20220627,2115,ST-2631,ST-1381,,13,1910,1.0
8009728,20220627,445,ST-942,ST-1381,,9,1160,1.0
8009729,20220627,2320,ST-1097,ST-1381,,9,1340,1.0
8009730,20220627,520,ST-1299,ST-1381,,23,3859,1.0
8009731,20220627,820,ST-655,ST-1317,,6,490,1.0
8009732,20220627,715,ST-228,ST-1619,,8,1269,1.0
8009733,20220627,750,ST-2518,ST-1619,,6,1230,1.0
8009734,20220627,450,ST-167,ST-2923,,11,1983,1.0
8009735,20220627,110,ST-171,ST-2923,,52,3732,1.0
8009736,20220627,815,ST-2219,ST-2923,,11,1586,1.0
8009737,20220627,1015,ST-1619,ST-1374,,12,1640,1.0
8009738,20220627,2230,ST-2199,ST-1374,,7,602,1.0
8009739,20220627,1815,ST-148,ST-1374,,21,2375,1.0
8009740,20220627,1820,ST-1771,ST-1374,,17,1430,1.0
8009741,20220627,1125,ST-1756,ST-168,,23,3336,1.0
8009742,20220627,1950,ST-1045,ST-2748,,9,1172,1.0
8009743,20220627,950,ST-2740,ST-2748,,5,1110,1.0
8009744,20220627,805,ST-502,ST-2748,,4,1020,1.0
8009745,20220627,855,ST-502,ST-2748,,6,1030,1.0
8009746,20220627,1805,ST-502,ST-2748,,4,1010,1.0
8009747,20220627,1945,ST-502,ST-2748,,6,1030,1.0
8009748,20220627,850,ST-2928,ST-1687,,8,1739,2.0
8009749,20220627,805,ST-1839,ST-1687,,2,410,1.0
8009750,20220627,1105,ST-1839,ST-1687,,2,297,1.0
8009751,20220627,815,ST-1420,ST-1687,,9,1990,2.0
8009752,20220627,920,ST-1687,ST-1687,,34,1489,1.0
8009753,20220627,2245,ST-1687,ST-1687,,0,0,1.0
8009754,20220627,2155,ST-1045,ST-1687,,12,1480,1.0
8009755,20220627,2200,ST-502,ST-1687,,3,470,1.0
8009756,20220627,1905,ST-2579,ST-1420,,13,2313,1.0
8009757,20220627,1140,ST-544,ST-1420,,27,3683,1.0
8009758,20220627,2010,ST-1719,ST-1420,,28,5171,2.0
8009759,20220627,1845,ST-494,ST-1420,,28,884,1.0
8009760,20220627,950,ST-2749,ST-1420,,6,1207,1.0
8009761,20220627,1950,ST-2749,ST-1420,,6,1090,1.0
8009762,20220627,2215,ST-1369,ST-1420,,6,1032,1.0
8009763,20220627,925,ST-2740,ST-495,,7,1260,1.0
8009764,20220627,1825,ST-1838,ST-495,,31,2456,1.0
8009765,20220627,2355,ST-1834,ST-495,,7,993,1.0
8009766,20220627,2030,ST-2592,ST-1687,,2,180,1.0
8009767,20220627,1150,ST-1878,ST-1687,,59,2850,1.0
8009768,20220627,855,ST-2751,ST-1687,,19,2876,1.0
8009769,20220627,225,ST-497,ST-1420,,11,1460,1.0
8009770,20220627,920,ST-1720,ST-1839,,5,650,1.0
8009771,20220627,630,ST-1369,ST-1839,,9,1730,1.0
8009772,20220627,2045,ST-1409,ST-2928,,28,3710,1.0
8009773,20220627,850,ST-2840,ST-2928,,12,1981,1.0
8009774,20220627,920,ST-1370,ST-2928,,5,780,1.0
8009775,20220627,1515,ST-830,ST-2928,,10,1222,1.0
8009776,20220627,2120,ST-544,ST-830,,29,1545,2.0
8009777,20220627,2145,ST-892,ST-830,,14,1925,1.0
8009778,20220627,750,ST-1044,ST-830,,8,1862,1.0
8009779,20220627,2010,ST-2928,ST-830,,4,380,1.0
8009780,20220627,1645,ST-1687,ST-830,,4,818,1.0
8009781,20220627,905,ST-505,ST-830,,6,1208,1.0
8009782,20220627,740,ST-494,ST-2929,,9,2053,1.0
8009783,20220627,950,ST-495,ST-1839,,8,1600,1.0
8009784,20220627,925,ST-1041,ST-1839,,7,1410,1.0
8009785,20220627,555,ST-497,ST-1839,,8,1630,1.0
8009786,20220627,1900,ST-2580,ST-2928,,7,1352,1.0
8009787,20220627,1805,ST-1687,ST-1420,,9,968,2.0
8009788,20220627,2030,ST-1687,ST-1420,,5,540,1.0
8009789,20220627,1120,ST-2740,ST-1420,,5,985,1.0
8009790,20220627,2120,ST-2740,ST-1420,,5,1130,1.0
8009791,20220627,2140,ST-502,ST-1420,,3,590,1.0
8009792,20220627,1900,ST-1370,ST-2738,,3,515,1.0
8009793,20220627,2050,ST-2738,ST-2738,,44,4739,1.0
8009794,20220627,1855,ST-1839,ST-2738,,6,732,1.0
8009795,20220627,1340,ST-1838,ST-2738,,22,860,1.0
8009796,20220627,2205,ST-2592,ST-2742,,6,1141,1.0
8009797,20220627,2045,ST-3071,ST-2742,,37,5895,1.0
8009798,20220627,1940,ST-2747,ST-2742,,7,1106,1.0
8009799,20220627,2315,ST-2742,ST-2742,,0,0,1.0
8009800,20220627,2205,ST-1687,ST-2742,,15,1690,1.0
8009801,20220627,1815,ST-503,ST-2742,,8,1080,1.0
8009802,20220627,910,ST-1061,ST-2742,,10,2150,1.0
8009803,20220627,2110,ST-494,ST-1763,,6,1130,1.0
8009804,20220627,800,ST-1420,ST-2929,,14,3214,3.0
8009805,20220627,1845,ST-1419,ST-1044,,41,6590,1.0
8009806,20220627,2345,ST-2749,ST-1044,,12,1354,1.0
8009807,20220627,930,ST-1620,ST-1044,,16,2946,1.0
8009808,20220627,850,ST-2876,ST-891,,4,1096,1.0
8009809,20220627,1520,ST-2876,ST-891,,6,1143,1.0
8009810,20220627,1825,ST-2876,ST-891,,16,2226,1.0
8009811,20220627,1820,ST-2876,ST-891,,9,1110,1.0
8009812,20220627,2135,ST-1719,ST-1369,,31,3980,1.0
8009813,20220627,2005,ST-252,ST-1369,,43,6380,1.0
8009814,20220627,110,ST-2749,ST-1369,,2,290,1.0
8009815,20220627,2230,ST-1369,ST-1369,,0,0,1.0
8009816,20220627,835,ST-1719,ST-2608,,2,630,1.0
8009817,20220627,1435,ST-892,ST-2608,,86,6040,1.0
8009818,20220627,2315,ST-2608,ST-2608,,14,1143,1.0
8009819,20220627,635,ST-1859,ST-894,,14,2855,1.0
8009820,20220627,1815,ST-2797,ST-894,,7,700,1.0
8009821,20220627,2045,ST-2797,ST-894,,5,734,1.0
8009822,20220627,2205,ST-2797,ST-894,,5,615,1.0
8009823,20220627,845,ST-1409,ST-1584,,8,1220,2.0
8009824,20220627,2010,ST-1728,ST-1586,,11,1660,1.0
8009825,20220627,905,ST-2621,ST-891,,11,2467,1.0
8009826,20220627,1405,ST-2621,ST-891,,29,3414,1.0
8009827,20220627,1815,ST-1867,ST-891,,8,1244,1.0
8009828,20220627,1105,ST-553,ST-891,,40,1480,1.0
8009829,20220627,2145,ST-1868,ST-891,,34,4546,1.0
8009830,20220627,1805,ST-2747,ST-1369,,4,783,1.0
8009831,20220627,1025,ST-2738,ST-1369,,7,776,1.0
8009832,20220627,2205,ST-1420,ST-1369,,12,1360,1.0
8009833,20220627,1035,ST-1586,ST-894,,11,2190,1.0
8009834,20220627,810,ST-542,ST-894,,7,864,1.0
8009835,20220627,1915,ST-1855,ST-1586,,16,3162,1.0
8009836,20220627,955,ST-740,ST-1586,,16,2570,1.0
8009837,20220627,2345,ST-2771,ST-317,,56,6140,1.0
8009838,20220627,735,ST-318,ST-317,,14,2260,2.0
8009839,20220627,2315,ST-1526,ST-317,,9,1584,1.0
8009840,20220627,1205,ST-1005,ST-1499,,21,960,1.0
8009841,20220627,1850,ST-311,ST-1000,,12,1481,1.0
8009842,20220627,35,ST-1997,ST-1000,,9,2150,1.0
8009843,20220627,1730,ST-1004,ST-3048,,5,768,1.0
8009844,20220627,2215,ST-2012,ST-315,,11,1460,1.0
8009845,20220627,1720,ST-2005,ST-315,,22,1674,1.0
8009846,20220627,740,ST-2008,ST-1501,,5,1430,1.0
8009847,20220627,1555,ST-2774,ST-1000,,60,4627,1.0
8009848,20220627,1215,ST-3089,ST-1000,,47,2080,1.0
8009849,20220627,2300,ST-3089,ST-1000,,4,500,1.0
8009850,20220627,750,ST-2770,ST-316,,9,1157,1.0
8009851,20220627,840,ST-2767,ST-316,,14,2115,1.0
8009852,20220627,510,ST-1732,ST-316,,22,2757,1.0
8009853,20220627,1845,ST-876,ST-316,,16,3933,1.0
8009854,20220627,1325,ST-676,ST-316,,8,1453,1.0
8009855,20220627,2130,ST-1004,ST-316,,12,1410,1.0
8009856,20220627,755,ST-318,ST-2011,,10,1571,1.0
8009857,20220627,850,ST-309,ST-2011,,14,1733,1.0
8009858,20220627,850,ST-1996,ST-2011,,13,1949,2.0
8009859,20220627,2020,ST-2016,ST-2011,,8,880,1.0
8009860,20220627,1635,ST-3047,ST-2396,,4,800,1.0
8009861,20220627,845,ST-432,ST-2396,,21,3243,1.0
8009862,20220627,2040,ST-996,ST-428,,10,1775,1.0
8009863,20220627,2125,ST-1000,ST-1000,,0,0,1.0
8009864,20220627,25,ST-2011,ST-1000,,13,1969,1.0
8009865,20220627,830,ST-2008,ST-316,,7,1054,1.0
8009866,20220627,1730,ST-1398,ST-316,,3,630,1.0
8009867,20220627,820,ST-432,ST-316,,6,980,1.0
8009868,20220627,1000,ST-313,ST-1004,,39,2500,1.0
8009869,20220627,2210,ST-1004,ST-1004,,93,3374,1.0
8009870,20220627,830,ST-311,ST-2011,,7,1140,1.0
8009871,20220627,1545,ST-1995,ST-2011,,9,1667,1.0
8009872,20220627,2130,ST-2017,ST-2011,,29,2624,2.0
8009873,20220627,2150,ST-1731,ST-2011,,6,1158,1.0
8009874,20220627,635,ST-1594,ST-2568,,8,1980,1.0
8009875,20220627,1020,ST-2745,ST-2568,,37,3963,1.0
8009876,20220627,1820,ST-1850,ST-1597,,28,1732,1.0
8009877,20220627,1715,ST-1040,ST-1371,,8,1680,1.0
8009878,20220627,1555,ST-1831,ST-1052,,3,253,1.0
8009879,20220627,2235,ST-501,ST-1767,,13,2320,1.0
8009880,20220627,840,ST-490,ST-1767,,12,970,1.0
8009881,20220627,2110,ST-2396,ST-993,,19,1970,1.0
8009882,20220627,1745,ST-315,ST-993,,15,1700,1.0
8009883,20220627,810,ST-318,ST-1005,,4,1120,1.0
8009884,20220627,2115,ST-1996,ST-1005,,10,1867,1.0
8009885,20220627,1920,ST-311,ST-1005,,17,2366,1.0
8009886,20220627,2245,ST-2424,ST-2744,,27,3711,1.0
8009887,20220627,2200,ST-1840,ST-2744,,9,1197,1.0
8009888,20220627,1815,ST-504,ST-1598,,7,1120,1.0
8009889,20220627,1930,ST-1040,ST-1598,,4,821,1.0
8009890,20220627,620,ST-1053,ST-1833,,2,340,1.0
8009891,20220627,2015,ST-500,ST-1833,,13,1740,1.0
8009892,20220627,105,ST-1850,ST-1833,,6,1148,1.0
8009893,20220627,2305,ST-1766,ST-1835,,4,894,1.0
8009894,20220627,2055,ST-646,ST-2127,,3,800,1.0
8009895,20220627,1810,ST-2134,ST-2459,,8,816,1.0
8009896,20220627,2140,ST-644,ST-2459,,15,2393,1.0
8009897,20220627,1255,ST-1999,ST-1015,,5,911,1.0
8009898,20220627,2035,ST-1999,ST-1015,,6,940,1.0
8009899,20220627,230,ST-1497,ST-1015,,11,1989,1.0
8009900,20220627,2150,ST-1652,ST-1015,,33,7230,1.0
8009901,20220627,2350,ST-422,ST-1015,,15,2277,1.0
8009902,20220627,540,ST-2773,ST-1015,,4,779,1.0
8009903,20220627,655,ST-2773,ST-1015,,3,815,1.0
8009904,20220627,605,ST-2126,ST-2125,,4,730,1.0
8009905,20220627,845,ST-610,ST-2125,,22,4046,1.0
8009906,20220627,1025,ST-1137,ST-2125,,14,2321,1.0
8009907,20220627,2040,ST-2402,ST-2125,,25,4695,1.0
8009908,20220627,2105,ST-2134,ST-1390,,11,1391,1.0
8009909,20220627,1805,ST-2136,ST-1390,,103,13190,2.0
8009910,20220627,1905,ST-651,ST-1390,,19,1656,1.0
8009911,20220627,925,ST-1017,ST-1015,,28,1149,1.0
8009912,20220627,755,ST-1006,ST-1015,,7,1335,1.0
8009913,20220627,740,ST-1006,ST-1015,,5,1302,1.0
8009914,20220627,905,ST-1006,ST-1015,,17,1851,1.0
8009915,20220627,505,ST-651,ST-2125,,8,1308,1.0
8009916,20220627,2025,ST-2125,ST-2125,,0,0,1.0
8009917,20220627,1940,ST-2459,ST-2125,,3,420,1.0
8009918,20220627,555,ST-1812,ST-2137,,48,9060,1.0
8009919,20220627,840,ST-1333,ST-2137,,35,6436,1.0
8009920,20220627,940,ST-610,ST-2137,,27,3982,1.0
8009921,20220627,2315,ST-615,ST-1100,,16,2180,1.0
8009922,20220627,1810,ST-645,ST-1100,,9,1160,1.0
8009923,20220627,2030,ST-643,ST-1100,,8,970,1.0
8009924,20220627,1615,ST-1391,ST-948,,12,1110,1.0
8009925,20220627,2105,ST-1109,ST-948,,10,1280,1.0
8009926,20220627,1905,ST-1006,ST-1015,,18,2010,1.0
8009927,20220627,920,ST-1350,ST-1015,,6,800,1.0
8009928,20220627,645,ST-1495,ST-1015,,2,560,1.0
8009929,20220627,845,ST-2725,ST-2137,,11,1560,1.0
8009930,20220627,740,ST-2094,ST-2137,,34,4100,1.0
8009931,20220627,2345,ST-652,ST-2137,,35,5950,1.0
8009932,20220627,2305,ST-616,ST-862,,6,1234,1.0
8009933,20220627,2100,ST-1105,ST-2405,,7,763,1.0
8009934,20220627,2225,ST-1105,ST-2405,,3,305,1.0
8009935,20220627,125,ST-2127,ST-2405,,61,3290,1.0
8009936,20220627,2140,ST-1203,ST-1724,,6,756,1.0
8009937,20220627,2145,ST-647,ST-1724,,11,2010,1.0
8009938,20220627,920,ST-2222,ST-1105,,14,1860,1.0
8009939,20220627,755,ST-1496,ST-1015,,4,698,1.0
8009940,20220627,1740,ST-119,ST-2520,,10,1410,1.0
8009941,20220627,750,ST-126,ST-2422,,5,880,1.0
8009942,20220627,1745,ST-181,ST-2526,,5,753,1.0
8009943,20220627,1845,ST-699,ST-1150,,2,330,1.0
8009944,20220627,20,ST-1321,ST-1150,,17,2775,1.0
8009945,20220627,2315,ST-73,ST-1150,,94,12210,2.0
8009946,20220627,2345,ST-2177,ST-1150,,19,3078,1.0
